Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints,Year,Category
164.0,Chase Reynolds,LAR,RB,16.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.4,2016.0,Rushing
164.0,Rod Smith,DAL,RB,7.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.1,0.4,2016.0,Rushing
167.0,Marcus Murphy,NO,RB,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1,0.3,2016.0,Rushing
168.0,Will Tukuafu,SEA,FB,7.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2016.0,Rushing
168.0,Khiry Robinson,NYJ,RB,1.0,8.0,22.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,2016.0,Rushing
170.0,Austin Johnson,TB,FB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
170.0,Michael Burton,DET,FB,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
170.0,Julian Howsare,NYJ,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
170.0,Russell Hansbrough,TB,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
170.0,Aaron Green,LAR,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
170.0,Glenn Gronkowski,BUF,FB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
170.0,Joe Kerridge,GB,FB,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
170.0,Taniela Tupou,SEA,FB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Rushing
178.0,Brandon Burks,NYJ,RB,1.0,2.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,2016.0,Rushing
179.0,Tyler Ervin,HOU,RB,12.0,1.0,3.0,3.0,0.0,5.0,3.0,18.0,0.0,3.0,2.0,-0.2,-1.9,2016.0,Rushing
1.0,Devonta Freeman,ATL,RB,15.0,265.0,1056.0,4.0,11.0,97.0,73.0,578.0,3.0,3.0,2.0,16.2,243.4,2015.0,Rushing
2.0,Adrian Peterson,MIN,RB,16.0,327.0,1485.0,4.5,11.0,36.0,30.0,222.0,0.0,7.0,3.0,14.4,230.7,2015.0,Rushing
3.0,Doug Martin,TB,RB,16.0,288.0,1402.0,4.9,6.0,44.0,33.0,271.0,1.0,5.0,5.0,12.5,199.3,2015.0,Rushing
4.0,DeAngelo Williams,PIT,RB,16.0,200.0,907.0,4.5,11.0,47.0,40.0,367.0,0.0,4.0,2.0,12.0,191.4,2015.0,Rushing
5.0,Todd Gurley,LAR,RB,13.0,229.0,1106.0,4.8,10.0,26.0,21.0,188.0,0.0,3.0,1.0,14.4,187.4,2015.0,Rushing
6.0,Lamar Miller,MIA,RB,16.0,194.0,872.0,4.5,8.0,57.0,47.0,397.0,2.0,1.0,1.0,11.6,184.9,2015.0,Rushing
7.0,David Johnson,ARI,RB,16.0,125.0,581.0,4.6,8.0,57.0,36.0,457.0,4.0,5.0,1.0,10.9,173.8,2015.0,Rushing
8.0,Chris Ivory,NYJ,RB,15.0,247.0,1070.0,4.3,7.0,37.0,30.0,217.0,1.0,5.0,2.0,11.5,172.7,2015.0,Rushing
9.0,Matt Forte,CHI,RB,13.0,218.0,898.0,4.1,4.0,58.0,44.0,389.0,3.0,2.0,1.0,13.1,170.7,2015.0,Rushing
10.0,Latavius Murray,OAK,RB,16.0,266.0,1066.0,4.0,6.0,53.0,41.0,232.0,0.0,4.0,1.0,10.2,163.8,2015.0,Rushing
11.0,Danny Woodhead,LAC,RB,16.0,98.0,336.0,3.4,3.0,106.0,80.0,755.0,6.0,0.0,0.0,10.2,163.1,2015.0,Rushing
12.0,Frank Gore,IND,RB,16.0,260.0,967.0,3.7,6.0,58.0,34.0,267.0,1.0,4.0,3.0,10.0,159.4,2015.0,Rushing
13.0,Darren McFadden,DAL,RB,16.0,239.0,1089.0,4.6,3.0,53.0,40.0,328.0,0.0,4.0,3.0,9.7,155.7,2015.0,Rushing
14.0,Jeremy Hill,CIN,RB,16.0,223.0,794.0,3.6,11.0,19.0,15.0,79.0,1.0,3.0,3.0,9.7,155.3,2015.0,Rushing
15.0,Mark Ingram,NO,RB,12.0,166.0,769.0,4.6,6.0,60.0,50.0,405.0,0.0,3.0,1.0,12.8,153.4,2015.0,Rushing
16.0,Jonathan Stewart,CAR,RB,13.0,242.0,989.0,4.1,6.0,21.0,16.0,99.0,1.0,3.0,2.0,11.3,146.8,2015.0,Rushing
17.0,LeSean McCoy,BUF,RB,12.0,203.0,895.0,4.4,3.0,50.0,32.0,292.0,2.0,2.0,2.0,12.2,146.7,2015.0,Rushing
18.0,DeMarco Murray,PHI,RB,15.0,193.0,702.0,3.6,6.0,55.0,44.0,322.0,1.0,3.0,2.0,9.4,140.4,2015.0,Rushing
19.0,Ronnie Hillman,DEN,RB,16.0,207.0,863.0,4.2,7.0,35.0,24.0,111.0,0.0,3.0,1.0,8.6,137.4,2015.0,Rushing
20.0,Rashad Jennings,NYG,RB,16.0,195.0,863.0,4.4,3.0,40.0,29.0,296.0,1.0,3.0,2.0,8.5,135.9,2015.0,Rushing
21.0,Giovani Bernard,CIN,RB,16.0,154.0,730.0,4.7,2.0,66.0,49.0,472.0,0.0,2.0,0.0,8.3,132.2,2015.0,Rushing
22.0,Charles Sims,TB,RB,16.0,107.0,529.0,4.9,0.0,70.0,51.0,561.0,4.0,2.0,2.0,8.1,129.0,2015.0,Rushing
23.0,Jeremy Langford,CHI,RB,16.0,148.0,537.0,3.6,6.0,42.0,22.0,279.0,1.0,0.0,0.0,7.8,125.6,2015.0,Rushing
24.0,James Starks,GB,RB,16.0,148.0,601.0,4.1,2.0,53.0,43.0,392.0,3.0,6.0,3.0,7.7,123.3,2015.0,Rushing
25.0,Eddie Lacy,GB,RB,15.0,187.0,758.0,4.1,3.0,28.0,20.0,188.0,2.0,4.0,2.0,8.0,120.6,2015.0,Rushing
26.0,TJ Yeldon,JAX,RB,12.0,182.0,740.0,4.1,2.0,46.0,36.0,279.0,1.0,0.0,0.0,10.0,119.9,2015.0,Rushing
27.0,Isaiah Crowell,CLE,RB,16.0,185.0,706.0,3.8,4.0,22.0,19.0,182.0,1.0,0.0,0.0,7.4,118.8,2015.0,Rushing
28.0,Thomas Rawls,SEA,RB,13.0,147.0,830.0,5.6,4.0,11.0,9.0,76.0,1.0,1.0,1.0,9.1,118.6,2015.0,Rushing
29.0,LeGarrette Blount,NE,RB,12.0,165.0,703.0,4.3,6.0,7.0,6.0,43.0,1.0,1.0,0.0,9.7,116.6,2015.0,Rushing
30.0,CJ Anderson,DEN,RB,15.0,152.0,720.0,4.7,5.0,36.0,25.0,183.0,0.0,2.0,2.0,7.8,116.3,2015.0,Rushing
31.0,Karlos Williams,BUF,RB,11.0,93.0,517.0,5.6,7.0,14.0,11.0,96.0,2.0,2.0,1.0,10.3,113.3,2015.0,Rushing
32.0,Charcandrick West,KC,RB,15.0,160.0,634.0,4.0,4.0,34.0,20.0,214.0,1.0,2.0,1.0,7.5,112.8,2015.0,Rushing
33.0,Ryan Mathews,PHI,RB,13.0,106.0,539.0,5.1,6.0,29.0,20.0,146.0,1.0,4.0,3.0,8.0,104.5,2015.0,Rushing
34.0,Duke Johnson,CLE,RB,16.0,104.0,379.0,3.6,0.0,74.0,61.0,534.0,2.0,1.0,0.0,6.5,103.3,2015.0,Rushing
35.0,Chris Johnson,ARI,RB,11.0,196.0,814.0,4.2,3.0,13.0,6.0,58.0,0.0,2.0,2.0,9.2,101.2,2015.0,Rushing
36.0,Javorius Allen,BAL,RB,16.0,137.0,514.0,3.8,1.0,62.0,45.0,353.0,2.0,2.0,2.0,6.3,100.7,2015.0,Rushing
37.0,Shane Vereen,NYG,RB,16.0,61.0,260.0,4.3,0.0,81.0,59.0,494.0,4.0,1.0,0.0,6.2,99.4,2015.0,Rushing
38.0,Theo Riddick,DET,RB,16.0,43.0,133.0,3.1,0.0,99.0,80.0,697.0,3.0,1.0,1.0,6.2,99.0,2015.0,Rushing
39.0,Alfred Blue,HOU,RB,16.0,183.0,698.0,3.8,2.0,16.0,15.0,109.0,1.0,2.0,1.0,6.0,96.7,2015.0,Rushing
40.0,Matt Jones,WAS,RB,13.0,144.0,490.0,3.4,3.0,25.0,19.0,304.0,1.0,5.0,4.0,7.3,95.4,2015.0,Rushing
41.0,Darren Sproles,PHI,RB,16.0,83.0,317.0,3.8,3.0,83.0,55.0,388.0,1.0,2.0,0.0,5.9,94.5,2015.0,Rushing
42.0,Ameer Abdullah,DET,RB,16.0,143.0,597.0,4.2,2.0,38.0,25.0,183.0,1.0,6.0,2.0,5.8,92.0,2015.0,Rushing
43.0,Justin Forsett,BAL,RB,10.0,151.0,641.0,4.2,2.0,41.0,31.0,153.0,0.0,0.0,0.0,9.1,91.4,2015.0,Rushing
44.0,Antonio Andrews,TEN,RB,14.0,143.0,520.0,3.6,3.0,29.0,21.0,174.0,0.0,1.0,1.0,6.5,91.04,2015.0,Rushing
45.0,Bilal Powell,NYJ,RB,11.0,70.0,313.0,4.5,1.0,63.0,47.0,388.0,2.0,2.0,0.0,8.0,88.1,2015.0,Rushing
46.0,Le'Veon Bell,PIT,RB,6.0,113.0,556.0,4.9,3.0,26.0,24.0,136.0,0.0,0.0,0.0,14.5,87.2,2015.0,Rushing
47.0,Alfred Morris,WAS,RB,16.0,202.0,751.0,3.7,1.0,13.0,10.0,55.0,0.0,0.0,0.0,5.4,86.6,2015.0,Rushing
48.0,Dion Lewis,NE,RB,7.0,49.0,234.0,4.8,2.0,50.0,36.0,388.0,2.0,2.0,1.0,12.0,84.2,2015.0,Rushing
49.0,Joique Bell,DET,RB,13.0,90.0,311.0,3.5,4.0,27.0,22.0,286.0,0.0,1.0,0.0,6.4,83.7,2015.0,Rushing
50.0,James White,NE,RB,14.0,22.0,56.0,2.5,2.0,54.0,40.0,410.0,4.0,0.0,0.0,5.9,82.6,2015.0,Rushing
51.0,Jamaal Charles,KC,RB,5.0,71.0,364.0,5.1,4.0,30.0,21.0,177.0,1.0,3.0,2.0,16.0,80.1,2015.0,Rushing
52.0,Spencer Ware,KC,RB,11.0,72.0,403.0,5.6,6.0,6.0,6.0,5.0,0.0,1.0,0.0,7.0,76.8,2015.0,Rushing
53.0,Melvin Gordon,LAC,RB,14.0,184.0,641.0,3.5,0.0,37.0,33.0,192.0,0.0,6.0,4.0,5.4,75.3,2015.0,Rushing
54.0,Tim Hightower,NO,RB,8.0,96.0,375.0,3.9,4.0,13.0,12.0,129.0,0.0,0.0,0.0,9.3,74.4,2015.0,Rushing
55.0,Carlos Hyde,SF,RB,7.0,115.0,470.0,4.1,3.0,15.0,11.0,53.0,0.0,1.0,0.0,10.0,70.3,2015.0,Rushing
56.0,Marshawn Lynch,SEA,RB,7.0,111.0,417.0,3.8,3.0,21.0,13.0,80.0,0.0,0.0,0.0,10.0,69.7,2015.0,Rushing
57.0,Mike Tolbert,CAR,FB,16.0,62.0,256.0,4.1,1.0,23.0,18.0,154.0,3.0,0.0,0.0,4.1,65.0,2015.0,Rushing
58.0,Joseph Randle,DAL,RB,6.0,76.0,315.0,4.1,4.0,10.0,10.0,86.0,0.0,1.0,0.0,10.7,64.1,2015.0,Rushing
59.0,Jerick McKinnon,MIN,RB,16.0,52.0,271.0,5.2,2.0,29.0,21.0,173.0,1.0,0.0,0.0,3.9,62.4,2015.0,Rushing
60.0,Dexter McCluster,TEN,RB,12.0,55.0,247.0,4.5,1.0,41.0,31.0,260.0,1.0,2.0,2.0,5.1,60.7,2015.0,Rushing
61.0,Andre Ellington,ARI,RB,10.0,45.0,289.0,6.4,3.0,24.0,15.0,148.0,0.0,1.0,1.0,6.0,59.7,2015.0,Rushing
62.0,Jonathan Grimes,HOU,RB,14.0,56.0,282.0,5.0,1.0,31.0,26.0,173.0,1.0,0.0,0.0,4.2,59.5,2015.0,Rushing
63.0,Chris Thompson,WAS,RB,13.0,35.0,216.0,6.2,0.0,48.0,35.0,240.0,2.0,2.0,0.0,4.4,57.6,2015.0,Rushing
64.0,Kyle Juszczyk,BAL,FB,16.0,2.0,3.0,1.5,0.0,56.0,41.0,321.0,4.0,0.0,0.0,3.5,56.4,2015.0,Rushing
65.0,Chris Polk,HOU,RB,15.0,99.0,334.0,3.4,1.0,28.0,16.0,109.0,1.0,0.0,0.0,3.8,56.3,2015.0,Rushing
66.0,Arian Foster,HOU,RB,4.0,63.0,163.0,2.6,1.0,28.0,22.0,227.0,2.0,2.0,1.0,13.8,55.0,2015.0,Rushing
67.0,Khiry Robinson,NO,RB,8.0,56.0,180.0,3.2,4.0,20.0,17.0,115.0,0.0,0.0,0.0,6.7,53.5,2015.0,Rushing
68.0,Shaun Draughn,SF,RB,11.0,78.0,273.0,3.5,1.0,35.0,27.0,176.0,0.0,2.0,0.0,4.6,50.9,2015.0,Rushing
69.0,Brandon Bolden,NE,RB,15.0,63.0,207.0,3.3,0.0,30.0,19.0,180.0,2.0,0.0,0.0,3.4,50.7,2015.0,Rushing
70.0,Marcel Reece,OAK,FB,15.0,10.0,36.0,3.6,0.0,37.0,30.0,269.0,3.0,0.0,0.0,3.2,48.5,2015.0,Rushing
71.0,CJ Spiller,NO,RB,13.0,36.0,112.0,3.1,0.0,44.0,34.0,239.0,2.0,1.0,0.0,3.6,47.1,2015.0,Rushing
72.0,Denard Robinson,JAX,RB,13.0,67.0,266.0,4.0,1.0,30.0,21.0,164.0,0.0,3.0,1.0,3.6,47.0,2015.0,Rushing
73.0,Fred Jackson,SEA,RB,16.0,26.0,100.0,3.8,0.0,41.0,32.0,257.0,2.0,1.0,1.0,2.9,45.7,2015.0,Rushing
74.0,Mike Gillislee,BUF,RB,5.0,47.0,267.0,5.7,3.0,7.0,6.0,29.0,0.0,1.0,1.0,9.1,45.6,2015.0,Rushing
75.0,Bishop Sankey,TEN,RB,13.0,47.0,193.0,4.1,1.0,22.0,14.0,139.0,1.0,3.0,1.0,3.3,43.2,2015.0,Rushing
76.0,Tevin Coleman,ATL,RB,12.0,87.0,392.0,4.5,1.0,11.0,2.0,14.0,0.0,3.0,3.0,3.4,40.6,2015.0,Rushing
77.0,Benjamin Cunningham,LAR,RB,16.0,37.0,140.0,3.8,0.0,37.0,26.0,250.0,0.0,1.0,0.0,2.4,39.0,2015.0,Rushing
78.0,Donald Brown,LAC,RB,10.0,59.0,229.0,3.9,1.0,13.0,8.0,88.0,0.0,1.0,0.0,3.8,37.7,2015.0,Rushing
79.0,Jay Ajayi,MIA,RB,9.0,49.0,187.0,3.8,1.0,11.0,7.0,90.0,0.0,0.0,0.0,4.0,35.7,2015.0,Rushing
80.0,Andre Williams,NYG,RB,16.0,88.0,257.0,2.9,1.0,3.0,1.0,7.0,0.0,0.0,0.0,2.2,34.4,2015.0,Rushing
81.0,Ka'Deem Carey,CHI,RB,11.0,43.0,159.0,3.7,2.0,3.0,3.0,19.0,1.0,1.0,1.0,3.1,33.8,2015.0,Rushing
82.0,Tre Mason,LAR,RB,13.0,75.0,207.0,2.8,1.0,21.0,18.0,88.0,0.0,3.0,1.0,2.6,33.5,2015.0,Rushing
83.0,Ahmad Bradshaw,IND,RB,6.0,31.0,85.0,2.7,0.0,14.0,10.0,64.0,3.0,0.0,0.0,5.5,32.9,2015.0,Rushing
84.0,Cameron Artis-Payne,CAR,RB,7.0,45.0,183.0,4.1,1.0,5.0,5.0,58.0,0.0,0.0,0.0,4.3,30.1,2015.0,Rushing
85.0,Zach Line,MIN,FB,16.0,6.0,10.0,1.7,2.0,9.0,6.0,95.0,1.0,0.0,0.0,1.8,28.5,2015.0,Rushing
86.0,Travaris Cadet,NO,RB,7.0,11.0,28.0,2.5,0.0,22.0,17.0,214.0,1.0,1.0,1.0,4.0,28.2,2015.0,Rushing
86.0,Robert Turbin,DAL,RB,10.0,50.0,199.0,4.0,1.0,10.0,7.0,23.0,0.0,0.0,0.0,2.8,28.2,2015.0,Rushing
86.0,Lance Dunbar,DAL,RB,4.0,5.0,67.0,13.4,0.0,23.0,21.0,215.0,0.0,0.0,0.0,7.0,28.2,2015.0,Rushing
89.0,Ty Montgomery,GB,RB,6.0,3.0,14.0,4.7,0.0,19.0,15.0,136.0,2.0,0.0,0.0,4.5,27.0,2015.0,Rushing
90.0,DuJuan Harris,SF,RB,4.0,48.0,189.0,3.9,0.0,14.0,9.0,97.0,0.0,1.0,1.0,6.6,26.6,2015.0,Rushing
91.0,Christine Michael,SEA,RB,8.0,54.0,243.0,4.5,0.0,6.0,3.0,16.0,0.0,0.0,0.0,3.2,25.9,2015.0,Rushing
92.0,Jamize Olawale,OAK,FB,14.0,24.0,110.0,4.6,1.0,11.0,9.0,84.0,0.0,0.0,0.0,1.8,25.4,2015.0,Rushing
93.0,Jonas Gray,JAX,RB,8.0,45.0,176.0,3.9,0.0,8.0,7.0,76.0,0.0,0.0,0.0,3.2,25.2,2015.0,Rushing
94.0,Matt Asiata,MIN,RB,16.0,29.0,112.0,3.9,0.0,22.0,19.0,132.0,0.0,0.0,0.0,1.5,24.4,2015.0,Rushing
94.0,Orleans Darkwa,NYG,RB,16.0,36.0,153.0,4.2,1.0,6.0,3.0,31.0,0.0,0.0,0.0,1.5,24.4,2015.0,Rushing
96.0,Damien Williams,MIA,RB,16.0,16.0,59.0,3.7,0.0,28.0,21.0,142.0,1.0,4.0,1.0,1.5,24.1,2015.0,Rushing
97.0,Fozzy Whittaker,CAR,RB,15.0,25.0,108.0,4.3,1.0,15.0,12.0,64.0,0.0,2.0,0.0,1.5,23.2,2015.0,Rushing
98.0,Patrick DiMarco,ATL,FB,16.0,1.0,0.0,0.0,0.0,17.0,13.0,110.0,2.0,0.0,0.0,1.4,23.0,2015.0,Rushing
99.0,Terron Ward,ATL,RB,13.0,29.0,95.0,3.3,1.0,13.0,9.0,73.0,0.0,0.0,0.0,1.8,22.8,2015.0,Rushing
100.0,Taiwan Jones,OAK,RB,12.0,16.0,74.0,4.6,0.0,9.0,7.0,106.0,1.0,2.0,1.0,1.8,22.0,2015.0,Rushing
100.0,Branden Oliver,LAC,RB,8.0,31.0,108.0,3.5,0.0,15.0,13.0,112.0,0.0,1.0,0.0,2.8,22.0,2015.0,Rushing
102.0,Zac Stacy,NYJ,RB,8.0,31.0,89.0,2.9,1.0,12.0,9.0,65.0,0.0,0.0,0.0,2.7,21.4,2015.0,Rushing
103.0,Terrance West,BAL,RB,8.0,62.0,231.0,3.7,0.0,5.0,4.0,21.0,0.0,2.0,2.0,2.6,21.2,2015.0,Rushing
104.0,Bruce Miller,SF,FB,16.0,6.0,14.0,2.3,1.0,14.0,10.0,135.0,0.0,0.0,0.0,1.3,20.9,2015.0,Rushing
105.0,John Kuhn,GB,FB,16.0,9.0,28.0,3.1,2.0,10.0,6.0,56.0,0.0,0.0,0.0,1.3,20.4,2015.0,Rushing
105.0,David Cobb,TEN,RB,7.0,52.0,146.0,2.8,1.0,2.0,1.0,-2.0,0.0,0.0,0.0,2.9,20.4,2015.0,Rushing
107.0,Kerwynn Williams,ARI,RB,6.0,27.0,142.0,5.3,1.0,2.0,2.0,16.0,0.0,2.0,1.0,3.3,19.8,2015.0,Rushing
108.0,Jalston Fowler,TEN,RB,16.0,7.0,13.0,1.9,1.0,6.0,5.0,44.0,1.0,0.0,0.0,1.1,17.7,2015.0,Rushing
109.0,Roy Helu,OAK,RB,9.0,17.0,39.0,2.3,0.0,16.0,9.0,75.0,1.0,0.0,0.0,1.9,17.4,2015.0,Rushing
110.0,Knile Davis,KC,RB,14.0,28.0,72.0,2.6,1.0,3.0,2.0,24.0,0.0,0.0,0.0,1.1,15.6,2015.0,Rushing
111.0,Pierre Thomas,WAS,RB,5.0,15.0,64.0,4.3,0.0,11.0,9.0,84.0,0.0,0.0,0.0,3.0,14.8,2015.0,Rushing
111.0,Anthony Dixon,BUF,RB,16.0,21.0,44.0,2.1,1.0,7.0,6.0,44.0,0.0,0.0,0.0,0.9,14.8,2015.0,Rushing
113.0,Rex Burkhead,CIN,RB,16.0,4.0,4.0,1.0,0.0,15.0,10.0,94.0,1.0,1.0,1.0,0.9,13.8,2015.0,Rushing
114.0,Lorenzo Taliaferro,BAL,RB,3.0,13.0,47.0,3.6,1.0,5.0,5.0,29.0,0.0,0.0,0.0,4.5,13.6,2015.0,Rushing
115.0,Akeem Hunt,HOU,RB,7.0,17.0,96.0,5.6,0.0,10.0,6.0,39.0,0.0,0.0,0.0,1.9,13.5,2015.0,Rushing
116.0,Bryce Brown,SEA,RB,4.0,26.0,72.0,2.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.3,13.2,2015.0,Rushing
117.0,Steven Jackson,NE,RB,2.0,21.0,50.0,2.4,1.0,1.0,1.0,20.0,0.0,0.0,0.0,6.5,13.0,2015.0,Rushing
118.0,Dan Herron,IND,RB,10.0,25.0,79.0,3.2,0.0,10.0,9.0,47.0,0.0,1.0,0.0,1.3,12.6,2015.0,Rushing
118.0,Kenjon Barner,PHI,RB,11.0,28.0,124.0,4.4,0.0,12.0,9.0,22.0,0.0,1.0,1.0,1.1,12.6,2015.0,Rushing
120.0,Will Tukuafu,SEA,FB,14.0,4.0,1.0,0.2,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.8,10.8,2015.0,Rushing
121.0,Kendall Gaskins,SF,FB,9.0,16.0,38.0,2.4,0.0,10.0,8.0,69.0,0.0,0.0,0.0,1.2,10.7,2015.0,Rushing
122.0,Will Johnson,PIT,FB,16.0,4.0,7.0,1.8,1.0,4.0,2.0,16.0,0.0,0.0,0.0,0.6,10.3,2015.0,Rushing
123.0,Michael Burton,DET,FB,16.0,4.0,2.0,0.5,0.0,6.0,6.0,39.0,1.0,0.0,0.0,0.6,10.1,2015.0,Rushing
124.0,Austin Johnson,NO,FB,10.0,4.0,9.0,2.2,1.0,8.0,5.0,30.0,0.0,0.0,0.0,1.0,9.9,2015.0,Rushing
124.0,Juwan Thompson,DEN,RB,15.0,18.0,48.0,2.7,0.0,9.0,6.0,51.0,0.0,0.0,0.0,0.7,9.9,2015.0,Rushing
126.0,Mike Davis,SF,RB,6.0,35.0,58.0,1.7,0.0,13.0,7.0,38.0,0.0,0.0,0.0,1.6,9.6,2015.0,Rushing
127.0,Stevan Ridley,NYJ,RB,9.0,36.0,90.0,2.5,0.0,5.0,4.0,-2.0,0.0,0.0,0.0,1.0,8.8,2015.0,Rushing
128.0,Zurlon Tipton,IND,RB,10.0,5.0,20.0,4.0,0.0,8.0,5.0,57.0,0.0,0.0,0.0,0.8,7.7,2015.0,Rushing
129.0,Zach Zenner,DET,RB,6.0,17.0,60.0,3.5,0.0,3.0,2.0,11.0,0.0,0.0,0.0,1.2,7.1,2015.0,Rushing
130.0,Toby Gerhart,JAX,RB,7.0,20.0,44.0,2.2,0.0,5.0,3.0,23.0,0.0,0.0,0.0,1.0,6.7,2015.0,Rushing
131.0,Stepfan Taylor,ARI,RB,16.0,17.0,58.0,3.4,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.4,6.2,2015.0,Rushing
131.0,Fitzgerald Toussaint,PIT,RB,5.0,18.0,42.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.2,2015.0,Rushing
133.0,Jarryd Hayne,SF,RB,8.0,17.0,52.0,3.1,0.0,7.0,6.0,27.0,0.0,3.0,1.0,0.7,5.9,2015.0,Rushing
134.0,Tommy Bohanon,NYJ,FB,16.0,2.0,2.0,1.0,0.0,8.0,4.0,56.0,0.0,0.0,0.0,0.4,5.8,2015.0,Rushing
135.0,Josh Robinson,IND,RB,5.0,17.0,39.0,2.3,0.0,7.0,6.0,33.0,0.0,1.0,1.0,1.0,5.2,2015.0,Rushing
136.0,Jacquizz Rodgers,CHI,RB,5.0,14.0,41.0,2.9,0.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,5.1,2015.0,Rushing
136.0,Joey Iosefa,NE,RB,2.0,15.0,51.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.1,2015.0,Rushing
138.0,Reggie Bush,SF,RB,5.0,8.0,28.0,3.5,0.0,10.0,4.0,19.0,0.0,0.0,0.0,0.9,4.7,2015.0,Rushing
139.0,Anthony Sherman,KC,FB,16.0,1.0,0.0,0.0,0.0,5.0,4.0,34.0,0.0,0.0,0.0,0.2,3.4,2015.0,Rushing
140.0,Jay Prosch,HOU,FB,16.0,6.0,33.0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,3.3,2015.0,Rushing
141.0,Darrel Young,WAS,FB,16.0,6.0,10.0,1.7,0.0,6.0,6.0,22.0,0.0,1.0,0.0,0.2,3.2,2015.0,Rushing
141.0,Derrick Coleman,SEA,FB,14.0,8.0,32.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,3.2,2015.0,Rushing
143.0,Nick Bellore,SF,RB,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,2015.0,Rushing
144.0,Jordan Todman,PIT,RB,11.0,4.0,22.0,5.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,2015.0,Rushing
145.0,John Crockett,GB,RB,2.0,9.0,21.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2015.0,Rushing
146.0,Tyler Varga,IND,RB,3.0,1.0,2.0,2.0,0.0,2.0,1.0,18.0,0.0,0.0,0.0,0.7,2.0,2015.0,Rushing
147.0,Alonzo Harris,GB,RB,6.0,4.0,19.0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,1.9,2015.0,Rushing
148.0,Bernard Pierce,JAX,RB,7.0,6.0,11.0,1.8,0.0,5.0,3.0,7.0,0.0,0.0,0.0,0.3,1.8,2015.0,Rushing
148.0,Aaron Ripkowski,GB,FB,15.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.1,1.8,2015.0,Rushing
150.0,Roosevelt Nix,PIT,RB,15.0,0.0,0.0,0.0,0.0,3.0,2.0,16.0,0.0,0.0,0.0,0.1,1.6,2015.0,Rushing
151.0,Malcolm Johnson,CLE,FB,12.0,0.0,0.0,0.0,0.0,6.0,4.0,15.0,0.0,0.0,0.0,0.1,1.5,2015.0,Rushing
151.0,Malcolm Brown,LAR,RB,1.0,4.0,17.0,4.2,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,1.5,1.5,2015.0,Rushing
153.0,Jerome Felton,BUF,FB,16.0,1.0,2.0,2.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.1,1.4,2015.0,Rushing
153.0,Bobby Rainey,TB,RB,16.0,5.0,18.0,3.6,0.0,3.0,3.0,16.0,0.0,8.0,1.0,0.1,1.4,2015.0,Rushing
155.0,Jorvorskie Lane,TB,FB,16.0,1.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.1,1.3,2015.0,Rushing
