Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
203,Jason Hatcher,DAL,DE,16,27,24,5,4,23,12,1,0,0,1,1,4.8,76.3
203,Bart Scott,NYJ,LB,15,36,24,9,2.5,23,5,1,1,0,1,0,5.1,76.3
205,Brandon Graham,PHI,DE,16,30,8,7,5.5,32,11,1,0,2,1,0,4.8,76.2
206,Takeo Spikes,LAC,LB,16,53,25,1,0.5,5,4,1,0,1,0,0,4.8,76
206,Jamarca Sanford,MIN,SS,16,47,14,1,0,0,1,5,0,4,1,0,4.8,76
206,Morris Claiborne,DAL,CB,15,43,12,1,0,0,0,8,1,1,2,1,5.1,76
209,Dwan Edwards,CAR,NT,14,27,25,7,6,34,10,1,0,1,0,0,5.4,75.9
210,Asante Samuel,ATL,CB,15,34,2,0,0,0,0,19,5,0,0,1,5,75
211,Kyle Williams,BUF,DT,16,27,19,10,5,30,13,2,0,0,0,0,4.7,74.5
211,Adrian Wilson,ARI,SS,15,39,15,5,3,20,4,5,1,1,0,0,5,74.5
211,Tarell Brown,SF,CB,16,52,5,0,0,0,0,14,2,0,0,0,4.7,74.5
214,Brandon Flowers,KC,CB,15,40,8,2,1,2,1,13,3,0,1,0,4.9,74.2
215,Robert McClain,ATL,CB,15,49,8,1,0,0,1,10,1,0,2,0,4.9,74
216,Jonathan Babineaux,ATL,DT,16,25,6,11,3.5,16,6,5,1,1,1,1,4.6,73.6
217,Bruce Carter,DAL,ILB,11,51,19,9,0,0,2,2,0,0,0,0,6.7,73.5
217,Fletcher Cox,PHI,DT,15,32,7,8,5.5,30,9,4,0,1,0,0,4.9,73.5
219,Dominique Rodgers-Cromartie,PHI,CB,16,43,8,0,0,0,0,17,3,0,0,0,4.6,73
219,Gerald McCoy,TB,DT,16,23,7,9,5,35,16,2,0,1,1,0,4.6,73
221,Jared Odrick,MIA,DE,16,26,9,12,5,29,15,2,0,0,0,0,4.5,72.4
222,Jurrell Casey,TEN,NT,16,34,20,6,3,31,7,0,0,2,0,0,4.5,72.1
223,Vontae Davis,IND,CB,10,46,5,4,1,3,1,7,3,0,0,0,7.2,71.8
224,Cortez Allen,PIT,CB,15,38,9,0,0,0,1,10,2,3,1,0,4.8,71.5
225,Marcell Dareus,BUF,DT,16,26,13,5,5.5,39,10,6,0,0,1,0,4.5,71.4
226,Calvin Pace,NYJ,OLB,16,35,20,7,3,16,6,2,0,0,1,0,4.4,70.6
227,Courtney Upshaw,BAL,OLB,16,34,21,8,1.5,10,3,2,0,1,2,0,4.4,70.5
227,Josh Norman,CAR,CB,16,50,21,0,0,0,0,7,1,0,0,0,4.4,70.5
229,Wallace Gilberry,CIN,DE,14,15,9,6,6.5,48,9,0,0,1,3,1,5,70.3
230,CJ Mosley,JAX,DT,16,36,9,4,2.5,27,6,0,0,1,3,0,4.4,70.2
231,Erik Walden,GB,OLB,15,27,19,3,3,6,14,4,2,0,0,0,4.7,70.1
232,Usama Young,CLE,FS,13,36,16,1,1.5,10,2,7,3,0,1,0,5.4,70
232,Arthur Jones,BAL,DE,16,27,20,5,4.5,30,13,0,0,1,0,0,4.4,70
234,Corey Wootton,CHI,DE,16,20,7,4,7,41,11,1,0,2,0,0,4.4,69.6
235,Craig Dahl,LAR,SS,16,56,15,1,0,0,0,2,1,0,0,0,4.3,69.5
235,Javier Arenas,KC,CB,16,53,7,1,0,0,0,8,0,2,0,0,4.3,69.5
237,Joe Haden,CLE,CB,11,40,11,0,0,0,0,11,3,1,0,0,6.2,68.5
238,Nnamdi Asomugha,PHI,CB,16,47,8,2,0,0,0,12,1,0,0,0,4.2,68
239,Michael Huff,OAK,FS,16,37,19,2,0,0,0,13,2,0,0,0,4.2,67.5
239,Nate Allen,PHI,FS,15,56,13,1,0,0,0,4,0,0,0,0,4.5,67.5
239,Brandon Browner,SEA,SS,12,35,9,1,0,0,0,6,3,3,1,0,5.6,67.5
242,Derek Wolfe,DEN,DE,16,26,14,9,6,41,7,2,0,0,0,0,4.2,67.1
243,Brandon Mebane,SEA,NT,16,31,25,4,3,22,5,3,0,0,1,0,4.2,66.7
244,Lamarr Woodley,PIT,OLB,13,27,11,6,4,21,8,1,1,1,1,0,5.1,66.6
245,Desmond Bryant,OAK,DT,16,26,10,8,4,25,13,1,0,1,0,0,4.2,66.5
246,Mike Harris,JAX,CB,15,43,4,2,1,11,1,6,1,0,0,0,4.4,66.1
247,Steve Gregory,NE,FS,12,31,6,0,0,0,0,5,3,2,2,1,5.5,66
247,Bruce Irvin,SEA,DE,16,10,6,6,8,60,19,0,0,1,1,0,4.1,66
249,Juqua Parker,CLE,DE,16,18,6,9,6,48,10,0,0,2,1,0,4.1,65.8
250,Kyle Vanden Bosch,DET,DE,16,28,8,9,3.5,17,15,1,0,0,0,0,4.1,65.7
251,Jabari Greer,NO,CB,14,36,15,0,0,0,0,13,3,0,0,0,4.7,65.5
251,Leonard Johnson,TB,CB,16,32,5,3,0,0,0,9,3,1,1,1,4.1,65.5
253,Kroy Biermann,ATL,DE,16,31,15,5,4,16,12,0,0,0,0,0,4.1,65.1
254,EJ Biggers,TB,CB,13,39,10,2,1,8,0,7,1,2,0,0,5,64.8
255,Quinton Coples,NYJ,DE,16,22,8,9,5.5,40,12,2,0,0,0,0,4,64
256,Demorrio Williams,LAC,LB,14,33,11,1,0,0,3,3,2,0,0,2,4.5,63.5
256,Chris Culliver,SF,CB,16,35,7,0,0,0,0,13,2,1,1,0,4,63.5
258,Marcus Gilchrist,LAC,FS,16,46,9,5,1,7,3,2,0,0,0,0,4,63.2
259,Corey Graham,BAL,FS,16,36,18,1,0,0,0,8,2,1,0,0,3.9,63
260,Brett Keisel,PIT,DE,16,26,20,4,4.5,19,8,1,0,0,1,0,3.9,62.9
261,Frostee Rucker,CLE,DE,16,29,19,4,4,22,6,1,0,1,0,0,3.9,62.7
262,Ray Lewis,BAL,LB,6,44,13,1,1,0,2,1,0,1,1,0,10.4,62.5
262,Aqib Talib,NE,CB,10,33,7,1,0,0,0,10,2,0,1,1,6.2,62.5
262,Atari Bigby,LAC,SS,11,45,17,2,0,0,1,3,0,0,1,0,5.7,62.5
265,Trent Cole,PHI,OLB,16,24,16,6,3,20,9,1,0,1,1,0,3.9,62
266,Alfonzo Dennard,NE,CB,10,34,1,2,0,0,0,7,3,1,0,1,6.2,61.5
267,Antonio Cromartie,NYJ,CB,16,30,5,1,0,0,0,13,3,0,0,1,3.8,61.3
268,Darius Butler,IND,FS,11,20,8,0,0,0,0,7,4,1,1,2,5.5,61
269,Domata Peko,CIN,NT,16,23,30,5,2,14,6,3,0,0,1,0,3.8,60.4
269,Quentin Groves,ARI,OLB,16,34,7,3,4,19,7,0,0,1,0,0,3.8,60.4
271,James Anderson,CAR,ILB,12,38,34,3,0,0,0,2,0,0,0,0,5,60
271,Sean Lee,DAL,OLB,6,36,22,3,0,0,1,3,1,1,0,0,10,60
271,Prince Amukamara,NYG,CB,13,45,8,1,0,0,0,7,1,0,0,0,4.6,60
271,Josh Robinson,MIN,CB,16,49,4,0,0,0,0,3,2,0,0,0,3.8,60
275,Tyson Alualu,JAX,DE,16,34,11,3,3.5,22,4,1,0,0,1,0,3.7,59.7
276,Justin Tuck,NYG,DE,15,27,18,4,4,25,8,1,0,0,0,0,4,59.5
276,Ropati Pitoitua,KC,DE,15,32,19,5,2,10,4,1,0,1,0,0,4,59.5
278,Barry Cofield,WAS,NT,16,15,21,5,2.5,18,13,6,0,1,0,0,3.7,59.3
279,Rolando McClain,OAK,ILB,11,37,25,3,1,7,1,0,0,1,0,0,5.4,59.2
