Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
35,Tony Jefferson,ARI,SS,15,76,18,13,2,15,4,5,0,2,2,0,8.3,124.5
36,Tahir Whitehead,DET,OLB,15,99,33,3,0,0,0,5,0,0,0,0,8.2,123.5
37,Aaron Donald,LAR,DT,16,36,11,18.5,8,54,31,5,0,2,0,0,7.7,123.4
38,Olivier Vernon,NYG,DE,16,46,18,17,8.5,52.5,23,0,0,1,1,0,7.7,123.25
39,Cameron Jordan,NO,DE,16,40,18,18,7.5,51.5,23,6,0,1,0,0,7.4,119.15
40,Everson Griffen,MIN,DE,16,36,12,9,8,71,23,1,0,2,3,1,7.4,119.1
41,Craig Robertson,NO,OLB,15,69,44,6,1,6,6,4,1,0,2,0,7.9,118.6
42,Nigel Bradham,PHI,OLB,16,67,32,11.5,2,16,3,6,1,1,1,0,7.4,118.1
42,Vontaze Burfict,CIN,OLB,11,73,28,5,2,11,4,8,2,1,0,0,10.7,118.1
44,Antoine Bethea,SF,SS,16,95,15,2,0,0,1,3,1,1,1,0,7.3,117.5
45,Jerrell Freeman,CHI,ILB,12,87,24,7,0,0,2,5,0,1,0,0,9.7,116
46,Luke Kuechly,CAR,ILB,10,71,31,7.5,2,16,4,6,1,1,0,0,11.6,115.6
47,Karlos Dansby,CIN,ILB,16,69,45,10,1,0,3,6,0,0,1,0,7.2,115.5
48,Malcolm Smith,OAK,OLB,15,86,18,3,0,0,2,3,1,2,1,0,7.7,115
49,Jason Pierre-Paul,NYG,DE,12,35,18,9.5,7,43.5,17,8,0,3,1,1,9.6,114.85
50,Whitney Mercilus,HOU,OLB,15,35,16,12.5,7.5,56.5,22,1,0,1,4,0,7.6,114.15
51,Kurt Coleman,CAR,SS,15,65,30,1,1,8,2,7,4,1,0,1,7.6,113.8
52,Keanu Neal,ATL,FS,14,72,32,2,0,0,0,8,0,4,1,0,8.1,113
53,TJ Ward,DEN,SS,14,69,18,1,1,8,5,8,1,3,2,0,8.1,112.8
54,Morgan Burnett,GB,FS,15,67,23,3,3,26,4,9,2,0,1,0,7.5,112.1
55,Jordan Hicks,PHI,ILB,16,57,28,4.5,1,3,5,11,5,0,1,0,7,111.8
56,Carlos Dunlap,CIN,DE,16,30,19,6,8,46,21,15,0,3,0,0,6.9,111.1
57,Brandon Graham,PHI,DE,16,41,18,15,5.5,27.5,22,1,0,2,1,0,6.9,110.75
58,Logan Ryan,NE,CB,16,73,19,2,1,12,3,11,2,1,0,0,6.9,110.7
59,Cliff Avril,SEA,DE,16,20,19,9.5,11.5,83.5,25,3,0,4,0,0,6.9,110.35
60,Cameron Wake,MIA,OLB,16,22,7,8.5,11.5,90,24,2,1,5,0,0,6.9,110
60,Eric Berry,KC,FS,16,62,15,2.5,0,0,0,9,4,1,0,2,6.9,110
62,Nick Perry,GB,OLB,14,35,17,12.5,11,76.5,16,4,1,0,0,0,7.8,108.65
63,Brian Orakpo,TEN,OLB,16,39,7,13,11,78,19,4,0,0,0,0,6.8,108.3
64,Brad McDougald,TB,SS,16,80,12,3,0,0,0,10,2,0,1,0,6.8,108
65,Avery Williamson,TEN,ILB,16,72,31,3,2,14,5,1,1,1,0,0,6.7,107.9
66,Ndamukong Suh,MIA,NT,16,41,31,11.5,5,37.5,17,6,0,0,1,0,6.7,107.75
67,Leonard Williams,NYJ,DE,16,36,32,12,7,51.5,18,0,0,2,0,0,6.7,107.15
68,Will Compton,WAS,ILB,15,60,43,5.5,0,0,2,5,1,1,2,0,7.1,106
69,Frank Clark,SEA,DE,15,25,22,14.5,10,68.5,19,0,0,2,1,0,7,105.35
70,Derrick Johnson,KC,ILB,13,70,20,8,1,8,2,3,1,0,0,1,8.1,104.8
71,Deforest Buckner,SF,DT,15,44,30,7,6,26,15,1,0,0,2,0,6.8,102.6
72,Jadeveon Clowney,HOU,OLB,14,40,12,18,6,45,17,2,0,1,0,0,7.3,102.5
73,Erik Walden,IND,OLB,16,31,11,11.5,11,64,17,0,0,3,0,0,6.4,102.4
74,Trent Murphy,WAS,DE,16,28,18,10.5,9,44.5,20,0,0,3,1,0,6.4,101.95
75,Eric Weddle,BAL,FS,16,48,41,1.5,1,5,1,13,4,1,0,0,6.3,101.5
75,Casey Hayward,LAC,CB,16,50,7,1,0,0,0,20,7,0,0,1,6.3,101.5
75,CJ Mosley,BAL,ILB,14,56,37,5,0,0,4,8,4,0,0,0,7.2,101.5
78,Shane Ray,DEN,OLB,16,33,15,6,8,49.5,19,0,0,1,2,1,6.3,101.45
79,Jatavis Brown,LAC,OLB,12,64,13,7.5,3.5,24,2,6,0,1,1,0,8.4,101.4
80,Akiem Hicks,CHI,DE,16,36,17,11,7,50,15,2,0,2,1,0,6.3,100.5
81,Joey Bosa,LAC,DE,12,30,11,17.5,10.5,71.5,19,0,0,0,0,0,8.3,100.15
82,Malcolm Jenkins,PHI,SS,16,45,25,3.5,1,10,3,9,3,0,1,2,6.2,100
83,Daniel Sorensen,KC,SS,16,49,7,5,1,8,3,6,3,2,3,1,6.2,99.3
84,Tavon Wilson,DET,SS,15,73,15,4,1,5,1,2,2,0,1,0,6.6,99
84,Demario Davis,CLE,OLB,16,59,40,7,2,20,5,2,0,0,0,0,6.2,99
86,Ha'Sean Clinton-Dix,GB,FS,16,61,18,1.5,0.5,3,1,7,5,1,0,0,6.2,98.8
87,Rodney McLeod,PHI,FS,16,68,12,3,1,7,0,7,3,1,0,0,6.2,98.7
88,Linval Joseph,MIN,NT,16,37,40,6,4,21.5,16,0,0,3,0,0,6.1,98.15
89,Harrison Smith,MIN,FS,14,69,22,4,2,15,3,2,0,0,1,0,7,97.5
90,Terrell Suggs,BAL,DE,15,28,7,13.5,8,63,17,4,0,3,0,0,6.5,97.3
90,Kevin Minter,ARI,ILB,16,59,23,8,3.5,28,7,2,0,0,0,0,6.1,97.3
92,Ryan Kerrigan,WAS,OLB,16,26,7,14,10.5,86,16,2,0,2,0,0,6.1,97.1
93,Malcolm Butler,NE,CB,16,48,15,1,1,0,1,16,4,1,2,0,6,96.5
94,Jonathan Casillas,NYG,OLB,16,58,35,4.5,1.5,3.5,3,7,0,1,0,0,6,96.35
95,Brent Grimes,TB,CB,16,51,6,0,0,0,0,24,4,0,0,1,6,96
95,Gerald Hodges,SF,ILB,15,53,28,4,3,10,4,2,2,1,1,0,6.4,96
97,Josh Norman,WAS,CB,16,52,15,2,0,0,1,18,3,2,0,0,6,95.5
98,Shawn Williams,CIN,SS,15,59,22,3,1,4,8,5,3,0,0,0,6.4,95.4
99,Marcus Cooper,ARI,CB,15,63,6,0,0,0,0,11,4,0,0,1,6.3,95
100,Bashaud Breeland,WAS,CB,14,61,11,2,1,3,1,11,3,1,0,0,6.8,94.8
100,Vonn Bell,NO,SS,16,59,26,3,1,8,4,4,0,2,1,0,5.9,94.8
102,Todd Davis,DEN,ILB,16,64,33,1,0.5,2.5,4,2,0,1,1,0,5.9,94.75
103,Byron Jones,DAL,CB,16,69,14,2.5,0,0,0,10,1,1,0,0,5.9,94.5
104,Mike Adams,IND,FS,15,62,17,1.5,0,0,2,2,2,2,2,0,6.3,94
105,Kawann Short,CAR,DT,16,30,25,13.5,6,35,16,3,0,1,0,0,5.8,93.5
106,Kenny Vaccaro,NO,SS,11,50,18,5,1,1,8,4,2,2,1,0,8.5,93.1
107,Damon Harrison,NYG,DT,16,55,31,7,2.5,25.5,4,1,0,1,0,0,5.8,93.05
108,Dominique Rodgers-Cromartie,NYG,CB,15,41,8,2,1,9,1,21,6,1,0,0,6.2,92.9
109,Jalen Ramsey,JAX,CB,16,55,10,2,0,0,1,14,2,1,0,1,5.8,92
110,Reggie Nelson,OAK,FS,16,50,15,0,0,0,1,12,5,0,2,0,5.7,91.5
111,Corey Graham,BUF,FS,16,58,25,2,1,9,1,9,1,0,1,0,5.7,91.4
112,DJ Swearinger,ARI,FS,16,56,8,5,2,13,4,8,3,0,0,0,5.7,91.3
113,Dee Ford,KC,DE,15,25,13,12.5,10,52.5,17,2,0,1,0,0,6.1,91.25
114,Daryl Worley,CAR,CB,16,62,25,2,1,7,1,8,1,0,0,0,5.7,91.2
115,Geno Atkins,CIN,DT,16,21,11,14.5,9,63,25,0,0,0,0,0,5.6,90.3
116,Devin McCourty,NE,FS,16,65,15,2.5,0,0,0,6,1,1,1,0,5.6,90
116,Marcus Peters,KC,CB,15,35,10,0,0,0,0,20,6,1,3,0,6,90
116,Sean Davis,PIT,FS,15,56,15,5,2.5,15,4,5,1,0,1,0,6,90
119,Kyle Williams,BUF,DT,15,42,22,9.5,5,35.5,13,0,0,0,0,0,5.9,89.05
120,James Harrison,PIT,LB,15,41,14,9,5,39,8,1,1,2,0,0,5.9,88.9
120,Janoris Jenkins,NYG,CB,15,44,5,5.5,1,9,1,18,3,0,0,0,5.9,88.9
122,David Harris,NYJ,LB,15,62,32,5,0.5,3,2,2,0,0,0,0,5.9,88.3
123,DeShawn Shead,SEA,CB,15,56,24,0,0,0,0,14,1,1,0,0,5.9,88
123,Deone Bucannon,ARI,ILB,13,64,24,5,0,0,0,4,0,0,1,0,6.8,88
123,Steven Nelson,KC,CB,15,58,6,4,0,0,1,16,0,0,2,0,5.9,88
126,Ahmad Brooks,SF,OLB,16,40,12,11,6,29,9,4,0,1,0,0,5.5,87.9
127,Sheldon Richardson,NYJ,DT,15,38,24,13,1.5,13,9,2,0,1,2,0,5.8,87.3
128,Barry Church,DAL,SS,12,61,24,2,0,0,2,4,2,0,0,0,7.2,87
128,Vernon Hargreaves,TB,CB,16,68,8,3,0,0,0,9,1,0,0,0,5.4,87
130,Derrick Morgan,TEN,OLB,15,24,9,11,9,57,22,1,0,0,0,0,5.7,86.2
131,Mario Addison,CAR,DE,14,22,4,11,9.5,49.5,15,1,0,2,1,0,6.1,85.95
132,Darian Stewart,DEN,SS,16,55,13,1,0,0,2,6,3,1,1,0,5.3,85.5
132,Xavier Rhodes,MIN,CB,14,44,8,2.5,0,0,0,11,5,1,0,1,6.1,85.5
132,Robert Alford,ATL,CB,16,49,9,1,0,0,0,19,2,0,0,1,5.3,85.5
132,Ricardo Allen,ATL,SS,16,61,29,0,0,0,1,3,2,0,0,0,5.3,85.5
136,D'Qwell Jackson,IND,ILB,12,52,26,5,1,12,3,3,0,0,2,0,7.1,85.2
137,Ramik Wilson,KC,ILB,11,62,15,3,0,0,0,3,1,0,2,0,7.7,84.5
138,Nick Fairley,NO,DT,16,29,14,9,6.5,43.5,22,0,0,0,0,0,5.3,84.35
139,Derek Wolfe,DEN,DE,14,38,13,4.5,5.5,32,17,4,0,0,0,0,6,84.2
140,Jason McCourty,TEN,CB,14,59,8,0,0,0,0,12,2,0,1,0,6,84
140,Chris Harris,DEN,CB,16,57,6,1,0,0,0,11,2,1,1,0,5.2,84
142,Malik Jackson,JAX,DT,16,28,5,11.5,6.5,39.5,18,4,0,0,1,0,5.2,83.95
143,Isa Abdul-Quddus,MIA,FS,15,49,28,2.5,1,2,5,5,2,0,0,0,5.6,83.7
144,Kam Chancellor,SEA,SS,12,46,34,3.5,0,0,0,8,2,1,0,0,7,83.5
145,Jerry Hughes,BUF,DE,16,31,17,8,6,56,12,3,0,1,0,0,5.2,83.1
146,David Amerson,OAK,CB,15,56,8,1,0,0,0,16,2,0,0,0,5.5,83
146,Trey Flowers,NE,DE,16,23,22,9.5,7,45,14,1,0,0,2,0,5.2,83
148,Kerry Hyder,DET,DE,16,23,13,11,8,44,18,1,0,0,1,0,5.2,82.9
149,Muhammad Wilkerson,NYJ,DE,15,33,26,9,4.5,28.5,10,3,0,1,0,0,5.5,82.85
150,Mike Mitchell,PIT,SS,16,55,23,0,0,0,1,9,1,0,1,0,5.2,82.5
151,Jared Crick,DEN,DE,16,32,21,4.5,3,11.5,10,6,0,4,0,0,5.1,82.15
152,Fletcher Cox,PHI,DT,16,27,16,10,6.5,41,11,3,0,1,1,0,5.1,82.1
153,Byron Maxwell,MIA,CB,13,43,10,1,0,0,0,15,2,4,0,0,6.3,82
153,Jake Ryan,GB,ILB,14,56,25,7.5,0,0,3,3,0,0,0,0,5.9,82
155,Gerald McCoy,TB,DT,15,25,9,6,6.5,44.5,13,4,0,2,2,0,5.5,81.95
155,Andre Branch,MIA,DE,16,27,22,9.5,5.5,34.5,13,1,0,2,0,0,5.1,81.95
157,Emmanuel Ogbah,CLE,DE,16,28,24,8.5,5.5,31.5,16,3,0,0,0,0,5.1,81.65
158,TJ McDonald,LAR,FS,16,50,13,6.5,1,6,4,6,2,0,0,0,5.1,81.6
159,Jairus Byrd,NO,FS,16,56,26,2.5,0,0,0,4,2,0,0,0,5.1,81.5
159,Artie Burns,PIT,CB,16,51,13,2,0,0,0,13,3,0,0,0,5.1,81.5
161,Patrick Chung,NE,SS,16,49,39,1.5,1,12,1,4,1,0,0,0,5.1,81.2
162,Chris Conte,TB,FS,14,55,10,1,0,0,0,5,2,0,1,1,5.8,81
163,Jurrell Casey,TEN,NT,15,31,12,8,5,38,17,5,0,0,0,0,5.4,80.8
164,Vincent Rey,CIN,OLB,16,50,33,1,0,0,0,7,1,0,1,0,5,80.5
165,Denzel Perryman,LAC,ILB,12,54,15,7,2,8,2,2,1,0,0,0,6.7,80.3
166,AJ Bouye,HOU,CB,15,48,14,2.5,1,6,1,16,1,0,0,0,5.3,80.1
167,Lardarius Webb,BAL,FS,16,59,14,2,1,10,1,5,1,0,0,0,5,80
167,Dwight Lowery,LAC,FS,16,49,11,1.5,0,0,0,9,1,1,1,1,5,80
167,Anthony Barr,MIN,OLB,16,38,33,4,2,15,8,2,0,1,1,0,5,80
170,Harold Jones-Quartey,CHI,SS,16,64,11,2,0,0,0,5,1,0,0,0,5,79.5
171,Quintin Demps,HOU,SS,13,38,17,1.5,0,0,1,9,6,1,0,0,6.1,79
171,Yannick Ngakoue,JAX,DE,16,20,3,6,8,45,14,2,1,4,0,0,4.9,79
173,Korey Toomer,LAC,ILB,13,49,22,5.5,1,1,3,2,0,1,1,0,6,78.6
174,Glover Quin,DET,FS,16,55,13,2,0,0,1,5,2,1,0,0,4.9,78.5
174,Ron Parker,KC,SS,16,52,9,1,0,0,0,12,1,2,0,0,4.9,78.5
174,Ronald Darby,BUF,CB,14,60,9,1,0,0,1,12,0,0,0,0,5.6,78.5
177,Brian Poole,ATL,CB,16,42,16,5.5,1,8,2,9,1,0,2,0,4.9,78.3
178,Richard Sherman,SEA,CB,16,38,20,2,0,0,0,13,4,0,1,0,4.9,78
179,Leonard Floyd,CHI,OLB,12,23,10,6,7,49.5,9,2,0,1,1,1,6.5,77.95
180,George Iloka,CIN,FS,16,48,25,1,0,0,0,7,3,0,0,0,4.8,77.5
180,Keenan Robinson,NYG,OLB,16,54,27,2,0,0,1,7,0,0,0,0,4.8,77.5
180,Joe Thomas,GB,OLB,16,54,15,3,0,0,2,5,1,0,1,0,4.8,77.5
183,William Gholston,TB,DE,14,37,13,9,3.5,29.5,8,0,0,1,1,0,5.5,76.45
184,William Hayes,LAR,DE,14,31,12,10.5,5,28,16,0,0,0,0,0,5.4,76.3
185,Micah Hyde,GB,SS,16,45,11,3,1,6,2,9,3,0,0,0,4.8,76.1
186,Brian Robison,MIN,DE,16,18,10,8.5,7.5,45.5,15,1,0,3,0,0,4.8,76.05
187,Kareem Jackson,HOU,CB,14,51,11,3.5,0,0,0,4,1,0,1,1,5.4,76
188,Stephon Tuitt,PIT,DE,14,27,11,9,4,30.5,14,3,0,2,0,0,5.4,75.55
189,Keith Tandy,TB,SS,16,44,11,2,0,0,0,9,4,0,1,0,4.7,75.5
189,Jamar Taylor,CLE,CB,15,46,11,1,0,0,1,13,3,0,0,0,5,75.5
189,Ross Cockrell,PIT,DB,16,47,15,3,0,0,1,14,0,0,1,0,4.7,75.5
192,Tramaine Brock,SF,CB,16,49,10,4,0,0,0,14,1,0,0,0,4.7,75
192,Trumaine Johnson,LAR,CB,14,47,10,3,0,0,0,11,1,0,2,0,5.4,75
194,Lamarcus Joyner,LAR,FS,14,50,16,3,1,7,2,5,0,1,0,0,5.3,73.7
194,Jimmie Ward,SF,CB,11,42,10,2,1,7,1,12,1,1,1,0,6.7,73.7
196,Shaq Thompson,CAR,OLB,14,39,16,4.5,0,0,2,5,1,0,2,1,5.2,73.5
197,Chris Baker,WAS,NT,16,29,18,6.5,3.5,35.5,10,2,0,2,0,0,4.6,73.05
198,Tre Boston,CAR,FS,15,38,14,5,2,19,4,7,2,0,0,0,4.9,72.9
199,Anthony Hitchens,DAL,OLB,16,39,39,4,1.5,12,5,1,0,0,0,0,4.5,72.7
200,James Bradberry,CAR,CB,13,47,12,3.5,0,0,0,10,2,0,0,0,5.6,72.5
201,Adam Jones,CIN,CB,16,54,12,0,0,0,1,7,1,1,0,0,4.5,72
201,Stephon Gilmore,BUF,CB,15,42,6,0,0,0,0,12,5,0,0,0,4.8,72
201,Adrian Amos,CHI,FS,15,55,8,3,0,0,0,4,0,1,1,0,4.8,72
204,Willie Young,CHI,OLB,16,22,17,8,7.5,43,9,2,0,1,0,0,4.5,71.8
205,Preston Smith,WAS,OLB,16,23,16,9,5,36,12,3,1,0,0,0,4.5,71.6
206,Robert Ayers Jr,TB,DE,12,21,8,7.5,6.5,38.5,16,1,0,1,0,0,5.9,71.35
207,Dont'a Hightower,NE,LB,13,31,34,2,2.5,20.5,7,2,0,1,0,0,5.5,71.05
208,Andrew Sendejo,MIN,SS,14,42,24,0.5,0.5,5,1,4,2,0,2,0,5.1,71
208,Sio Moore,ARI,ILB,8,50,15,4.5,0,0,2,1,0,2,0,0,8.9,71
208,Eric Reid,SF,SS,10,48,14,0,0,0,4,6,1,1,0,0,7.1,71
208,Ladarius Gunter,GB,CB,16,50,4,1,0,0,0,12,0,2,0,0,4.4,71
212,William Gay,PIT,FS,16,42,16,3.5,1,10,1,7,1,1,0,0,4.4,70.5
213,Wesley Woodyard,TEN,ILB,16,40,13,7,2,7,4,5,1,0,0,0,4.4,70.2
213,Darius Slay,DET,CB,13,43,1,1,1,7,1,13,2,1,0,0,5.4,70.2
215,Brandon Carr,DAL,CB,16,53,8,1,0,0,1,8,1,0,0,0,4.4,70
215,Sterling Moore,NO,CB,13,44,12,1,0,0,0,13,2,0,0,0,5.4,70
215,Blake Martinez,GB,ILB,13,45,21,4,1,5,1,4,1,0,0,0,5.4,70
218,John Simon,HOU,DE,11,32,19,4,3.5,19,10,2,0,1,0,0,6.3,69.4
219,Briean Boddy-Calhoun,CLE,SS,14,37,4,2,1,10,1,11,3,0,0,1,4.9,69
220,Nathan Stupar,NO,ILB,16,41,10,1.5,1,11,1,2,1,2,2,0,4.3,68.6
221,Orlando Scandrick,DAL,CB,12,39,7,2,2,2,2,8,1,2,0,0,5.6,67.7
221,Sean Spence,TEN,ILB,15,35,15,3,3,22,5,3,0,2,0,0,4.5,67.7
223,Michael Bennett,SEA,DE,11,23,11,12.5,4.5,36,14,0,0,0,0,0,6.1,67.6
224,Bradley Roby,DEN,CB,16,34,5,0,1,0,0,8,2,1,0,2,4.2,67.5
224,Tavon Young,BAL,CB,16,41,9,2,0,0,1,8,2,0,1,0,4.2,67.5
226,Michael Johnson,CIN,DE,16,32,13,6.5,3.5,19,10,3,0,0,0,0,4.2,66.9
226,Darron Lee,NYJ,ILB,13,42,28,3.5,1,4,3,2,0,0,0,0,5.1,66.9
228,Julius Peppers,GB,DE,16,15,8,6.5,7.5,53.5,12,3,0,1,1,0,4.2,66.85
229,Danny Trevathan,CHI,ILB,9,49,17,1.5,1,7,1,4,0,0,0,0,7.4,66.7
230,Robert Mathis,IND,OLB,14,15,5,7,5,45,6,0,0,3,2,1,4.7,66
230,Rashaan Melvin,IND,CB,15,51,8,1,0,0,0,7,0,1,0,0,4.4,66
230,Eli Apple,NYG,CB,14,41,10,4,0,0,0,7,1,1,1,0,4.7,66
233,Chris Long,NE,DE,16,22,13,6,4,24,12,3,0,1,1,0,4.1,65.9
234,Johnathan Hankins,NYG,DT,16,28,15,9.5,3,18.5,10,0,0,1,0,0,4.1,65.85
235,Kevin Byard,TEN,FS,16,43,12,5,1,8,5,4,0,0,0,0,4.1,65.8
236,Leodis McKelvin,PHI,CB,13,32,11,0,0,0,0,16,2,0,0,1,5,65.5
236,Dannell Ellerbe,NO,ILB,9,34,10,6,4,25,8,2,0,0,0,0,7.3,65.5
236,Corey Nelson,DEN,OLB,16,42,23,2,0,0,2,5,0,0,1,0,4.1,65.5
236,Trae Waynes,MIN,CB,15,41,7,1,0,0,0,11,3,0,0,0,4.4,65.5
240,EJ Gaines,LAR,CB,11,46,10,0,0,0,1,7,0,1,1,0,5.9,65
240,Karl Joseph,OAK,SS,12,44,16,1,0,0,0,6,1,0,1,0,5.4,65
240,Cre'von Leblanc,CHI,CB,13,40,4,0,0,0,1,10,2,0,0,1,5,65
243,Devon Kennard,NYG,OLB,16,38,20,5,1,8,5,1,0,0,1,0,4,64.8
244,Aqib Talib,DEN,CB,13,32,11,0,0,0,0,12,3,0,0,1,5,64.5
244,Tracy Porter,CHI,CB,16,45,3,0,0,0,0,9,2,1,0,0,4,64.5
244,Calvin Pryor,NYJ,SS,15,43,17,4,0,0,0,6,0,1,0,0,4.3,64.5
247,Jarvis Jones,PIT,OLB,14,30,12,3,1,4,5,3,1,2,2,0,4.6,64.4
248,Mike Daniels,GB,DE,16,25,8,8,4,41,11,1,0,0,1,0,4,64.1
248,Timmy Jernigan,BAL,DT,16,16,15,9,5,36,11,3,1,0,1,0,4,64.1
250,Duke Ihenacho,WAS,FS,15,53,10,3,0,0,1,2,0,0,0,0,4.3,64
250,Clayton Geathers,IND,SS,9,49,9,2.5,0,0,0,5,0,1,0,0,7.1,64
252,Adrian Clayborn,ATL,DE,13,19,3,8,4.5,29,14,0,0,0,1,1,4.9,63.4
253,Connor Barwin,PHI,OLB,16,20,14,6,5,52,10,2,0,1,0,0,4,63.2
254,Patrick Peterson,ARI,CB,16,44,6,1,0,0,0,6,3,0,0,0,3.9,63
254,Jalen Mills,PHI,CB,16,51,10,0,0,0,0,7,0,0,0,0,3.9,63
256,Joe Haden,CLE,CB,13,37,11,0,0,0,0,11,3,0,0,0,4.8,62.5
257,Kony Ealy,CAR,DE,16,18,13,6.5,5,23,7,3,1,2,0,0,3.9,62.3
258,Daimion Stafford,TEN,SS,15,42,10,2,1,6,2,2,1,0,1,0,4.1,61.6
259,Rafael Bush,DET,DB,16,32,17,2,1,9,1,3,2,0,0,1,3.8,61.4
260,Kyle Emanuel,LAC,OLB,16,34,22,4,0.5,2,4,1,0,1,1,0,3.8,61.2
261,Dante Fowler Jr,JAX,OLB,16,23,9,7,4,25.5,11,5,0,0,0,0,3.8,61.05
262,Jahleel Addae,LAC,FS,8,41,7,3.5,0,0,0,4,1,0,0,1,7.6,61
263,Grady Jarrett,ATL,DT,16,21,27,5,4,21,8,0,0,0,1,0,3.8,60.6
264,Donte Whitner,WAS,SS,11,49,17,0,0,0,0,0,0,1,0,0,5.5,60.5
265,Earl Thomas,SEA,FS,11,24,22,0,0,0,0,10,2,0,1,1,5.5,60
265,Marcus Gilchrist,NYJ,FS,13,39,15,1.5,0,0,0,3,2,1,0,0,4.6,60
265,Dre Kirkpatrick,CIN,CB,15,35,11,0.5,0,0,0,10,3,0,0,0,4,60
265,Jaquiski Tartt,SF,SS,15,39,13,5.5,1,10,3,3,0,0,0,0,4,60
265,Edwin Jackson,IND,ILB,16,43,20,1,2,0,2,0,0,0,0,0,3.8,60
270,Perrish Cox,TEN,CB,11,37,5,0,0,0,0,11,3,0,0,0,5.4,59.5
270,Nevin Lawson,DET,CB,16,45,11,0,0,0,0,9,0,0,0,0,3.7,59.5
270,David Irving,DAL,DT,15,13,4,7.5,4.5,20,15,5,0,1,1,0,4,59.5
270,De'Vondre Campbell,ATL,OLB,11,35,13,5,0,0,0,7,1,1,0,0,5.4,59.5
