Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
78,Mike Davis,SEA,RB,6,68,240,3.5,0,18,15,131,0,0,0,6.2,37.1
79,Benjamin Cunningham,CHI,RB,14,9,29,3.2,0,26,20,240,2,1,1,2.6,36.9
80,Kyle Juszczyk,SF,FB,14,7,31,4.4,0,42,33,315,1,2,2,2.6,36.6
81,Mike Tolbert,BUF,FB,12,66,247,3.7,1,17,14,78,0,2,1,3,36.5
82,Malcolm Brown,LAR,RB,11,63,246,3.9,1,11,9,53,0,1,0,3.3,35.9
83,Wendell Smallwood,PHI,RB,8,47,174,3.7,1,18,13,103,0,0,0,4.2,33.7
84,Chris Carson,SEA,RB,4,49,208,4.2,0,8,7,59,1,0,0,8.2,32.7
85,Tion Green,DET,RB,5,42,165,3.9,2,2,2,14,0,0,0,6,29.9
86,Elijhaa Penny,ARI,RB,16,31,124,4,2,6,4,38,0,0,0,1.8,28.2
87,Kapri Bibbs,WAS,RB,3,21,79,3.8,0,17,14,128,1,0,0,8.9,26.7
88,Terrance West,BAL,RB,5,39,138,3.5,2,4,2,23,0,1,1,5.2,26.1
89,Danny Woodhead,BAL,RB,8,14,56,4,0,39,33,200,0,0,0,3.2,25.6
90,Thomas Rawls,SEA,RB,12,58,157,2.7,0,13,9,94,0,1,1,1.9,23.1
91,Tommy Bohanon,JAX,FB,16,5,5,1,2,11,6,43,1,0,0,1.4,22.8
92,Eddie Lacy,SEA,RB,9,69,179,2.6,0,6,6,47,0,0,0,2.5,22.6
93,Travaris Cadet,BUF,RB,9,23,96,4.2,0,19,16,119,0,0,0,2.4,21.5
94,Patrick Ricard,BAL,FB,16,0,0,0,0,4,4,12,2,0,0,1.2,19.2
95,Kenjon Barner,PHI,RB,13,16,57,3.6,1,8,5,56,0,3,0,1.3,17.3
96,Robert Turbin,IND,RB,6,23,53,2.3,1,11,9,56,0,0,0,2.8,16.9
97,Stevan Ridley,PIT,RB,2,26,108,4.2,1,0,0,0,0,0,0,8.4,16.8
98,Nick Bellore,DET,RB,13,0,0,0,0,1,1,1,1,0,0,1.3,16.6
99,Chris Johnson,ARI,RB,4,45,114,2.5,0,6,5,43,0,0,0,3.9,15.7
99,Cameron Artis-Payne,CAR,RB,13,18,95,5.3,1,1,1,2,0,0,0,1.2,15.7
101,DJ Foster,ARI,RB,7,6,19,3.2,0,28,17,133,0,0,0,2.2,15.2
102,Anthony Sherman,KC,FB,16,14,40,2.9,1,8,6,47,0,0,0,0.9,14.7
103,James Conner,PIT,RB,14,32,144,4.5,0,1,0,0,0,0,0,1,14.4
104,CJ Ham,MIN,RB,16,7,13,1.9,1,8,7,68,0,0,0,0.9,14.1
105,Jamize Olawale,OAK,FB,12,9,43,4.8,1,7,6,33,0,1,0,1.1,13.6
105,Paul Perkins,NYG,RB,11,41,90,2.2,0,10,8,46,0,0,0,1.2,13.6
107,Jeremy Hill,CIN,RB,7,37,116,3.1,0,5,4,16,0,1,0,1.9,13.2
108,Roosevelt Nix,PIT,RB,16,3,0,0,1,3,2,6,1,0,0,0.8,12.6
109,Fozzy Whittaker,CAR,RB,12,7,18,2.6,0,6,5,47,1,0,0,1,12.5
110,Terron Ward,ATL,RB,14,30,129,4.3,0,3,3,14,0,1,1,0.9,12.3
111,Darren Sproles,PHI,RB,3,15,61,4.1,0,12,7,73,0,1,1,3.8,11.4
112,Lance Dunbar,LAR,RB,4,11,51,4.6,1,3,1,1,0,0,0,2.8,11.2
113,CJ Prosise,SEA,RB,5,11,23,2.1,0,11,6,87,0,0,0,2.2,11
114,Branden Oliver,LAC,RB,8,35,83,2.4,0,11,6,26,0,0,0,1.4,10.9
114,De'Angelo Henderson,DEN,RB,5,7,13,1.9,0,2,2,36,1,0,0,2.2,10.9
116,Trey Edmunds,NO,RB,16,9,48,5.3,1,0,0,0,0,0,0,0.7,10.8
117,Andy Janovich,DEN,FB,16,6,12,2,1,6,4,35,0,0,0,0.7,10.7
118,Zach Line,NO,FB,12,7,28,4,0,5,2,8,1,0,0,0.8,9.6
119,Zach Zenner,DET,RB,8,14,26,1.9,1,1,0,0,0,0,0,1.1,8.6
120,Brandon Bolden,NE,RB,16,13,67,5.2,0,4,1,7,0,0,0,0.5,7.4
121,Brian Hill,CIN,RB,7,11,37,3.4,0,2,2,36,0,0,0,1,7.3
122,David Johnson,ARI,RB,1,11,23,2.1,0,9,6,67,0,2,1,7,7
123,Byron Marshall,WAS,RB,4,9,32,3.6,0,8,6,36,0,0,0,1.7,6.8
124,Tre Madden,SEA,RB,8,0,0,0,0,2,2,65,0,0,0,0.8,6.5
125,Jalston Fowler,TEN,RB,10,2,4,2,1,1,0,0,0,0,0,0.6,6.4
126,Derek Watt,LAC,FB,16,6,24,4,0,3,2,35,0,0,0,0.4,5.9
127,Dwayne Washington,DET,RB,5,20,44,2.2,0,2,2,14,0,0,0,1.2,5.8
127,Alan Cross,TB,FB,8,0,0,0,0,6,5,58,0,0,0,0.7,5.8
129,Akeem Hunt,KC,RB,15,8,23,2.9,0,7,4,31,0,0,0,0.4,5.4
130,Aaron Ripkowski,GB,FB,16,5,13,2.6,0,10,7,39,0,0,0,0.3,5.2
131,Tyler Ervin,HOU,RB,4,4,12,3,0,11,8,38,0,0,0,1.2,5
132,Marcus Murphy,BUF,RB,1,7,41,5.9,0,2,2,7,0,0,0,4.8,4.8
133,Lawrence Thomas,NYJ,RB,14,2,1,0.5,0,7,6,43,0,0,0,0.3,4.4
134,Matt Dayes,CLE,RB,16,5,13,2.6,0,5,4,29,0,0,0,0.3,4.2
135,Mack Brown,MIN,RB,4,8,29,3.6,0,1,1,11,0,0,0,1,4
136,James Develin,NE,RB,16,0,0,0,0,10,6,38,0,0,0,0.2,3.8
137,Fitzgerald Toussaint,PIT,RB,6,6,25,4.2,0,3,2,9,0,0,0,0.6,3.4
138,Senorise Perry,MIA,RB,16,8,30,3.8,0,1,1,3,0,0,0,0.2,3.3
139,Jay Prosch,HOU,FB,16,0,0,0,0,4,4,31,0,0,0,0.2,3.1
140,Derrick Coleman,ATL,FB,16,2,8,4,0,7,2,20,0,0,0,0.2,2.8
141,De'Veon Smith,MIA,RB,5,0,0,0,0,3,3,27,0,0,0,0.5,2.7
142,Patrick DiMarco,BUF,FB,16,2,-2,-1,0,10,7,28,0,0,0,0.2,2.6
142,Keith Smith,DAL,FB,16,0,0,0,0,5,5,26,0,0,0,0.2,2.6
144,Andre Williams,LAC,RB,8,9,25,2.8,0,0,0,0,0,0,0,0.3,2.5
145,David Fluellen,TEN,RB,16,4,21,5.2,0,1,0,0,0,0,0,0.1,2.1
145,Josh Ferguson,IND,RB,10,1,5,5,0,4,3,16,0,0,0,0.2,2.1
147,Bobby Rainey,BAL,RB,4,1,2,2,0,7,5,18,0,0,0,0.5,2
148,Dan Vitale,CLE,FB,15,0,0,0,0,5,3,19,0,0,0,0.1,1.9
149,Michael Burton,CHI,FB,16,4,9,2.2,0,4,2,8,0,0,0,0.1,1.7
150,Matt Jones,IND,RB,5,5,14,2.8,0,0,0,0,0,0,0,0.3,1.4
150,Leshun Daniels Jr.,WAS,RB,4,3,14,4.7,0,0,0,0,0,0,0,0.4,1.4
152,Taiwan Jones,BUF,RB,8,0,0,0,0,2,1,11,0,0,0,0.1,1.1
153,Raheem Mostert,SF,RB,11,6,30,5,0,0,0,0,0,1,1,0.1,1
154,Terrell Watson,PIT,RB,10,5,8,1.6,0,0,0,0,0,0,0,0.1,0.8
155,Joe Kerridge,GB,FB,4,0,0,0,0,1,1,3,0,0,0,0.1,0.3
156,John Kuhn,NO,FB,2,1,2,2,0,0,0,0,0,0,0,0.1,0.2
157,Justin Davis,LAR,RB,4,1,1,1,0,0,0,0,0,0,0,0,0.1
158,CJ Spiller,KC,RB,1,2,0,0,0,2,0,0,0,0,0,0,0
158,Jordan Todman,HOU,RB,14,0,0,0,0,0,0,0,0,0,0,0,0
158,Joe Banyard,BUF,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
158,Terrence Magee,ATL,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
158,Daniel Lasco,NO,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
158,Taniela Tupou,ATL,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
158,Jeremy McNichols,SF,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
158,Alex Armah,CAR,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
158,Marquez Williams,CLE,FB,1,0,0,0,0,1,0,0,0,0,0,0,0
158,Elijah Hood,OAK,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
158,Taquan Mizzell,CHI,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
158,Jarveon Williams,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
158,Shane Smith,NYG,FB,11,0,0,0,0,0,0,0,0,0,0,0,0
158,Dare Ogunbowale,WAS,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
172,Darren McFadden,DAL,RB,1,1,-2,-2,0,0,0,0,0,0,0,-0.2,-0.2
172,Bronson Hill,ARI,RB,2,1,-2,-2,0,0,0,0,0,0,0,-0.1,-0.2
174,Devante Mays,GB,RB,8,4,1,0.2,0,3,3,0,0,2,1,-0.2,-1.9
