Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
22,Brandon Jacobs,NYG,RB,16,147,823,5.6,9,13,7,59,0,2,2,8.6,138.2
22,Jahvid Best,DET,RB,16,171,555,3.2,4,80,58,487,2,1,1,8.6,138.2
24,Thomas Jones,KC,RB,16,245,896,3.7,6,20,14,122,0,3,1,8.5,135.8
25,Felix Jones,DAL,RB,16,185,800,4.3,1,52,48,450,1,2,1,8.4,135
26,Michael Bush,OAK,RB,14,158,655,4.1,8,24,18,194,0,0,0,9.5,132.9
27,LeGarrette Blount,TB,RB,13,201,1007,5,6,6,5,14,0,4,3,10.2,132.1
28,Brandon Jackson,GB,RB,16,190,703,3.7,3,50,43,342,1,1,0,8,128.5
29,Danny Woodhead,NE,RB,15,97,547,5.6,5,44,34,379,1,1,1,8.4,126.6
30,Ronnie Brown,MIA,RB,16,200,734,3.7,5,42,33,242,0,3,2,7.7,123.6
31,Ryan Torain,WAS,RB,10,164,742,4.5,4,27,18,125,2,2,1,12.1,120.7
32,Ryan Mathews,LAC,RB,12,158,678,4.3,7,26,22,145,0,5,3,9.9,118.3
33,Marshawn Lynch,SEA,RB,16,202,737,3.6,6,26,22,145,0,4,4,7.3,116.2
34,Tim Hightower,ARI,RB,16,153,736,4.8,5,42,21,136,0,5,4,6.8,109.2
35,Chris Ivory,NO,RB,12,137,716,5.2,5,1,1,17,0,4,2,8.3,99.3
36,Jonathan Stewart,CAR,RB,14,178,770,4.3,2,14,8,103,1,4,4,7,97.3
37,Shonn Greene,NYJ,RB,15,185,766,4.1,2,24,16,120,0,3,2,6.4,96.6
38,Ricky Williams,MIA,RB,16,159,673,4.2,2,30,19,141,1,4,2,6,95.4
39,Cadillac Williams,TB,RB,16,125,437,3.5,2,64,46,355,1,1,1,6,95.2
40,Jason Snelling,ATL,RB,14,87,324,3.7,2,51,44,303,3,2,0,6.6,92.7
41,Rashad Jennings,JAX,RB,13,84,459,5.5,4,34,26,223,0,0,0,7.1,92.2
42,Justin Forsett,SEA,RB,16,118,523,4.4,2,51,33,249,0,0,0,5.6,89.2
43,Mike Goodson,CAR,RB,16,103,452,4.4,3,57,40,310,0,5,3,5.5,88.2
44,Keiland Williams,WAS,RB,15,65,261,4,3,58,39,309,2,1,1,5.7,85
45,Darren Sproles,LAC,RB,16,50,267,5.3,0,75,59,520,2,3,3,5.3,84.7
46,Joseph Addai,IND,RB,8,116,495,4.3,4,26,19,124,0,2,1,10.5,83.9
47,Donald Brown,IND,RB,13,129,497,3.9,2,28,20,205,0,0,0,6.3,82.2
48,Maurice Morris,DET,RB,14,90,336,3.7,5,31,25,170,0,1,0,5.8,80.6
49,Brian Westbrook,SF,RB,14,77,340,4.4,4,24,16,150,1,0,0,5.6,79
50,Willis McGahee,BAL,RB,15,99,377,3.8,5,17,14,55,1,2,2,5,75.2
51,John Kuhn,GB,FB,16,84,281,3.3,4,18,15,97,2,1,0,4.6,73.8
52,Marcel Reece,OAK,FB,16,30,122,4.1,1,43,25,333,3,1,1,4.2,67.5
53,Marion Barber,DAL,RB,13,113,374,3.3,4,15,11,49,0,0,0,5.1,66.3
54,Derrick Ward,HOU,RB,16,50,315,6.3,4,11,7,61,0,0,0,3.8,61.6
55,Correll Buckhalter,DEN,RB,15,59,147,2.5,2,39,28,240,2,1,1,4,60.7
56,Chris Wells,ARI,RB,13,116,397,3.4,2,8,5,74,0,1,0,4.5,59.1
57,Pierre Thomas,NO,RB,6,83,269,3.2,2,29,29,201,0,0,0,9.8,59
58,Chester Taylor,CHI,RB,16,112,267,2.4,3,26,20,139,0,0,0,3.7,58.6
59,Javarris James,IND,RB,10,46,112,2.4,6,11,9,63,0,1,1,5.2,51.5
60,Tashard Choice,DAL,RB,16,66,243,3.7,3,22,17,109,0,1,1,3.2,51.2
61,Toby Gerhart,MIN,RB,15,81,322,4,1,29,21,167,0,3,3,3.3,48.9
62,DeAngelo Williams,CAR,RB,6,87,361,4.1,1,13,11,61,0,1,1,7.7,46.2
63,Jerome Harrison,PHI,RB,12,71,330,4.6,1,13,12,85,0,2,1,3.8,45.5
64,CJ Spiller,BUF,RB,14,74,283,3.8,0,30,24,157,1,5,3,3.1,44
65,Isaac Redman,PIT,RB,16,53,247,4.7,0,10,9,72,2,2,1,2.6,41.9
66,Javon Ringer,TEN,RB,16,51,239,4.7,2,8,7,44,0,0,0,2.5,40.3
67,Clinton Portis,WAS,RB,5,54,227,4.2,2,9,5,55,0,0,0,8,40.2
68,Bernard Scott,CIN,RB,16,61,299,4.9,1,13,11,60,0,1,1,2.5,39.9
69,Reggie Bush,NO,RB,8,36,150,4.2,0,42,34,208,1,2,1,5,39.8
70,Ladell Betts,NO,RB,8,45,150,3.3,2,30,23,141,0,1,1,4.9,39.1
71,Earnest Graham,TB,RB,12,20,99,5,1,19,16,130,1,1,1,3.1,36.98
72,Anthony Dixon,SF,RB,16,70,237,3.4,2,5,5,11,0,0,0,2.3,36.8
73,Kenneth Darby,LAR,RB,14,34,107,3.1,2,13,10,61,1,0,0,2.5,34.8
74,Mewelde Moore,PIT,RB,15,33,99,3,0,31,26,205,0,0,0,2.3,34.4
75,Dexter McCluster,KC,RB,11,18,71,3.9,0,39,21,209,1,2,1,2.9,32
76,Tyler Thigpen,MIA,RB,5,13,73,5.6,0,0,0,0,0,1,0,5.7,28.7
77,LaRod Stephens-Howling,ARI,RB,13,23,113,4.9,1,23,16,111,0,0,0,2.2,28.4
78,Mike Hart,IND,RB,7,43,185,4.3,1,6,6,25,0,0,0,3.9,27
79,Jacob Hester,LAC,RB,15,26,60,2.3,0,26,22,145,1,0,0,1.8,26.5
80,Julius Jones,NO,RB,12,60,223,3.7,0,22,17,59,0,1,1,2.2,26.2
81,Brian Leonard,CIN,RB,11,9,61,6.8,0,26,20,137,1,0,0,2.3,25.8
82,Kevin Smith,DET,RB,6,34,133,3.9,0,16,11,123,0,0,0,4.3,25.6
83,Ovie Mughelli,ATL,FB,16,13,36,2.8,0,18,13,126,1,0,0,1.4,22.2
84,LeRon McClain,BAL,RB,15,28,85,3,0,26,21,134,0,0,0,1.5,21.9
84,Leon Washington,SEA,RB,16,27,100,3.7,1,13,9,79,0,3,1,1.4,21.9
86,Patrick Cobbs,MIA,RB,16,4,0,0,0,19,8,91,2,1,0,1.3,21.1
87,Joe McKnight,NYJ,RB,9,39,189,4.8,0,4,3,20,0,0,0,2.3,20.9
88,Owen Schmitt,PHI,FB,15,0,0,0,0,24,19,136,1,0,0,1.3,19.6
89,Lousaka Polite,MIA,FB,16,26,62,2.4,1,17,12,61,0,0,0,1.1,18.3
90,Lance Ball,DEN,RB,10,41,158,3.9,0,6,3,16,0,1,0,1.7,17.4
91,Deji Karim,JAX,RB,11,35,160,4.6,0,7,3,10,0,4,0,1.5,17
92,Mike Bell,CLE,RB,16,47,99,2.1,0,10,7,67,0,2,0,1,16.6
93,Fred Taylor,NE,RB,7,43,155,3.6,0,3,2,6,0,0,0,2.3,16.1
94,Dominic Rhodes,IND,RB,3,37,172,4.6,0,4,1,4,0,1,1,5.2,15.6
95,Tyrell Sutton,CAR,RB,9,13,71,5.5,0,12,12,70,0,0,0,1.6,14.1
96,DJ Ware,NYG,RB,14,20,73,3.6,0,9,7,67,0,0,0,1,14
97,Spencer Larsen,DEN,RB,11,3,18,6,0,5,5,51,1,0,0,1.2,12.9
98,Michael Robinson,SEA,RB,11,12,77,6.4,0,13,8,37,0,0,0,1.1,12.52
99,Dimitri Nance,GB,RB,12,36,95,2.6,0,4,3,30,0,0,0,1,12.5
100,Laurence Maroney,DEN,RB,4,36,74,2.1,0,7,4,50,0,1,0,3.1,12.4
101,Jackie Battle,KC,FB,16,20,50,2.5,1,3,1,9,0,0,0,0.7,11.9
102,James Starks,GB,RB,3,29,101,3.5,0,4,2,15,0,0,0,3.9,11.6
103,Sammy Morris,NE,RB,16,20,56,2.8,0,12,7,77,0,1,1,0.7,11.3
103,John Conner,NYJ,FB,16,8,44,5.5,1,4,2,9,0,0,0,0.7,11.3
105,Chris Gronkowski,DAL,RB,14,5,17,3.4,0,14,7,35,1,0,0,0.8,11.2
106,Jerome Felton,DET,FB,16,22,76,3.5,0,15,8,54,0,1,1,0.7,11
107,Kevin Faulk,NE,RB,2,8,45,5.6,0,10,6,62,0,0,0,5.4,10.7
108,James Davis,WAS,RB,7,19,60,3.2,0,5,4,45,0,0,0,1.5,10.5
109,Steve Slaton,HOU,RB,12,19,93,4.9,0,4,3,11,0,0,0,0.9,10.4
110,Aaron Brown,DET,RB,6,17,58,3.4,0,13,8,45,0,0,0,1.7,10.3
110,Heath Evans,NO,FB,16,2,2,1,0,11,7,41,1,0,0,0.6,10.3
112,Ahmard Hall,TEN,FB,16,1,1,1,0,20,15,100,0,0,0,0.6,10.1
113,Naufahu Tahi,MIN,RB,15,1,1,1,0,6,6,39,1,0,0,0.7,10
114,Vonta Leach,HOU,RB,16,0,0,0,0,15,8,91,0,0,0,0.6,9.1
115,Keith Toston,LAR,RB,16,19,54,2.8,0,2,2,29,0,0,0,0.5,8.3
116,Darrel Young,WAS,FB,16,4,19,4.8,0,1,1,3,1,0,0,0.5,8.2
117,Corey McIntyre,BUF,FB,16,4,5,1.2,1,8,4,32,0,1,1,0.5,7.7
118,Josh Vaughan,CAR,RB,3,3,7,2.3,1,0,0,0,0,0,0,2.2,6.7
119,Eldra Buckley,PHI,RB,16,21,67,3.2,0,2,1,10,0,1,1,0.4,5.7
120,Tony Fiammetta,CAR,FB,14,7,22,3.1,0,10,5,34,0,0,0,0.4,5.6
121,Greg Jones,JAX,RB,16,2,4,2,0,11,11,47,0,0,0,0.3,5.1
122,Jason Wright,ARI,RB,15,6,28,4.7,0,16,8,42,0,1,1,0.3,5
123,Tim Castille,KC,FB,10,5,3,0.6,0,12,10,43,0,0,0,0.5,4.6
123,David Johnson,PIT,RB,16,0,0,0,0,6,4,46,0,0,0,0.3,4.6
125,Ryan Grant,GB,RB,1,8,45,5.6,0,0,0,0,0,0,0,4.5,4.5
126,Tony Richardson,NYJ,FB,16,5,13,2.6,0,5,5,31,0,0,0,0.3,4.4
127,Gartrell Johnson,ATL,RB,9,10,36,3.6,0,5,3,6,0,1,0,0.5,4.2
128,Albert Young,MIN,RB,3,13,29,2.2,0,2,2,11,0,0,0,1.3,4
129,Rock Cartwright,OAK,RB,16,9,22,2.4,0,3,1,10,0,0,0,0.2,3.2
130,Jonathan Dwyer,PIT,RB,1,9,28,3.1,0,0,0,0,0,0,0,2.8,2.8
131,Mike Cox,KC,FB,7,0,0,0,0,4,4,27,0,0,0,0.4,2.7
131,Quinton Ganther,BUF,RB,11,9,18,2,0,3,2,9,0,0,0,0.2,2.7
133,Lawrence Vickers,CLE,FB,16,5,11,2.2,0,9,4,15,0,0,0,0.2,2.6
133,Quinn Johnson,GB,FB,11,0,0,0,0,4,3,26,0,0,0,0.2,2.6
133,Mike Karney,LAR,FB,12,6,12,2,0,5,5,14,0,0,0,0.2,2.6
136,Moran Norris,SF,RB,16,3,0,0,0,9,4,20,0,0,0,0.1,2
136,Michael Bennett,OAK,RB,7,2,11,5.5,0,2,2,9,0,0,0,0.3,2
136,Reagan Maui'a,ARI,FB,15,0,0,0,0,6,2,20,0,0,0,0.1,2
139,Kareem Huggins,TB,RB,3,4,11,2.8,0,2,1,7,0,0,0,0.6,1.8
140,Jerious Norwood,ATL,RB,2,2,8,4,0,3,1,9,0,0,0,0.8,1.7
140,Thomas Clayton,NE,RB,1,6,17,2.8,0,0,0,0,0,0,0,1.7,1.7
142,Brock Bolen,JAX,RB,4,0,0,0,0,3,1,15,0,0,0,0.4,1.5
143,Cedric Peerman,CIN,RB,7,2,1,0.5,0,3,1,11,0,0,0,0.2,1.2
143,Kregg Lumpkin,TB,RB,11,1,0,0,0,1,1,12,0,0,0,0.1,1.2
143,Lorenzo Booker,MIN,RB,4,0,0,0,0,6,5,32,0,1,1,0.3,1.2
146,Curtis Brinkley,LAC,RB,3,2,11,5.5,0,0,0,0,0,0,0,0.4,1.1
147,Erik Lorig,TB,FB,9,0,0,0,0,2,1,10,0,0,0,0.1,1
148,Korey Hall,GB,RB,12,0,0,0,0,1,1,9,0,0,0,0.1,0.9
149,Madison Hedgecock,NYG,FB,4,0,0,0,0,2,2,8,0,0,0,0.2,0.8
149,Garrett Wolfe,CHI,RB,16,4,8,2,0,0,0,0,0,0,0,0,0.8
151,Chris Pressley,CIN,FB,7,1,0,0,0,1,1,6,0,0,0,0.1,0.6
152,Lex Hilliard,MIA,RB,16,0,0,0,0,2,1,3,0,0,0,0,0.3
153,Larry Johnson,WAS,RB,2,5,2,0.4,0,0,0,0,0,0,0,0.1,0.2
153,Jehuu Caulcrick,BUF,RB,2,1,2,2,0,0,0,0,0,0,0,0.1,0.2
155,Deon Anderson,MIA,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Billy Latsko,LAC,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Montell Owens,JAX,FB,16,0,0,0,0,0,0,0,0,0,0,0,0
155,Alfonso Smith,ARI,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Leonard Weaver,PHI,FB,1,1,0,0,0,0,0,0,0,0,0,0,0
155,Jalen Parmele,BAL,RB,16,0,0,0,0,0,0,0,0,1,0,0,0
155,J Johnson,ARI,FB,1,0,0,0,0,1,0,0,0,0,0,0,0
155,C Smith,MIA,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
155,D Wynn,NO,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
155,Darius Reynaud,NYG,RB,9,0,0,0,0,0,0,0,0,1,0,0,0
155,Joique Bell,PHI,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
155,Chad Simpson,WAS,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
155,C Washington,LAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Andre' Anderson,BUF,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
155,Brit Miller,LAR,FB,9,0,0,0,0,0,0,0,0,0,0,0,0
155,Chris Henry,SEA,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
155,T Clayton,CLE,RB,2,1,0,0,0,0,0,0,0,0,0,0,0
155,A Brown,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
155,J Bell,IND,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
155,C Smith,CLE,RB,2,0,0,0,0,0,0,0,0,1,0,0,0
155,Lonyae Miller,DAL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
155,D Wynn,SF,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
155,Rashawn Jackson,CAR,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
178,A Brown,DEN,RB,3,2,-1,-0.5,0,0,0,0,0,0,0,0,-0.1
179,Antone Smith,ATL,RB,9,1,-3,-3,0,1,0,0,0,0,0,0,-0.3
180,Devin Moore,IND,RB,4,2,-2,-1,0,0,0,0,0,2,1,-0.6,-2.2
