Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
63,Marcel Reece,OAK,FB,12,17,112,6.6,0,36,27,299,2,1,1,4.3,51.1
64,Kahlil Bell,CHI,RB,13,79,337,4.3,0,23,19,133,1,3,1,3.9,51
65,Cadillac Williams,LAR,RB,11,88,368,4.2,1,22,13,86,0,1,1,4.5,49.4
66,Jacquizz Rodgers,ATL,RB,16,57,205,3.6,1,27,21,188,1,1,1,3.1,49.3
67,Delone Carter,IND,RB,16,101,377,3.7,2,8,5,18,0,3,3,2.8,45.5
68,Chris Ivory,NO,RB,6,79,374,4.7,1,1,0,0,0,0,0,7.2,43.4
69,Javon Ringer,TEN,RB,12,59,185,3.1,1,36,28,187,0,1,1,3.4,41.2
70,Evan Royster,WAS,RB,6,56,328,5.9,0,14,10,76,0,0,0,6.7,40.4
71,Kregg Lumpkin,TB,RB,16,31,105,3.4,0,53,41,291,0,0,0,2.5,39.6
72,Jason Snelling,ATL,RB,15,44,151,3.4,0,33,26,179,1,0,0,2.6,39
73,Montario Hardesty,CLE,RB,10,88,266,3,0,21,14,122,0,1,0,3.9,38.8
74,DJ Ware,NYG,RB,16,46,163,3.5,0,37,27,170,0,0,0,2.3,37.3
75,Earnest Graham,TB,RB,7,37,206,5.6,0,31,26,163,0,1,0,5.3,36.9
76,Keiland Williams,DET,RB,15,58,195,3.4,2,8,8,62,0,2,1,2.4,35.7
77,Leon Washington,SEA,RB,16,53,248,4.7,1,14,10,48,0,2,0,2.2,35.6
78,Justin Forsett,SEA,RB,16,46,145,3.2,1,34,23,128,0,0,0,2.1,33.3
79,Knowshon Moreno,DEN,RB,7,37,179,4.8,0,15,11,101,1,1,1,4.6,32
80,Tashard Choice,BUF,RB,13,57,152,2.7,1,30,19,124,0,3,2,2.3,29.6
81,Brian Leonard,CIN,RB,13,17,85,5,0,31,22,210,0,0,0,2.3,29.5
82,Jed Collins,NO,FB,16,4,4,1,2,14,11,50,2,0,0,1.8,29.4
83,Ryan Torain,WAS,RB,8,59,200,3.4,1,9,6,23,0,1,0,3.5,28.3
84,Mewelde Moore,PIT,RB,12,22,157,7.1,0,14,11,104,1,2,2,2.3,28.1
85,Derrick Ward,HOU,RB,12,45,154,3.4,2,1,0,0,0,0,0,2.3,27.4
86,LeRon McClain,KC,RB,16,15,51,3.4,1,22,14,82,1,0,0,1.6,25.3
87,Deji Karim,JAX,RB,12,63,130,2.1,0,19,14,120,0,1,0,2.1,25
88,Joe McKnight,NYJ,RB,15,43,134,3.1,0,18,13,139,0,3,2,1.6,23.3
89,Darrel Young,WAS,FB,13,6,33,5.5,1,19,14,138,0,0,0,1.8,23.1
90,Chester Taylor,ARI,RB,12,20,77,3.8,1,24,14,91,0,0,0,1.9,22.8
91,Curtis Brinkley,LAC,RB,10,30,101,3.4,1,9,7,41,0,0,0,2.2,22.2
92,Anthony Dixon,SF,RB,16,29,87,3,2,1,1,6,0,0,0,1.3,21.3
93,Jacob Hester,LAC,RB,16,28,90,3.2,0,18,12,48,1,2,0,1.2,19.8
94,Alfonso Smith,ARI,RB,15,30,102,3.4,1,5,3,21,0,0,0,1.2,18.3
95,Ronnie Brown,PHI,RB,16,42,136,3.2,1,2,0,0,0,1,1,1.1,17.6
96,Phillip Tanner,DAL,RB,9,22,76,3.5,1,2,2,19,0,0,0,1.7,15.5
97,David Johnson,PIT,RB,16,0,0,0,0,14,12,91,1,0,0,0.9,15.1
97,Bruce Miller,SF,FB,15,4,8,2,0,15,11,83,1,1,0,1,15.1
99,Lex Hilliard,MIA,RB,16,16,41,2.6,1,7,5,49,0,0,0,0.9,15
100,Steve Slaton,MIA,RB,6,24,84,3.5,1,4,3,3,0,0,0,2.4,14.7
101,Ovie Mughelli,ATL,FB,7,2,1,0.5,0,8,4,25,2,0,0,2.1,14.6
102,Dion Lewis,PHI,RB,15,23,102,4.4,1,1,1,-3,0,1,1,0.9,13.9
102,Jeremiah Johnson,DEN,RB,8,14,77,5.5,0,9,7,62,0,0,0,1.7,13.9
104,Brandon Saine,GB,RB,8,18,69,3.8,0,12,10,69,0,0,0,1.7,13.8
105,Jamaal Charles,KC,RB,2,12,83,6.9,0,6,5,9,1,1,1,6.6,13.2
106,Jonathan Dwyer,PIT,RB,7,16,123,7.7,0,1,1,6,0,0,0,1.8,12.9
107,Mossis Madu,TB,RB,9,15,55,3.7,0,12,10,72,0,0,0,1.4,12.7
108,Michael Robinson,SEA,RB,14,4,7,1.8,0,14,9,74,1,1,1,0.9,12.1
109,Spencer Larsen,DEN,RB,16,14,44,3.1,0,9,9,76,0,1,0,0.8,12
110,Shane Vereen,NE,RB,5,15,57,3.8,1,0,0,0,0,0,0,2.3,11.7
111,Jamie Harper,TEN,RB,13,17,44,2.6,1,6,4,32,0,1,1,0.9,11.6
112,John Conner,NYJ,FB,16,13,44,3.4,1,5,2,9,0,0,0,0.7,11.3
113,Sammy Morris,DAL,RB,3,28,98,3.5,0,7,5,13,0,0,0,3.7,11.1
114,Vonta Leach,BAL,RB,16,12,35,2.9,0,27,15,69,0,0,0,0.6,10.4
115,John Clay,PIT,RB,2,10,41,4.1,1,0,0,0,0,0,0,5,10.1
116,Taiwan Jones,OAK,RB,10,16,73,4.6,0,3,2,25,0,0,0,1,9.8
117,Lorenzo Booker,MIN,RB,15,13,52,4,0,14,8,82,0,3,2,0.6,9.4
118,Kevin Faulk,NE,RB,7,17,57,3.4,0,9,7,34,0,0,0,1.3,9.1
119,Greg Jones,JAX,RB,16,2,7,3.5,1,9,4,19,0,0,0,0.5,8.6
120,Richie Brockel,CAR,FB,11,3,12,4,1,3,3,13,0,0,0,0.8,8.5
121,Henry Hynoski,NYG,FB,11,0,0,0,0,16,12,83,0,0,0,0.8,8.3
122,Anthony Sherman,ARI,FB,15,1,3,3,0,9,8,72,0,0,0,0.5,7.5
123,Rock Cartwright,OAK,RB,15,4,45,11.2,0,6,4,24,0,0,0,0.5,6.9
124,Brit Miller,LAR,FB,12,5,14,2.8,0,3,3,41,0,0,0,0.5,5.5
125,Erik Lorig,TB,FB,16,0,0,0,0,9,6,53,0,0,0,0.3,5.3
126,Jerome Felton,IND,FB,14,3,10,3.3,0,7,4,40,0,0,0,0.4,5
126,Ahmard Hall,TEN,FB,12,6,24,4,0,14,9,46,0,1,1,0.4,5
126,Will Tukuafu,SF,FB,4,0,0,0,0,0,0,0,0,0,0,1.2,5
129,Armando Allen,CHI,RB,2,15,48,3.2,0,1,0,0,0,0,0,2.4,4.8
129,Tyler Clutts,CHI,FB,16,0,0,0,0,10,8,48,0,1,0,0.3,4.8
131,DuJuan Harris,JAX,RB,5,9,42,4.7,0,2,1,4,0,0,0,0.9,4.6
132,Jerome Harrison,DET,RB,4,14,41,2.9,0,2,1,3,0,0,0,1.1,4.4
133,Tony Fiammetta,DAL,FB,10,4,4,1,0,5,3,39,0,0,0,0.4,4.3
134,Jerious Norwood,LAR,RB,9,24,61,2.5,0,1,0,0,0,0,0,0.5,4.1
134,Montell Owens,JAX,FB,13,10,39,3.9,0,3,2,2,0,0,0,0.3,4.1
136,Owen Marecic,CLE,FB,14,4,8,2,0,7,5,31,0,1,0,0.3,3.9
137,Owen Schmitt,PHI,FB,16,4,6,1.5,0,7,3,32,0,0,0,0.2,3.8
138,Johnny White,BUF,RB,12,12,38,3.2,0,4,1,-3,0,0,0,0.3,3.5
139,Quinn Johnson,TEN,FB,4,0,0,0,0,3,3,30,0,0,0,0.8,3
139,Manase Tonga,OAK,RB,11,1,12,12,0,4,3,18,0,0,0,0.3,3
141,Lawrence Vickers,HOU,FB,14,1,0,0,0,8,4,29,0,0,0,0.2,2.9
142,Bilal Powell,NYJ,RB,2,13,21,1.6,0,1,1,7,0,1,0,1.4,2.8
143,Josh Vaughan,CAR,RB,7,7,24,3.4,0,0,0,0,0,0,0,0.3,2.4
144,Brock Bolen,JAX,RB,13,2,14,7,0,5,2,6,0,0,0,0.2,2
145,Eddie Williams,CLE,RB,6,2,2,1,0,1,1,17,0,0,0,0.3,1.9
145,Chris Pressley,CIN,FB,15,0,0,0,0,5,3,19,0,0,0,0.1,1.9
147,Alex Green,GB,RB,4,3,11,3.7,0,1,1,6,0,0,0,0.4,1.7
148,Cedric Peerman,CIN,RB,15,3,15,5,0,1,0,0,0,0,0,0.1,1.5
148,Thomas Clayton,CLE,RB,3,8,12,1.5,0,1,1,3,0,0,0,0.5,1.5
148,Nick Bellore,NYJ,RB,16,0,0,0,0,0,0,0,0,0,0,0.1,1.5
151,Chauncey Washington,DAL,RB,2,1,-1,-1,0,3,2,13,0,0,0,0.6,1.2
151,Reagan Maui'a,ARI,FB,3,0,0,0,0,2,1,12,0,0,0,0.4,1.2
153,Aaron Brown,DET,RB,1,1,0,0,0,1,1,9,0,0,0,0.9,0.9
153,Da'Rel Scott,NYG,RB,11,5,16,3.2,0,2,2,13,0,1,1,0.1,0.9
155,Mike Cox,ATL,FB,9,0,0,0,0,3,2,8,0,1,0,0.1,0.8
155,Anthony Allen,BAL,RB,5,3,8,2.7,0,0,0,0,0,0,0,0.2,0.8
157,Ryan D'Imperio,MIN,FB,12,0,0,0,0,6,2,7,0,0,0,0.1,0.7
158,Ryan Mahaffey,IND,FB,5,0,0,0,0,1,1,5,0,0,0,0.1,0.5
159,Corey McIntyre,BUF,FB,16,0,0,0,0,1,1,4,0,0,0,0,0.4
159,Mike Goodson,CAR,RB,4,0,0,0,0,3,1,4,0,0,0,0.1,0.4
161,Larry Johnson,MIA,RB,1,1,2,2,0,0,0,0,0,0,0,0.2,0.2
161,Armond Smith,CLE,RB,3,3,2,0.7,0,1,0,0,0,0,0,0.1,0.2
163,Korey Hall,NO,RB,13,0,0,0,0,0,0,0,0,0,0,0,0
163,Moran Norris,SF,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
163,Lousaka Polite,NE,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Eldra Buckley,DET,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
163,Chris Gronkowski,IND,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
163,Antone Smith,ATL,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
163,Richard Medlin,MIA,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Darren Evans,IND,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
163,Shaun Draughn,KC,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Quinn Porter,LAR,RB,12,0,0,0,0,1,0,0,0,1,0,0,0
173,Tyler Thigpen,BUF,RB,3,1,8,8,0,0,0,0,0,0,0,-0.1,-0.2
