Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
153,Bobby Rainey,TB,RB,16,5,18,3.6,0,3,3,16,0,8,1,0.1,1.4
155,Jorvorskie Lane,TB,FB,16,1,0,0,0,2,2,13,0,0,0,0.1,1.3
156,Trey Williams,IND,RB,2,2,12,6,0,0,0,0,0,0,0,0.6,1.2
157,Antone Smith,CHI,RB,5,1,11,11,0,0,0,0,0,0,0,0.2,1.1
157,Rod Smith,DAL,RB,11,2,5,2.5,0,2,1,6,0,0,0,0.1,1.1
159,Terrence Magee,BAL,RB,4,2,5,2.5,0,1,1,2,0,0,0,0.2,0.7
160,Tyler Clutts,DAL,FB,16,0,0,0,0,1,1,4,0,0,0,0,0.4
161,Kendall Hunter,NO,RB,2,1,2,2,0,0,0,0,0,0,0,0.1,0.2
162,George Winn,DET,RB,7,4,1,0.2,0,0,0,0,0,0,0,0,0.1
163,Cedric Peerman,CIN,RB,16,0,0,0,0,0,0,0,0,1,0,0,0
163,Richie Brockel,CAR,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
163,LaMichael James,MIA,RB,1,0,0,0,0,0,0,0,0,1,0,0,0
163,Joe Banyard,JAX,RB,5,0,0,0,0,0,0,0,0,1,0,0,0
163,Chase Reynolds,LAR,RB,12,0,0,0,0,0,0,0,0,1,0,0,0
163,Toben Opurum,NO,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
163,J Adams,HOU,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
163,Nikita Whitlock,NYG,RB,14,0,0,0,0,0,0,0,0,0,0,0,0
163,Dri Archer,PIT,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
163,Kapri Bibbs,DEN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Keith Smith,DAL,FB,5,0,0,0,0,0,0,0,0,0,0,0,0
163,Trey Watts,LAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Brandon Wegher,CAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Dreamius Smith,LAC,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
177,Cierre Wood,BUF,RB,2,2,3,1.5,0,1,1,-6,0,0,0,-0.2,-0.3
178,Corey Grant,JAX,RB,6,6,2,0.3,0,3,2,13,0,1,1,-0.1,-0.5
179,David Johnson,LAC,RB,16,2,4,2,0,2,1,4,0,1,1,-0.1,-1.2
180,Isaiah Pead,PIT,RB,2,2,3,1.5,0,0,0,0,0,1,1,-0.8,-1.7
181,Marcus Murphy,NO,RB,13,1,0,0,0,0,0,0,0,3,1,-0.2,-2
181,Raheem Mostert,CLE,RB,11,0,0,0,0,0,0,0,0,2,1,-0.2,-2
183,Glenn Winston,CLE,RB,3,1,-8,-8,0,0,0,0,0,1,1,-0.9,-2.8
184,Marcus Thigpen,BUF,RB,9,1,-1,-1,0,0,0,0,0,3,2,-0.5,-4.1
