Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
42,Montee Ball,DEN,RB,16,120,561,4.7,4,27,20,145,0,3,3,5.5,88.6
43,Shane Vereen,NE,RB,8,44,208,4.7,1,69,47,427,3,1,0,10.9,87.5
44,Arian Foster,HOU,RB,8,121,542,4.5,1,35,22,183,1,0,0,10.8,86.5
45,Daniel Thomas,MIA,RB,15,109,406,3.7,4,17,15,63,2,0,0,5.5,82.9
46,James Starks,GB,RB,13,89,493,5.5,3,13,10,89,1,1,0,6.3,82.2
47,Darren McFadden,OAK,RB,10,114,379,3.3,5,25,17,108,0,1,1,8.1,81.34
48,Marcel Reece,OAK,FB,16,46,218,4.7,2,54,32,331,2,0,0,5,79.78
49,Roy Helu,WAS,RB,16,62,274,4.4,4,42,31,251,0,2,0,4.8,76.5
50,Andre Brown,NYG,RB,8,139,492,3.5,3,29,20,103,0,3,3,9.2,73.5
51,Chris Ogbonnaya,CLE,RB,16,48,239,5,0,75,48,343,2,2,2,4.1,66.2
52,Bernard Pierce,BAL,RB,16,152,436,2.9,2,25,20,104,0,0,0,4.1,66
53,Dexter McCluster,KC,RB,15,8,5,0.6,0,83,53,511,2,2,0,4.2,63.6
54,Jason Snelling,ATL,RB,14,44,164,3.7,1,34,29,216,3,0,0,4.4,62
55,Brandon Bolden,NE,RB,12,55,271,4.9,3,29,21,152,0,0,0,5,60.3
56,Shonn Greene,TEN,RB,11,77,295,3.8,4,7,6,39,0,0,0,5.2,57.4
57,Doug Martin,TB,RB,6,127,456,3.6,1,24,12,66,0,2,1,9.4,56.2
58,Jordan Todman,JAX,RB,16,76,256,3.4,2,26,14,116,1,0,0,3.4,55.2
59,Bryce Brown,PHI,RB,16,75,314,4.2,2,13,8,84,0,0,0,3.4,53.8
60,Knile Davis,KC,RB,16,70,242,3.5,4,15,11,75,0,3,1,3.4,53.7
61,Kendall Hunter,SF,RB,16,78,358,4.6,3,4,2,13,0,1,1,3.3,53.1
62,Mark Ingram,NO,RB,11,78,386,4.9,1,11,7,68,0,0,0,4.7,51.4
63,Willis McGahee,CLE,RB,12,138,377,2.7,2,11,8,20,0,1,1,4.1,49.7
64,Michael Bush,CHI,RB,15,63,197,3.1,3,8,4,48,1,0,0,3.2,48.5
65,Brandon Jacobs,NYG,RB,7,58,238,4.1,4,7,2,13,0,1,1,6.7,47.1
65,Toby Gerhart,MIN,RB,14,36,283,7.9,2,19,13,88,0,1,1,3.4,47.1
67,Peyton Hillis,NYG,RB,7,73,247,3.4,2,21,13,96,0,2,1,6.3,44.3
68,Benjamin Cunningham,LAR,RB,14,47,261,5.6,1,10,6,59,0,2,1,2.7,38
69,Mike James,TB,RB,9,60,295,4.9,0,11,10,43,0,0,0,4.2,37.88
70,Ronnie Hillman,DEN,RB,10,55,218,4,1,14,12,119,0,2,1,3.8,37.7
71,Brian Leonard,TB,RB,16,47,182,3.9,0,37,29,179,0,0,0,2.3,36.1
72,Fozzy Whittaker,CLE,RB,14,29,80,2.8,0,36,21,155,2,1,0,2.5,35.5
73,Darrel Young,WAS,FB,13,12,41,3.4,3,9,4,71,1,0,0,2.7,35.2
74,Ahmad Bradshaw,IND,RB,3,41,186,4.5,2,8,7,42,0,0,0,11.6,34.8
74,Edwin Baker,CLE,RB,3,43,171,4,2,9,8,57,0,0,0,11.6,34.8
76,Joseph Randle,DAL,RB,13,54,164,3,2,10,8,61,0,0,0,2.7,34.5
77,Matt Asiata,MIN,RB,11,44,166,3.8,3,8,5,13,0,1,1,3.1,33.9
77,Chris Polk,PHI,RB,15,11,98,8.9,3,5,4,61,0,0,0,2.3,33.9
79,Daryl Richardson,LAR,RB,8,69,215,3.1,0,18,14,121,0,0,0,4.2,33.6
80,Robert Turbin,SEA,RB,16,77,264,3.4,0,12,8,60,0,1,1,1.9,30.4
81,Khiry Robinson,NO,RB,10,54,224,4.1,1,0,0,0,0,0,0,2.8,28.4
82,Ronnie Brown,LAC,RB,16,45,157,3.5,1,8,8,60,0,0,0,1.7,27.7
83,Antone Smith,ATL,RB,15,5,145,29,2,3,2,10,0,0,0,1.8,27.5
84,Jonathan Dwyer,PIT,RB,15,49,197,4,0,11,8,64,0,0,0,1.7,26.1
85,Bruce Miller,SF,FB,14,7,13,1.9,0,36,25,243,0,1,0,1.8,25.6
86,Frank Summers,BUF,FB,15,12,46,3.8,1,8,7,79,1,0,0,1.6,24.5
87,Jackie Battle,TEN,FB,16,36,142,3.9,1,5,4,36,0,0,0,1.5,23.8
88,Da'Rel Scott,NYG,RB,5,20,73,3.6,0,19,11,102,1,0,0,4.7,23.5
89,Dennis Johnson,HOU,RB,8,49,183,3.7,0,12,8,46,0,0,0,2.9,22.9
90,Felix Jones,PIT,RB,16,48,184,3.8,0,13,9,63,0,1,1,1.4,22.7
91,Jonathan Stewart,CAR,RB,6,48,180,3.8,0,7,7,44,0,1,0,3.7,22.4
92,Anthony Dixon,SF,RB,16,28,56,2,2,3,3,30,0,0,0,1.3,20.6
93,Anthony Sherman,KC,FB,16,2,3,1.5,0,24,18,155,1,1,1,1.2,19.8
94,Stanley Havili,IND,FB,13,7,7,1,0,21,18,128,1,0,0,1.5,19.5
95,Jonathan Grimes,HOU,RB,2,21,73,3.5,1,6,6,76,0,1,1,9.4,18.9
95,Lance Dunbar,DAL,RB,9,30,150,5,0,7,7,59,0,1,1,2.1,18.9
97,Stepfan Taylor,ARI,RB,16,36,115,3.2,0,9,8,71,0,0,0,1.2,18.6
98,Tashard Choice,IND,RB,15,46,170,3.7,0,9,5,15,0,0,0,1.2,18.5
99,Johnathan Franklin,GB,RB,11,19,107,5.6,1,5,4,30,0,2,1,1.6,17.7
100,Marcus Thigpen,MIA,RB,16,6,18,3,0,11,8,97,1,3,0,1.1,17.5
101,David Wilson,NYG,RB,5,44,146,3.3,1,6,2,8,0,2,2,3.5,17.4
102,Alfonso Smith,ARI,RB,16,18,54,3,1,13,10,68,0,2,1,1,16.2
103,John Kuhn,GB,FB,15,10,38,3.8,1,19,13,81,0,1,1,1.1,15.9
103,Jed Collins,NO,FB,16,15,45,3,1,18,14,54,0,0,0,1,15.9
105,James Develin,NE,RB,16,4,10,2.5,1,4,4,62,0,0,0,0.8,13.2
106,Tommy Bohanon,NYJ,FB,16,17,62,3.6,0,16,11,69,0,0,0,0.8,13.1
107,Vonta Leach,BAL,RB,16,11,23,2.1,0,20,11,47,1,1,0,0.8,13
108,Derrick Coleman,SEA,FB,12,2,3,1.5,0,8,8,62,1,1,0,1,12.5
109,Isaiah Pead,LAR,RB,10,7,21,3,0,15,11,78,0,0,0,1.2,11.9
110,Justin Forsett,JAX,RB,9,6,31,5.2,0,16,15,82,0,1,0,1.3,11.3
111,Theo Riddick,DET,RB,14,9,25,2.8,1,8,4,26,0,0,0,0.8,11.1
112,Phillip Tanner,DAL,RB,16,9,12,1.3,1,4,3,33,0,1,0,0.7,10.5
113,Will Johnson,PIT,FB,16,0,0,0,0,11,8,41,1,0,0,0.6,10.1
114,Dan Herron,IND,RB,6,5,33,6.6,0,1,1,57,0,0,0,1.5,9
115,Taiwan Jones,OAK,RB,16,5,23,4.6,0,3,2,55,0,2,1,0.6,8.8
116,Mike Goodson,NYJ,RB,2,7,61,8.7,0,3,2,19,0,0,0,4,8
117,Christine Michael,SEA,RB,4,18,79,4.4,0,0,0,0,0,0,0,2,7.9
118,LaMichael James,SF,RB,10,12,59,4.9,0,3,2,16,0,2,0,0.8,7.5
119,David Johnson,PIT,RB,5,0,0,0,0,6,4,70,0,0,0,1.4,7
119,Cyrus Gray,KC,RB,16,9,24,2.7,0,10,7,46,0,0,0,0.4,7
121,Jamize Olawale,OAK,FB,16,3,6,2,0,11,7,63,0,0,0,0.4,6.9
122,Jeremy Stewart,OAK,RB,13,2,2,1,1,2,2,6,0,0,0,0.5,6.8
123,Travaris Cadet,NO,RB,13,0,0,0,0,2,2,5,1,0,0,0.5,6.5
124,Vick Ballard,IND,RB,1,13,63,4.8,0,2,1,-5,0,0,0,5.8,5.8
125,Tony Fiammetta,CHI,FB,16,0,0,0,0,5,4,57,0,0,0,0.4,5.7
126,Michael Cox,NYG,RB,14,22,43,2,0,3,3,12,0,0,0,0.4,5.5
127,Deji Karim,HOU,RB,7,12,51,4.2,0,2,1,-1,0,0,0,0.7,5
128,Patrick DiMarco,ATL,FB,14,0,0,0,0,10,8,49,0,0,0,0.4,4.9
129,Erik Lorig,TB,FB,15,0,0,0,0,14,11,47,0,0,0,0.3,4.7
130,Michael Hill,TB,RB,8,9,23,2.6,0,2,2,23,0,0,0,0.6,4.6
131,Alex Green,NYJ,RB,13,11,35,3.2,0,2,2,8,0,0,0,0.3,4.3
132,Will Ta'ufo'ou,JAX,FB,16,1,1,1,0,15,10,40,0,0,0,0.3,4.1
133,CJ Anderson,DEN,RB,5,7,38,5.4,0,1,0,0,0,0,0,0.8,3.8
134,Jerome Felton,MIN,FB,13,0,0,0,0,8,6,37,0,0,0,0.3,3.7
135,Greg Jones,HOU,RB,16,2,2,1,0,11,5,34,0,0,0,0.2,3.6
136,Jeff Demps,TB,RB,2,1,14,14,0,3,3,21,0,0,0,1.8,3.5
137,Collin Mooney,TEN,FB,12,0,0,0,0,6,6,32,0,0,0,0.3,3.2
138,John Conner,NYG,FB,13,0,0,0,0,11,6,31,0,0,0,0.2,3.1
139,LaRod Stephens-Howling,PIT,RB,1,6,19,3.2,0,3,2,11,0,0,0,3,3
140,Bradie Ewing,ATL,FB,2,0,0,0,0,2,2,29,0,0,0,1.4,2.9
141,Michael Robinson,SEA,RB,9,1,0,0,0,3,2,27,0,0,0,0.3,2.7
142,Denard Robinson,JAX,RB,16,20,66,3.3,0,1,0,0,0,3,2,0.2,2.6
143,LeRon McClain,LAC,RB,16,11,32,2.9,0,3,2,-7,0,0,0,0.2,2.5
144,Bernard Scott,BAL,RB,2,4,14,3.5,0,2,2,10,0,0,0,1.2,2.4
145,Mike Gillislee,MIA,RB,3,6,21,3.5,0,0,0,0,0,0,0,0.7,2.1
146,Ray Graham,HOU,RB,1,4,8,2,0,3,1,12,0,0,0,2,2
147,Cedric Peerman,CIN,RB,16,8,17,2.1,0,0,0,0,0,0,0,0.1,1.7
148,Kenjon Barner,CAR,RB,8,6,7,1.2,0,3,2,7,0,1,0,0.2,1.4
149,Joe Banyard,MIN,RB,3,0,0,0,0,1,1,11,0,0,0,0.4,1.1
150,Spencer Ware,SEA,RB,2,3,10,3.3,0,0,0,0,0,0,0,0.5,1
151,Mikel Leshoure,DET,RB,3,2,9,4.5,0,0,0,0,0,0,0,0.3,0.9
151,Cierre Wood,HOU,RB,3,3,9,3,0,0,0,0,0,0,0,0.3,0.9
153,Zach Line,MIN,FB,3,0,0,0,0,3,1,8,0,0,0,0.3,0.8
154,Isaac Redman,PIT,RB,3,11,13,1.2,0,5,4,14,0,2,1,0.2,0.7
155,Robert Hughes,IND,FB,1,0,0,0,0,2,1,6,0,0,0,0.6,0.6
155,Ronnie Wingo,BUF,RB,2,1,4,4,0,1,1,2,0,0,0,0.3,0.6
157,Armond Smith,CAR,RB,5,4,5,1.2,0,0,0,0,0,0,0,0.1,0.5
157,Henry Hynoski,NYG,FB,3,0,0,0,0,2,1,5,0,0,0,0.2,0.5
159,Evan Royster,WAS,RB,10,2,0,0,0,1,1,3,0,0,0,0,0.3
160,Shaun Draughn,BAL,RB,3,4,2,0.5,0,0,0,0,0,0,0,0.1,0.2
161,Leon Washington,TEN,RB,7,1,1,1,0,1,0,0,0,1,0,0,0.1
162,Spencer Larsen,TB,RB,13,0,0,0,0,0,0,0,0,0,0,0,0
162,Montell Owens,DET,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Quinn Johnson,TEN,FB,4,0,0,0,0,1,0,0,0,0,0,0,0
162,Kahlil Bell,GB,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
162,Will Tukuafu,SF,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
162,Nick Bellore,NYJ,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
162,Delone Carter,JAX,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Chris Rainey,IND,RB,2,0,0,0,0,1,0,0,0,2,0,0,0
162,Brad Smelley,HOU,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
162,Matthew Tucker,PHI,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
162,Kyle Juszczyk,BAL,FB,16,0,0,0,0,1,0,0,0,0,0,0,0
162,Rex Burkhead,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Kerwynn Williams,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Chris Thompson,WAS,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
162,Michael Ford,CHI,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
162,Chase Reynolds,LAR,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
162,Chad Spann,HOU,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
179,Josh Vaughan,ATL,RB,6,1,1,1,0,1,1,-5,0,0,0,-0.1,-0.4
180,Richie Brockel,CAR,FB,16,1,1,1,0,1,1,12,0,1,1,0,-0.7
181,Darius Reynaud,NYJ,RB,9,1,0,0,0,2,1,4,0,1,1,-0.2,-1.6
181,Tyler Clutts,DAL,FB,8,0,0,0,0,2,1,4,0,1,1,-0.2,-1.6
