Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
54,Ronnie Brown,LAC,RB,14,46,220,4.8,0,60,49,371,0,0,0,4.2,59.1
55,Donald Brown,IND,RB,10,108,417,3.9,1,13,9,93,0,0,0,5.9,59
56,Alex Green,GB,RB,12,135,464,3.4,0,29,18,125,0,1,0,4.9,58.9
57,Dexter McCluster,KC,RB,16,12,70,5.8,0,76,52,452,1,2,2,3.4,54.2
58,Chris Wells,ARI,RB,8,88,234,2.7,5,1,1,24,0,1,1,6.7,53.8
59,Robert Turbin,SEA,RB,16,80,354,4.4,0,23,19,181,0,0,0,3.3,53.5
60,Rashad Jennings,JAX,RB,10,101,283,2.8,2,26,19,130,0,3,1,5.3,53.3
61,Kendall Hunter,SF,RB,11,72,371,5.2,2,12,9,60,0,1,1,4.8,53.1
62,Shaun Draughn,KC,RB,16,59,233,3.9,2,30,24,158,0,2,1,3.1,49.1
63,Mike Goodson,OAK,RB,12,35,221,6.3,0,16,16,195,1,0,0,4,47.6
64,Justin Forsett,HOU,RB,16,63,374,5.9,1,5,3,38,0,0,0,3,47.2
65,Ronnie Hillman,DEN,RB,14,85,330,3.9,1,12,10,62,0,2,1,3.1,43.2
66,Ben Tate,HOU,RB,11,65,279,4.3,2,11,11,49,0,1,1,3.9,42.8
67,Cedric Benson,GB,RB,5,71,248,3.5,1,15,14,97,0,1,0,8.1,40.5
67,Brandon Bolden,NE,RB,10,56,274,4.9,2,2,2,11,0,0,0,4,40.5
69,Cedric Peerman,CIN,RB,14,36,258,7.2,1,9,9,85,0,0,0,2.9,40.3
70,Montell Owens,JAX,FB,13,42,209,5,1,10,8,113,0,0,0,3.1,40.2
71,Peyton Hillis,KC,RB,13,85,309,3.6,1,14,10,62,0,2,2,3,39.1
72,Lamar Miller,MIA,RB,13,51,250,4.9,1,9,6,45,0,0,0,2.7,35.5
73,Chris Ivory,NO,RB,6,40,217,5.4,2,3,2,15,0,0,0,5.9,35.2
74,William Powell,ARI,RB,13,60,217,3.6,0,25,19,132,0,2,0,2.7,34.9
75,Montario Hardesty,CLE,RB,13,65,271,4.2,1,5,2,16,0,2,0,2.7,34.7
76,James Starks,GB,RB,6,71,255,3.6,1,6,4,31,0,1,0,5.8,34.6
77,Toby Gerhart,MIN,RB,16,50,169,3.4,1,27,20,155,0,2,2,2.2,34.4
78,Kevin Smith,DET,RB,12,37,134,3.6,1,16,10,79,1,0,0,2.8,33.3
79,Lance Ball,DEN,RB,15,42,158,3.8,1,11,7,61,1,1,1,2.1,31.9
80,Evan Royster,WAS,RB,16,23,88,3.8,2,23,15,109,0,0,0,2,31.7
81,Delone Carter,IND,RB,10,32,122,3.8,3,2,1,13,0,1,0,3.2,31.5
82,Jason Snelling,ATL,RB,16,18,63,3.5,0,35,31,203,1,1,1,1.9,30.6
83,Michael Robinson,SEA,RB,16,12,49,4.1,0,15,13,126,2,0,0,1.8,29.5
84,DuJuan Harris,GB,RB,4,34,157,4.6,2,2,2,17,0,0,0,7.4,29.4
85,Darrel Young,WAS,FB,16,14,60,4.3,0,9,8,109,2,0,0,1.8,28.9
86,Rashard Mendenhall,PIT,RB,6,51,182,3.6,0,11,9,62,1,3,1,4.7,28.4
87,LeGarrette Blount,TB,RB,13,41,151,3.7,2,2,1,2,0,0,0,2.1,27.3
88,Jorvorskie Lane,MIA,FB,16,13,13,1,2,12,11,79,1,3,1,1.7,27.2
89,John Kuhn,GB,FB,14,23,63,2.7,1,18,15,148,0,0,0,1.9,27.1
90,Ryan Grant,GB,RB,5,32,132,4.1,2,2,1,34,0,1,1,5.3,26.6
91,Tashard Choice,BUF,RB,12,47,193,4.1,1,9,4,9,0,0,0,2.2,26.2
91,Chris Rainey,PIT,RB,16,26,102,3.9,2,22,14,60,0,4,1,1.6,26.2
93,Vonta Leach,BAL,RB,16,9,32,3.6,1,24,21,143,0,0,0,1.5,23.5
94,Jamie Harper,TEN,RB,10,19,30,1.6,3,1,1,8,0,0,0,2.2,21.8
95,Jacob Hester,DEN,RB,3,17,81,4.8,2,1,1,7,0,0,0,6.9,20.8
96,Will Johnson,PIT,FB,16,2,7,3.5,0,26,15,137,1,0,0,1.3,20.4
97,Jalen Parmele,JAX,RB,11,40,143,3.6,0,9,7,60,0,0,0,1.8,20.3
98,Armando Allen,CHI,RB,15,27,124,4.6,1,3,2,16,0,0,0,1.3,20
99,Anthony Dixon,SF,RB,16,21,78,3.7,2,0,0,0,0,0,0,1.2,19.8
100,Chris Ogbonnaya,CLE,RB,15,8,30,3.8,0,32,24,187,0,1,1,1.3,19.7
101,Curtis Brinkley,LAC,RB,10,39,115,2.9,0,15,12,77,0,1,0,1.9,19.2
102,Joe McKnight,NYJ,RB,15,30,179,6,0,2,1,18,0,3,1,1.2,17.7
103,Brian Leonard,CIN,RB,15,33,106,3.2,0,15,11,67,0,0,0,1.2,17.3
104,Jed Collins,NO,FB,15,0,0,0,0,16,14,70,2,1,1,1.1,17
105,Ryan Williams,ARI,RB,5,58,164,2.8,0,10,7,44,0,2,2,3.4,16.8
106,Jeremy Stewart,OAK,RB,4,25,101,4,0,8,8,62,0,0,0,4.1,16.3
107,Leon Washington,SEA,RB,16,23,83,3.6,1,8,4,31,0,2,1,1,15.4
107,LaMichael James,SF,RB,4,27,125,4.6,0,5,3,29,0,1,0,3.8,15.4
109,Dion Lewis,PHI,RB,9,13,69,5.3,1,2,2,24,0,0,0,1.7,15.3
110,DJ Ware,TB,RB,16,11,51,4.6,0,20,14,100,0,0,0,0.9,15.1
111,Erik Lorig,TB,FB,16,0,0,0,0,19,12,83,1,0,0,0.9,14.3
112,Baron Batch,PIT,RB,12,25,49,2,1,5,4,31,0,0,0,1.2,14
113,Mewelde Moore,IND,RB,9,13,20,1.5,0,8,6,77,1,1,1,1.5,13.7
114,Anthony Allen,BAL,RB,16,16,61,3.8,1,4,2,12,0,0,0,0.8,13.3
115,Henry Hynoski,NYG,FB,16,5,20,4,0,15,11,50,1,0,0,0.8,13
116,Stanley Havili,PHI,FB,15,6,22,3.7,1,12,7,43,0,0,0,0.8,12.5
117,Lawrence Vickers,DAL,FB,16,3,11,3.7,0,15,13,104,0,0,0,0.7,11.5
117,Keith Toston,JAX,RB,5,17,74,4.4,0,4,3,41,0,0,0,2.3,11.5
119,Lance Dunbar,DAL,RB,12,21,75,3.6,0,12,6,33,0,1,0,0.9,10.8
120,Phillip Tanner,DAL,RB,14,25,61,2.4,0,5,4,41,0,0,0,0.7,10.2
120,Bruce Miller,SF,FB,16,5,18,3.6,0,13,12,84,0,0,0,0.6,10.2
122,Richard Murphy,JAX,RB,5,23,92,4,0,1,0,0,0,0,0,1.8,9.2
123,Brandon Jackson,CLE,RB,2,8,54,6.8,0,4,2,20,0,0,0,3.7,7.4
124,Greg Jones,JAX,RB,14,5,8,1.6,0,14,11,64,0,0,0,0.5,7.2
125,LeRon McClain,LAC,RB,16,14,42,3,0,10,8,29,0,0,0,0.4,7.1
126,Kahlil Bell,CHI,RB,7,29,76,2.6,0,2,2,13,0,1,1,1,6.9
127,Darius Reynaud,TEN,RB,16,16,33,2.1,0,9,5,35,0,1,0,0.4,6.8
128,Cyrus Gray,KC,RB,10,7,44,6.3,0,3,2,18,0,0,0,0.6,6.2
129,Chris Pressley,CIN,FB,14,0,0,0,0,3,1,1,1,0,0,0.4,6.1
130,Lex Hilliard,NYJ,RB,14,9,33,3.7,0,9,4,23,0,0,0,0.4,5.6
131,Isaiah Pead,LAR,RB,15,10,54,5.4,0,4,3,16,0,2,1,0.3,5
132,Roy Helu,WAS,RB,3,2,2,1,0,7,7,45,0,0,0,1.6,4.7
133,Quinn Johnson,TEN,FB,16,4,5,1.2,0,8,5,40,0,0,0,0.3,4.5
134,Anthony Sherman,ARI,FB,13,0,0,0,0,8,5,39,0,0,0,0.3,3.9
135,Nate Eachus,KC,RB,11,5,18,3.6,0,3,1,19,0,0,0,0.3,3.7
136,Jerome Felton,MIN,FB,16,0,0,0,0,4,3,35,0,0,0,0.2,3.5
136,Bernard Scott,CIN,RB,2,8,35,4.4,0,0,0,0,0,0,0,1.8,3.5
138,Johnny White,GB,RB,7,8,34,4.2,0,0,0,0,0,0,0,0.5,3.4
139,Taiwan Jones,OAK,RB,14,6,21,3.5,0,2,2,11,0,1,0,0.2,3.2
140,Travaris Cadet,NO,RB,13,1,5,5,0,8,5,44,0,1,1,0.2,2.9
141,Javon Ringer,TEN,RB,2,2,14,7,0,5,3,12,0,0,0,1.3,2.6
142,Nick Bellore,NYJ,RB,16,0,0,0,0,1,1,23,0,1,0,0.1,2.3
143,Mike Cox,ATL,FB,8,0,0,0,0,3,3,22,0,0,0,0.3,2.2
143,Kregg Lumpkin,NYG,RB,5,9,42,4.7,0,2,0,0,0,1,1,0.4,2.2
145,Alfonso Smith,ARI,RB,11,0,0,0,0,3,2,21,0,0,0,0.2,2.1
146,Collin Mooney,TEN,FB,2,5,19,3.8,0,0,0,0,0,0,0,1,1.9
147,Jonathan Grimes,JAX,RB,9,2,6,3,0,2,2,7,0,0,0,0.1,1.3
148,Keiland Williams,WAS,RB,14,2,3,1.5,0,2,2,9,0,0,0,0.1,1.2
149,Tyler Thigpen,BUF,RB,4,1,-1,-1,0,0,0,0,0,0,0,0.3,1.1
149,Chris Gronkowski,DEN,RB,14,0,0,0,0,1,1,11,0,0,0,0.1,1.1
149,Matt Asiata,MIN,RB,16,3,9,3,0,1,1,2,0,0,0,0.1,1.1
152,Corey McIntyre,BUF,FB,16,0,0,0,0,2,1,9,0,0,0,0.1,0.9
152,Da'Rel Scott,NYG,RB,4,6,9,1.5,0,0,0,0,0,0,0,0.2,0.9
154,Lousaka Polite,ATL,FB,6,0,0,0,0,7,1,8,0,0,0,0.1,0.8
154,Jordan Todman,JAX,RB,1,3,8,2.7,0,1,1,0,0,0,0,0.8,0.8
154,Robert Hughes,IND,FB,5,1,5,5,0,1,1,3,0,0,0,0.2,0.8
157,Brandon Jacobs,SF,RB,2,5,7,1.4,0,0,0,0,0,0,0,0.4,0.7
157,Reagan Maui'a,ARI,FB,3,0,0,0,0,1,1,7,0,0,0,0.2,0.7
159,Will Ta'ufo'ou,JAX,FB,6,0,0,0,0,1,1,5,0,0,0,0.1,0.5
159,Dan Herron,CIN,RB,3,4,5,1.2,0,1,0,0,0,0,0,0.2,0.5
161,Marcus Thigpen,MIA,RB,16,1,8,8,0,2,1,15,0,1,1,0,0.3
161,Brad Smelley,CLE,FB,2,0,0,0,0,1,1,3,0,0,0,0.2,0.3
163,Owen Schmitt,OAK,FB,13,2,1,0.5,0,0,0,0,0,0,0,0,0.1
164,John Conner,CIN,FB,5,0,0,0,0,2,0,0,0,0,0,0,0
164,Deji Karim,IND,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
164,Antone Smith,ATL,RB,13,0,0,0,0,1,0,0,0,0,0,0,0
164,Ryan Torain,NYG,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
164,Will Tukuafu,SF,FB,14,0,0,0,0,0,0,0,0,0,0,0,0
164,Owen Marecic,CLE,FB,10,0,0,0,0,5,0,0,0,0,0,0,0
164,Armond Smith,CAR,RB,4,3,0,0,0,0,0,0,0,0,0,0,0
164,Darren Evans,TEN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
164,Brandon Saine,GB,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
164,Tyler Clutts,HOU,FB,16,0,0,0,0,0,0,0,0,0,0,0,0
164,Richie Brockel,CAR,FB,16,0,0,0,0,1,0,0,0,0,0,0,0
164,Chris Polk,PHI,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
164,Terrance Ganaway,LAR,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
164,Michael Smith,TB,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
164,James Develin,NE,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
164,Patrick DiMarco,KC,FB,5,0,0,0,0,1,0,0,0,0,0,0,0
164,Jamize Olawale,OAK,FB,3,0,0,0,0,0,0,0,0,0,0,0,0
164,Emil Igwenagu,PHI,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
164,John Griffin,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
183,Brit Miller,LAR,FB,9,0,0,0,0,3,0,0,0,1,1,-0.2,-2
