Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
279,Justin Durant,DAL,ILB,6,31,18,2,0,0,0,4,1,2,1,0,9.7,58
279,Rey Maualuga,CIN,ILB,12,33,26,5,0,0,0,4,1,0,0,0,4.8,58
279,Darrin Walls,NYJ,CB,14,40,0,1,0,0,0,11,2,0,0,0,4.1,58
279,Mason Foster,TB,ILB,10,40,22,2,0,0,2,3,0,0,0,0,5.8,58
279,Byron Maxwell,SEA,CB,13,35,4,0,0,0,0,12,2,0,1,0,4.5,58
284,Jimmy Wilson,MIA,SS,14,46,11,0,0,0,1,2,1,0,0,0,4.1,57.5
285,LaRon Landry,IND,FS,11,37,9,4,2.5,19,5,0,0,0,0,0,5.2,57.4
285,Tyrone Crawford,DAL,DT,15,21,10,6,3,24,13,1,0,1,0,0,3.8,57.4
287,William Gholston,TB,DE,15,27,14,9,2,13,6,3,0,0,0,0,3.8,57.3
288,Brandon Spikes,BUF,ILB,16,32,22,5,1,1,1,3,0,1,0,0,3.6,57.1
289,Geno Atkins,CIN,DT,16,20,13,8,3,23,8,1,0,1,0,0,3.6,56.8
290,Mike Neal,GB,OLB,16,20,13,7,4.5,31,11,0,0,0,0,0,3.5,56.6
291,Mike Mohamed,HOU,ILB,14,31,27,2,0,0,1,6,1,0,0,0,4,56.5
291,Trumaine Johnson,LAR,CB,9,33,3,1,0,0,0,6,3,0,0,1,6.3,56.5
293,Sam Barrington,GB,ILB,14,39,13,3,1,9,4,1,0,0,0,0,4,56.4
294,Haloti Ngata,BAL,DT,12,19,13,2,2,28,3,7,2,2,0,0,4.7,56.3
295,Dan Skuta,SF,OLB,14,21,6,5,5,21,5,1,0,3,0,0,4,56.1
296,Dominique Rodgers-Cromartie,NYG,CB,16,36,2,1,0,0,0,12,2,0,0,0,3.5,56
296,Darian Stewart,BAL,SS,16,37,16,1,0,0,0,4,1,1,0,0,3.5,56
298,Jerod Mayo,NE,ILB,6,37,16,3,1,9,2,0,0,0,1,0,9.3,55.9
299,Jason Hatcher,WAS,DE,13,15,11,7,5.5,33,10,1,0,0,1,0,4.3,55.8
300,Robert Ayers Jr,NYG,DE,12,18,4,4,5,37,14,1,0,1,0,0,4.6,55.7
