Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
28,Kerry Rhodes,ARI,FS,16,78,12,3,1,6,3,12,4,0,4,2,8.7,138.6
29,Michael Griffin,TEN,SS,16,86,21,2,0,0,4,12,4,2,2,0,8.7,138.5
30,Roman Harper,NO,SS,15,72,21,5,3,33,9,8,1,6,1,0,9.2,137.8
31,Terrell Suggs,BAL,DE,16,53,15,18,11,73,21,2,0,2,0,0,8.6,136.8
32,Jon Beason,CAR,ILB,16,89,31,10,1,7,2,8,1,2,0,0,8.5,136.2
33,Donte Whitner,BUF,SS,16,95,43,1,0.5,2,1,7,1,1,1,0,8.5,135.7
34,Osi Umenyiora,NYG,OLB,16,34,14,5,13,78,20,2,0,10,1,0,8.4,134.8
35,Quintin Mikell,PHI,SS,15,77,11,5,1,10,1,15,3,1,3,1,8.9,133.5
36,Curtis Lofton,ATL,ILB,16,93,25,4,2,16,3,3,1,3,0,0,8.3,133.1
37,Jason Babin,TEN,OLB,16,44,14,16,12.5,70,27,0,0,2,0,0,8.2,132
38,Jonathan Vilma,NO,OLB,16,70,34,6,4,51,7,3,1,3,1,0,8.2,131.1
39,Ndamukong Suh,DET,NT,16,49,17,13,10,48,17,3,1,1,1,1,8.1,130.3
40,Charles Tillman,CHI,CB,16,72,11,1,0,0,1,14,5,4,3,0,8.1,129.5
41,Barrett Ruud,TB,LB,16,87,33,4,2,8,3,4,1,2,0,0,8,128.3
42,Shaun Phillips,LAC,OLB,16,47,8,17,11,71,12,7,1,0,1,1,8,128.1
43,Eric Berry,KC,FS,16,72,15,5,2,11,6,10,4,1,0,1,7.9,126.6
44,Geno Hayes,TB,OLB,16,72,10,16,4,13,6,6,1,1,0,1,7.9,126.3
45,Mario Haggan,DEN,LB,16,75,12,10,5,45,10,1,0,2,1,0,7.8,125.5
46,Desmond Bishop,GB,ILB,15,71,28,3,3,23,5,8,1,2,0,1,8.3,124.3
47,Bradie James,DAL,LB,16,81,37,4,0,0,2,3,1,2,2,0,7.7,123.5
48,Cortland Finnegan,TEN,CB,16,83,17,4,1,8,1,9,2,1,0,1,7.7,123.3
49,Julius Peppers,CHI,DE,16,43,11,11,8,54,18,9,2,3,0,0,7.7,122.9
50,James Hall,LAR,DE,16,50,6,10,10,66,12,1,0,6,0,0,7.7,122.6
51,Bernard Pollard,HOU,SS,15,81,30,3,2.5,14,3,5,0,3,0,0,8.2,122.4
52,Yeremiah Bell,MIA,FS,16,84,17,5,2,17,2,5,1,2,1,0,7.6,122.2
53,Trent Cole,PHI,OLB,15,50,15,16,10,65,17,2,0,1,0,0,8.1,122
53,Greg Toler,ARI,CB,14,79,8,2,1,10,1,9,2,2,2,1,8.7,122
55,AJ Hawk,GB,OLB,16,71,39,4,0.5,4,4,10,3,0,1,0,7.6,121.9
56,Takeo Spikes,SF,LB,16,82,27,3,0,0,2,9,3,0,1,0,7.6,121.5
57,Chris Hope,TEN,SS,16,87,14,6,1.5,10,2,6,1,1,1,0,7.6,121
58,Daryl Smith,JAX,OLB,16,75,21,9,3,24,7,5,1,1,0,0,7.6,120.9
59,Dawan Landry,BAL,SS,16,83,25,2,1,10,4,4,0,1,1,1,7.5,120.5
60,Charles Johnson,CAR,DE,16,50,11,14,10.5,79,21,1,0,0,0,0,7.5,120.4
60,EJ Henderson,MIN,LB,16,71,35,7,1,9,3,4,3,1,1,0,7.5,120.4
62,Justin Smith,SF,DT,16,57,13,12,8.5,51,17,1,0,1,0,0,7.4,118.6
63,Lamarr Woodley,PIT,OLB,16,34,15,8,9,62,12,5,2,3,2,1,7.4,117.7
64,Dhani Jones,CIN,LB,16,86,39,3,1,9,1,2,0,1,0,0,7.3,117.4
65,Michael Huff,OAK,FS,16,67,16,7,4,21,3,7,3,2,0,0,7.3,117.1
66,John Abraham,ATL,OLB,15,35,5,18,13,80,17,4,1,1,0,0,7.8,116.5
66,Karlos Dansby,MIA,ILB,14,79,17,7,3,20,4,4,0,2,0,0,8.3,116.5
68,Devin McCourty,NE,FS,16,60,12,3,1,4,1,17,7,2,0,0,7.3,116.4
69,Robert Mathis,IND,OLB,16,44,16,10,11,60,19,1,0,1,1,0,7.2,116
70,Will Witherspoon,TEN,OLB,16,62,29,6,3,33,7,8,2,1,0,0,7.2,115.8
71,Lance Briggs,CHI,OLB,15,75,13,8,2,10,2,7,2,1,1,0,7.7,115.5
71,TJ Ward,CLE,SS,16,80,25,4,0,0,0,10,2,1,0,0,7.2,115.5
71,Alterraun Verner,TEN,CB,16,78,15,1,0,0,0,11,3,1,2,0,7.2,115.5
74,Eric Weddle,LAC,FS,16,79,16,4,0.5,4,1,10,2,0,0,1,7.2,115.4
75,Brent Grimes,ATL,CB,16,70,10,2,0,0,0,23,5,0,0,0,7.2,115
76,Abram Elam,CLE,FS,16,63,14,3,2,16,2,10,2,2,2,1,7.2,114.6
77,Nate Clements,SF,SS,16,72,10,8,1,5,1,10,3,3,0,0,7.2,114.5
78,Antrel Rolle,NYG,SS,16,76,11,7,0.5,6,8,4,1,1,2,0,7.1,114.1
79,Glover Quin,HOU,FS,16,71,14,3,0,0,1,14,3,1,2,0,7.1,114
80,Antoine Winfield,MIN,CB,16,72,17,3,2,24,1,5,2,1,1,1,7.1,113.9
81,Adrian Wilson,ARI,SS,16,76,12,6,2,6,6,9,2,0,0,0,7.1,113.6
82,Richard Marshall,CAR,CB,16,74,14,3,1,7,3,8,3,1,1,0,7,112.7
83,Kyle Williams,BUF,DT,16,54,21,16,5,25,12,1,0,0,2,0,7,112
84,Troy Polamalu,PIT,SS,14,49,14,6,1,15,2,11,7,1,1,1,8,111.5
85,David Harris,NYJ,LB,16,69,30,6,3,23,7,3,0,0,1,0,7,111.3
86,Ronde Barber,TB,FS,16,65,16,9,1,1,5,13,3,0,0,0,6.9,111.1
87,Craig Dahl,LAR,SS,15,77,9,6,1,10,2,6,2,1,1,0,7.4,110.5
87,David Hawthorne,SEA,OLB,16,74,31,4,0,0,1,4,1,2,1,0,6.9,110.5
89,Antoine Bethea,IND,SS,16,77,29,1,0.5,1,5,5,1,1,0,0,6.8,109.6
90,Bryant McFadden,PIT,CB,16,75,7,1,2,16,2,10,2,2,0,0,6.8,109.1
91,Oshiomogho Atogwe,LAR,DB,16,64,9,5,2,15,6,9,3,2,0,0,6.8,109
91,Charles Godfrey,CAR,SS,16,69,14,3,0,0,4,8,5,1,0,0,6.8,109
93,Rocky McIntosh,WAS,ILB,15,73,37,2,2,11,4,3,0,1,0,0,7.2,108.6
94,LaRon Landry,WAS,FS,9,66,19,6,1,8,6,8,1,1,1,0,11.9,107.3
95,Terence Newman,DAL,CB,16,77,2,2,0,0,0,9,5,0,1,0,6.7,107
96,Chris Clemons,SEA,DE,16,33,15,9,10.5,64,20,4,0,1,1,0,6.7,106.9
97,Patrick Chung,NE,SS,14,67,21,4,0,0,1,9,3,0,0,1,7.6,106.5
98,Keith Brooking,DAL,LB,16,73,24,4,1,9,4,7,1,0,0,0,6.6,105.9
99,Jairus Byrd,BUF,FS,16,61,27,2,1,3,1,2,1,3,2,1,6.6,105.8
100,Lofa Tatupu,SEA,LB,16,59,30,4,1,8,1,8,1,2,0,1,6.6,104.8
101,Kamerion Wimbley,OAK,OLB,16,46,11,11,9.5,60,13,1,0,1,0,0,6.5,104.5
102,Tramon Williams,GB,FS,16,48,7,2,1,5,1,20,6,1,2,0,6.5,104
103,Haloti Ngata,BAL,DT,16,47,16,12,5.5,43,13,4,0,0,1,0,6.4,102.3
104,William Moore,ATL,SS,16,58,13,5,0,0,3,8,5,1,1,0,6.3,101.5
105,Matt Roth,CLE,DE,16,59,27,7,3.5,18,11,2,0,0,0,0,6.3,101.3
106,Lawyer Milloy,SEA,SS,16,60,27,6,4,27,5,3,0,1,0,0,6.3,101.2
107,Marcus Trufant,SEA,CB,16,65,15,1,0,0,0,8,1,1,2,1,6.2,99.5
107,Earl Thomas,SEA,FS,16,60,11,1,0,0,2,7,5,1,0,0,6.2,99.5
109,Louis Delmas,DET,FS,15,62,22,4,2,12,4,1,0,2,2,0,6.6,99.2
110,Deon Grant,NYG,SS,16,47,12,5,1,10,4,10,3,2,3,0,6.2,99
111,Gerald Sensabaugh,DAL,FS,16,57,12,3,2,17,2,10,5,0,0,0,6.2,98.7
112,Israel Idonije,CHI,DE,16,32,17,9,7.5,61,13,3,0,4,0,0,6.2,98.6
113,Brian Orakpo,WAS,OLB,15,36,20,9,8.5,39,17,2,0,1,0,0,6.5,97.9
114,Drayton Florence,BUF,CB,16,49,9,2,0,0,0,15,3,1,1,2,6.1,97.5
115,Antoine Cason,LAC,CB,16,57,10,3,0,0,0,17,4,1,0,0,6.1,97
115,Nick Collins,GB,FS,16,53,10,1,0,0,2,12,4,0,2,1,6.1,97
115,Aaron Curry,SEA,OLB,16,59,12,7,4,30,7,1,0,2,0,0,6.1,97
118,Gary Guyton,NE,LB,16,43,20,3,3,18,3,6,2,1,1,2,6,96.8
119,Jason Hunter,DEN,DE,16,47,11,10,3,30,5,2,1,1,2,1,6,96.5
120,Malcolm Jenkins,NO,SS,15,52,10,3,1,4,1,12,2,1,2,1,6.4,96.4
121,Darnell Dockett,ARI,DT,15,45,7,9,5,25,16,1,0,1,2,0,6.4,96
121,Bart Scott,NYJ,LB,16,59,22,7,1,10,8,2,0,1,1,0,6,96
123,Brian Cushing,HOU,ILB,12,53,23,8,1.5,12,12,4,0,1,0,0,8,95.7
124,Daryl Washington,ARI,ILB,16,64,11,7,1,8,2,2,1,1,0,1,6,95.3
125,Bradley Fletcher,LAR,CB,16,61,10,3,0,0,0,11,4,0,1,0,5.9,95
125,Joe Haden,CLE,CB,16,50,7,0,1,5,0,18,6,1,0,0,5.9,95
127,Calais Campbell,ARI,DE,15,46,14,13,6,49,7,2,0,0,1,0,6.3,94.9
128,Dwight Freeney,IND,DE,16,21,4,8,10,74,19,2,0,5,0,0,5.9,94.4
129,Anthony Spencer,DAL,OLB,16,52,11,5,5,34,7,2,0,2,1,0,5.9,93.9
130,Chris Long,LAR,DE,16,27,3,8,8.5,55,19,3,0,3,1,0,5.8,93
131,Matt Shaughnessy,OAK,DE,16,43,13,8,7,38,10,1,0,2,0,0,5.8,92.3
132,Rolando McClain,OAK,ILB,15,59,26,6,0.5,4,3,6,1,0,0,0,6.1,91.4
133,Chris Harris,CHI,DB,16,50,20,1,0,0,2,7,5,0,2,0,5.7,91
134,Tommy Kelly,OAK,DT,16,39,20,8,6,34,14,1,0,1,0,0,5.6,90.4
135,Raheem Brock,SEA,DE,16,26,6,7,9,60,21,3,0,1,1,0,5.6,90
136,Brandon Flowers,KC,CB,15,56,9,0,0,0,0,14,2,1,0,1,6,89.5
136,Ryan Clark,PIT,FS,16,57,33,0,0,0,0,7,2,0,1,0,5.6,89.5
138,Rob Ninkovich,NE,OLB,16,38,15,6,4,25,9,3,2,0,3,0,5.6,89
139,Chris Kelsay,BUF,DE,16,46,26,5,3.5,29,9,3,0,1,0,0,5.6,88.9
140,Dashon Goldson,SF,FS,16,59,18,2,1,8,1,6,1,0,0,1,5.6,88.8
141,Manny Lawson,SF,OLB,16,44,9,4,2.5,22,10,6,1,2,1,0,5.5,87.7
141,Barry Cofield,NYG,NT,16,40,14,8,4,27,9,4,0,2,1,0,5.5,87.7
141,Julian Peterson,DET,LB,15,56,27,8,1,2,0,5,0,0,1,0,5.8,87.7
144,Jabari Greer,NO,CB,14,54,7,3,0,0,0,12,2,0,1,1,6.2,87.5
144,Akin Ayodele,BUF,LB,15,56,45,3,0,0,0,3,0,1,0,0,5.8,87.5
146,DeAndre Levy,DET,OLB,11,50,22,1,0,0,3,4,2,0,2,1,7.9,87
147,Kenny Phillips,NYG,FS,16,60,17,1,0,0,0,5,1,0,3,0,5.4,86.5
147,Michael Boley,NYG,OLB,16,60,21,3,1,0,7,1,0,1,0,0,5.4,86.5
149,Ahtyba Rubin,CLE,DT,16,57,25,2,2,17,4,2,1,0,0,0,5.4,86.2
150,Sherrod Martin,CAR,SS,15,54,26,2,0,0,0,5,1,2,1,0,5.7,86
151,Brian Dawkins,DEN,SS,11,55,11,3,2,12,3,5,1,2,0,0,7.8,85.7
152,Jonathan Goff,NYG,LB,16,52,23,9,1,5,2,2,0,1,1,0,5.3,85
153,Richard Seymour,OAK,DT,13,36,12,10,5.5,36,13,2,0,0,1,0,6.5,84.6
154,Kareem Jackson,HOU,CB,16,58,13,1,0,0,0,10,2,1,0,0,5.3,84.5
155,Joey Porter,ARI,LB,14,38,12,8,5,44,12,0,0,2,0,0,6,84.4
156,Kelvin Hayden,IND,CB,11,43,18,3,0,0,0,8,2,1,0,2,7.6,84
157,Mario Williams,HOU,DE,13,23,5,10,9,57,19,2,0,1,0,0,6.4,83.2
158,Chris Gocong,CLE,LB,16,49,25,4,2,12,3,3,0,1,1,0,5.2,82.7
159,Glenn Dorsey,KC,NT,16,51,18,6,2,15,8,0,0,0,1,0,5.2,82.5
159,Chris Carr,BAL,CB,16,54,7,2,0,0,0,8,2,3,0,0,5.2,82.5
161,Jovan Belcher,KC,LB,16,53,31,4,1,9,2,2,0,1,0,0,5.2,82.4
162,Kenyon Coleman,CLE,DE,16,50,18,3,2.5,10,5,0,0,0,3,0,5.1,82
163,Chris Clemons,MIA,ILB,15,50,10,5,1.5,8,1,5,1,2,1,0,5.5,81.8
164,Calvin Pace,NYJ,OLB,12,42,9,5,5.5,22,8,3,1,1,0,0,6.8,81.7
165,Ray Edwards,MIN,DE,14,28,9,9,8,51,17,2,0,0,0,0,5.8,81.6
166,Kirk Morrison,JAX,LB,16,63,25,3,0,0,2,1,0,0,0,0,5.1,81.5
167,Mike Peterson,ATL,LB,16,39,19,6,1,7,1,5,2,2,2,0,5.1,81.2
167,Kyle Vanden Bosch,DET,DE,11,34,15,10,4,37,11,1,0,2,0,0,7.4,81.2
169,Stanford Routt,OAK,CB,16,49,6,1,0,0,0,13,2,1,0,1,5.1,81
169,Courtney Greene,JAX,SS,14,56,20,2,0,0,0,4,1,1,1,0,5.8,81
171,Quincy Black,TB,LB,11,50,7,5,2,23,3,4,1,1,1,0,7.3,80.8
172,Brandon Carr,KC,CB,16,46,11,0,0,0,0,23,1,0,1,0,5,80.5
172,Sean Jones,TB,DB,16,55,19,3,1,10,2,2,1,0,1,0,5,80.5
174,Jarret Johnson,BAL,OLB,16,43,30,5,1.5,10,5,2,0,2,0,0,5,80
175,Husain Abdullah,MIN,FS,15,50,21,3,0,0,0,7,3,0,0,0,5.3,79.5
175,Jason Allen,HOU,CB,15,44,11,0,0,0,0,12,6,0,0,0,5.3,79.5
177,Dimitri Patterson,PHI,CB,16,42,2,4,1,4,1,11,4,0,0,1,5,79.4
178,Lamarr Houston,OAK,OLB,16,31,9,8,5,26,14,0,0,1,2,0,4.9,79.1
179,Dominique Rodgers-Cromartie,ARI,CB,16,42,2,0,0,0,0,17,3,0,0,2,4.9,79
179,Will Smith,NO,DE,15,34,5,8,5.5,35,9,5,1,1,0,0,5.3,79
179,Phillip Buchanon,WAS,DB,16,40,8,2,0,0,0,18,2,2,1,0,4.9,79
182,Cliff Avril,DET,DE,13,23,9,7,8.5,61,10,5,0,1,1,0,6,78.6
183,Corey Webster,NYG,CB,15,45,7,1,0,0,2,12,4,0,1,0,5.2,78.5
184,Ernie Sims,PHI,OLB,15,48,7,7,2,9,4,5,0,1,1,0,5.2,78.4
185,Fred Robbins,LAR,DT,16,26,2,10,6,32,11,6,0,1,2,0,4.9,78.2
186,Sedrick Ellis,NO,DT,16,30,14,8,6,48,8,2,0,2,0,0,4.9,77.8
186,Jason Taylor,NYJ,LB,16,25,11,8,5,23,7,6,0,2,2,0,4.9,77.8
188,Rey Maualuga,CIN,ILB,16,44,31,4,1,10,3,2,2,0,0,0,4.8,77.5
188,Perrish Cox,DEN,CB,15,54,1,2,0,0,0,14,1,2,0,0,5.2,77.5
190,Thomas Decoud,ATL,FS,16,57,18,0,0,0,0,4,1,2,0,0,4.8,77
191,Orlando Scandrick,DAL,CB,16,40,5,7,2.5,22,3,8,1,0,0,1,4.8,76.7
192,Ike Taylor,PIT,CB,16,46,13,1,1,11,1,10,2,1,0,0,4.8,76.6
193,Ed Reed,BAL,FS,10,30,7,0,0,0,0,16,8,1,0,0,7.6,76.5
193,Brandon Meriweather,NE,SS,16,48,19,1,0,0,0,6,3,0,1,0,4.8,76.5
193,Scott Shanle,NO,LB,14,54,21,2,0,0,2,2,0,1,1,0,5.5,76.5
196,DJ Moore,CHI,CB,16,36,6,5,0.5,4,2,8,4,1,0,1,4.8,76.4
197,Tully Banta-Cain,NE,LB,15,37,9,5,5,31,13,0,0,1,0,0,5,75.6
198,Keith Rivers,CIN,OLB,15,51,24,6,1,5,2,2,0,0,0,0,5,75.5
198,Danieal Manning,CHI,SS,16,59,13,0,0,0,0,7,1,0,0,0,4.7,75.5
198,Aqib Talib,TB,CB,11,39,1,1,0,0,0,11,6,0,0,1,6.9,75.5
198,Zac Diles,HOU,OLB,15,58,23,4,0,0,2,0,0,0,0,0,5,75.5
202,Jason Jones,TEN,DE,15,33,5,12,3.5,28,6,3,0,3,0,0,5,75.3
203,Antonio Garay,LAC,NT,16,38,10,10,6,41,6,0,0,0,0,0,4.7,75.1
204,James Sanders,NE,DB,15,40,16,0,0,0,0,6,3,1,1,1,5,75
204,Wallace Gilberry,KC,DE,16,19,4,10,7,50,12,1,0,2,2,0,4.7,75
204,Sheldon Brown,CLE,CB,16,51,12,1,0,0,1,10,2,0,0,0,4.7,75
207,Gary Brackett,IND,LB,12,53,21,6,0.5,4,1,3,0,0,0,0,6.2,74.9
207,Koa Misi,MIA,OLB,16,29,12,8,4.5,19,7,2,0,0,2,1,4.7,74.9
209,Nate Allen,PHI,FS,13,42,6,3,2,17,1,8,3,1,0,0,5.7,74.7
210,Renaldo Hill,DEN,SS,16,54,9,0,0,0,0,4,2,1,1,0,4.7,74.5
211,Vince Wilfork,NE,NT,16,46,11,8,2,16,4,2,0,0,1,0,4.6,74.1
212,Leodis McKelvin,BUF,CB,16,50,8,2,0,0,0,11,2,1,0,0,4.6,74
212,BJ Raji,GB,NT,16,29,10,10,6.5,50,9,3,0,0,0,0,4.6,74
212,Kyle Arrington,NE,CB,16,49,10,0,0,0,0,5,1,0,0,1,4.6,74
215,Carlos Dunlap,CIN,DE,12,19,4,9,9,74,12,3,0,0,1,0,6.1,73.4
216,Clark Haggans,ARI,LB,13,38,9,6,5,28,7,2,0,1,0,0,5.6,73.3
216,Stewart Bradley,PHI,OLB,12,48,11,5,1,8,2,7,1,0,0,0,6.1,73.3
216,Pat Angerer,IND,ILB,16,50,25,2,1,8,1,2,0,1,0,0,4.6,73.3
219,Ronald Bartell,LAR,CB,15,55,6,2,0,0,0,10,0,1,0,0,4.9,73
220,Madieu Williams,MIN,FS,14,49,25,1,0.5,4,1,2,1,1,0,0,5.2,72.9
221,Roy Williams,CIN,SS,12,38,21,4,1,3,2,1,1,1,3,0,6.1,72.8
222,Alphonso Smith,DET,DB,12,30,9,2,0,0,1,8,5,1,1,1,6,72.5
223,Sione Pouha,NYJ,NT,16,41,18,3,2,14,2,3,0,0,3,0,4.5,72.4
224,Stephen Nicholas,ATL,OLB,16,58,14,2,0,0,0,2,1,0,0,0,4.5,72
225,Reed Doughty,WAS,FS,15,45,35,1,1,4,1,2,0,1,0,0,4.8,71.9
225,Scott Fujita,CLE,LB,9,36,15,3,3.5,34,5,1,1,2,0,0,8,71.9
227,Antonio Smith,HOU,DE,16,23,14,7,3.5,26,20,2,0,1,0,0,4.5,71.6
228,Drew Coleman,NYJ,DB,16,32,2,4,4,35,1,4,1,5,0,0,4.5,71.5
229,Bryan Thomas,NYJ,LB,16,31,8,9,6,31,5,1,0,1,1,0,4.4,71.1
230,Brodney Pool,NYJ,DB,15,38,12,2,1,6,2,11,1,1,1,0,4.7,70.6
231,Tracy Porter,NO,CB,12,45,15,5,0,0,0,7,1,0,1,0,5.9,70.5
231,Antonio Cromartie,NYJ,CB,15,41,1,0,0,0,0,17,3,0,1,0,4.7,70.5
233,Chris Houston,DET,CB,15,48,6,1,0,0,0,12,1,1,0,0,4.7,70
234,Carlos Rogers,WAS,CB,12,43,11,0,0,0,0,12,2,1,0,0,5.8,69.5
235,Jim Leonhard,NYJ,FS,11,52,4,1,0,0,1,4,1,1,1,0,6.3,69
236,Champ Bailey,DEN,CB,15,41,4,3,1,9,1,13,2,0,0,0,4.6,68.9
237,Parys Haralson,SF,OLB,15,29,13,7,4,28,9,0,0,0,2,0,4.6,68.3
238,Mike Jenkins,DAL,CB,16,51,4,0,0,0,0,9,1,1,0,0,4.2,68
238,Captain Munnerlyn,CAR,DB,16,41,4,0,0,0,0,12,3,0,0,1,4.2,68
238,Stylez White,TB,DE,16,28,8,6,4.5,30,12,0,0,2,0,0,4.2,68
241,Spencer Johnson,BUF,DT,14,41,14,4,2,17,1,3,0,1,1,0,4.8,67.7
242,Tyjuan Hagler,IND,LB,13,43,11,1,1,1,1,3,1,0,1,0,5.2,67.6
242,Dave Ball,TEN,DE,11,20,10,6,7,36,13,3,0,0,1,0,6.1,67.6
244,Dunta Robinson,ATL,CB,15,52,3,1,0,0,0,7,1,0,1,0,4.5,67.5
244,Paul Oliver,LAC,SS,16,44,15,1,0,0,0,3,1,1,2,0,4.2,67.5
244,Jerraud Powers,IND,CB,10,42,11,5,0,0,0,9,2,0,0,0,6.8,67.5
244,Josh Wilson,BAL,CB,14,34,3,2,0,0,0,14,3,0,1,1,4.8,67.5
248,Marcus Benard,CLE,ILB,15,16,10,8,7.5,33,18,2,0,0,0,0,4.5,67.3
249,Leon Hall,CIN,CB,16,29,10,3,0,0,1,11,4,2,0,0,4.2,67
250,Jameel McClain,BAL,ILB,16,45,25,1,1,3,1,2,0,0,1,0,4.2,66.8
251,Amobi Okoye,HOU,DT,16,27,18,7,3,27,12,0,0,0,1,0,4.2,66.7
252,Shawntae Spencer,SF,CB,16,38,4,0,0.5,6,1,9,3,1,1,0,4.2,66.6
252,Cory Redding,BAL,DE,15,31,11,8,3,21,7,4,1,0,0,0,4.4,66.6
252,Lawrence Jackson,DET,DE,11,21,13,5,6,51,10,1,0,1,1,0,6.1,66.6
255,Lardarius Webb,BAL,FS,15,47,7,1,0,0,2,9,2,0,0,0,4.4,66.5
256,Kendall Langford,MIA,DE,16,33,14,6,3,3,4,4,0,2,0,0,4.1,66.3
257,Jonathan Babineaux,ATL,DT,15,19,8,6,4,32,6,2,1,2,1,1,4.4,66.2
258,Antwan Applewhite,LAC,DE,16,35,11,6,3,6,5,2,0,2,0,0,4.1,66.1
259,Michael Adams,ARI,DB,16,37,8,3,0,0,0,7,2,0,1,1,4.1,66
259,Derek Cox,JAX,CB,13,41,8,1,0,0,0,8,4,0,0,0,5.1,66
259,Vontae Davis,MIA,CB,16,43,8,1,0,0,0,12,1,1,0,0,4.1,66
262,Rashean Mathis,JAX,CB,16,47,11,1,0,0,0,6,1,1,0,0,4.1,65.5
262,Eric Barton,CLE,LB,16,47,19,4,0,0,1,1,0,0,1,0,4.1,65.5
264,Chinedum Ndukwe,CIN,S,12,38,17,2,1,8,5,3,1,0,1,0,5.4,65.3
265,Kareem Moore,WAS,DB,12,39,24,0,0,0,0,5,1,0,2,0,5.4,65
266,Jason Pierre-Paul,NYG,DE,16,17,4,7,4.5,36,8,6,0,2,2,0,4,64.6
267,Johnathan Joseph,CIN,CB,12,37,5,2,0,0,0,8,3,0,0,1,5.4,64.5
267,Charlie Peprah,GB,SS,14,43,15,3,0,0,0,5,2,0,0,0,4.6,64.5
267,Tim Jennings,CHI,CB,16,39,15,2,0,0,0,7,1,1,1,0,4,64.5
270,Ahmad Brooks,SF,OLB,15,24,2,8,5,33,10,2,1,1,0,0,4.3,64.3
271,Darryl Tapp,PHI,DE,14,27,1,8,3,17,7,5,0,0,3,0,4.6,64.2
272,William Gay,PIT,FS,16,34,5,4,2,15,4,11,0,1,0,0,4,64
272,Corey Williams,DET,DT,16,32,5,8,2,5,7,4,1,1,0,0,4,64
274,Jacob Ford,TEN,DE,14,31,11,8,3,23,8,0,0,1,0,0,4.6,63.8
275,Quentin Jammer,LAC,CB,16,42,3,0,0,0,0,11,2,1,0,0,4,63.5
276,Gerald McRath,TEN,LB,12,43,14,4,1.5,14,3,2,0,0,0,0,5.3,63.4
277,Turk McBride,DET,DE,15,16,17,4,5,36,9,0,0,3,1,0,4.2,63.1
278,Kevin Williams,MIN,DT,16,27,12,8,1,8,6,10,0,1,0,0,3.9,62.8
278,Dwan Edwards,BUF,NT,11,31,26,2,1,18,5,2,1,1,0,0,5.7,62.8
278,Alex Brown,NO,DE,16,32,7,6,2,13,7,3,0,1,1,0,3.9,62.8
