Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
25,Karlos Dansby,MIA,ILB,16,89,16,10,2,13,9,5,1,2,0,0,8.5,135.3
26,Patrick Willis,SF,ILB,13,74,23,7,2,12,4,12,1,4,2,0,10.4,134.7
27,David Hawthorne,SEA,OLB,15,72,43,9,2,8,2,6,3,0,1,1,8.9,133.3
28,David Harris,NYJ,LB,16,65,20,8,5,21,11,9,4,0,0,1,8.3,133.1
29,Calais Campbell,ARI,DE,16,51,20,12,7.5,60,17,10,1,2,1,0,8.3,133
30,Paul Posluszny,JAX,ILB,16,70,49,6,2.5,20,7,9,2,1,0,0,8.3,132.5
31,Jairus Byrd,BUF,FS,16,75,23,5,1,9,1,8,3,3,1,1,8.2,130.4
32,Charles Woodson,GB,SS,15,63,12,4,2,11,3,16,7,1,1,1,8.7,130.1
33,Brian Urlacher,CHI,LB,16,84,18,9,0,0,0,7,3,0,2,1,8.1,130
33,Jason McCourty,TEN,CB,15,85,20,1,1,10,0,13,2,1,1,0,8.7,130
35,Daryl Smith,JAX,OLB,16,73,33,6,2.5,28,9,8,1,2,0,0,8.1,129.3
36,Rolando McClain,OAK,ILB,15,77,22,8,4,31,7,13,0,0,0,0,8.6,129.1
37,Antoine Bethea,IND,SS,16,80,59,2,0,0,1,7,0,2,1,0,8,128.5
38,Cliff Avril,DET,DE,16,29,7,7,11,92,11,4,1,6,3,2,8,127.7
39,Morgan Burnett,GB,FS,16,75,29,1,1,3,2,11,3,2,2,0,7.9,126.8
40,Chris Clemons,SEA,DE,16,34,17,12,12,92,24,5,0,3,0,0,7.9,125.7
41,Aldon Smith,SF,OLB,16,30,6,13,14,104,26,4,0,2,1,0,7.8,125.4
42,Kevin Burnett,MIA,OLB,16,82,21,10,2.5,18,3,3,1,0,0,1,7.8,124.3
43,Donald Butler,LAC,OLB,16,75,19,10,2,17,4,2,1,2,1,1,7.8,124.2
44,Sean Lee,DAL,OLB,15,70,34,10,1,0,3,7,4,0,1,0,8.3,124
45,Kam Chancellor,SEA,SS,15,73,21,3,1,10,1,12,4,2,1,0,8.2,123.5
46,EJ Henderson,MIN,LB,16,78,29,8,2,23,4,3,0,3,0,0,7.7,122.8
47,Clay Matthews,GB,ILB,15,37,13,8,6,29,22,9,3,3,0,1,8.1,121.4
48,Reggie Nelson,CIN,FS,16,57,25,4,2,16,6,12,4,2,0,1,7.6,121.1
49,George Wilson,BUF,SS,13,76,28,2,0,0,1,6,4,2,1,0,9.3,120.6
50,Connor Barwin,HOU,OLB,16,34,13,12,11.5,79,27,7,0,1,0,0,7.5,120.4
51,Ryan Kerrigan,WAS,OLB,16,42,21,9,8,56,12,4,1,4,0,1,7.5,120.1
52,Quintin Mikell,LAR,SS,16,75,16,3,1,9,2,5,2,5,1,0,7.5,119.9
52,Rob Ninkovich,NE,OLB,16,42,31,7,6.5,54,9,4,2,1,3,1,7.5,119.9
54,Lance Briggs,CHI,OLB,16,86,19,9,0,0,1,4,1,2,0,0,7.4,118.5
54,Troy Polamalu,PIT,SS,16,64,27,7,1,0,3,14,2,0,1,1,7.4,118.5
56,Lardarius Webb,BAL,FS,16,55,13,1,1,5,2,20,5,1,0,1,7.3,117
57,DJ Williams,DEN,ILB,13,69,20,8,5,38,5,2,0,2,1,0,9,116.8
58,Charlie Peprah,GB,SS,16,65,29,3,0,0,0,10,5,1,0,1,7.3,116.5
59,Kamerion Wimbley,OAK,OLB,16,51,11,15,7,54,19,3,1,0,0,0,7.2,115.9
60,DeAngelo Hall,WAS,FS,16,66,25,4,1,3,2,17,3,1,0,0,7.2,115.8
60,Jeremy Mincey,JAX,DE,16,40,17,10,8,53,17,1,1,4,1,0,7.2,115.8
62,Yeremiah Bell,MIA,FS,16,81,26,2,2,14,4,4,1,0,1,0,7.2,115.4
63,Mathias Kiwanuka,NYG,DE,16,61,20,14,3.5,28,9,2,1,1,1,0,7.2,114.8
64,Darian Stewart,LAR,SS,15,60,16,9,3,23,3,11,1,2,0,1,7.6,114.3
65,Andre Carter,NE,DE,14,31,21,13,11,79,22,1,0,2,0,0,8.1,113.4
66,Eric Weddle,LAC,FS,16,66,18,3,0,0,1,12,7,0,0,0,7.1,113
67,Ray Lewis,BAL,LB,12,72,23,3,2,16,4,7,1,2,0,0,9.3,112.1
68,Julius Peppers,CHI,DE,16,32,5,14,11.5,74,14,4,0,3,2,0,7,111.9
69,Michael Boley,NYG,OLB,14,72,19,4,1,6,2,3,0,1,3,1,7.9,111.1
70,James Harrison,PIT,LB,11,48,11,13,9,54,15,0,0,2,0,0,10.1,110.9
71,DeAndre Levy,DET,OLB,16,72,35,9,1,15,1,1,1,1,0,0,6.9,110
72,Chris Long,LAR,DE,16,31,6,15,13,86,21,2,0,1,0,0,6.8,109.6
73,Anthony Spencer,DAL,OLB,16,50,15,12,5,18,15,1,0,4,0,0,6.8,109.3
74,Tyvon Branch,OAK,SS,16,78,28,3,1,10,1,4,1,0,1,0,6.8,109
75,Robert Mathis,IND,OLB,16,29,16,9,9.5,72,17,1,0,3,3,0,6.8,108.2
76,Justin Smith,SF,DT,16,45,13,6,6.5,44,19,2,0,3,1,0,6.7,107.9
77,Trent Cole,PHI,OLB,14,41,5,14,11,81,15,2,0,1,0,0,7.7,107.6
77,Ronde Barber,TB,FS,16,66,12,6,1,6,1,9,3,1,1,0,6.7,107.6
79,Earl Thomas,SEA,FS,16,67,25,6,0,0,1,6,2,1,2,0,6.7,107.5
80,Jabaal Sheard,CLE,DE,16,40,14,9,8.5,73,7,2,0,5,1,0,6.7,107.3
80,JJ Watt,HOU,DE,16,49,7,13,5.5,48,16,4,0,0,2,0,6.7,107.3
82,Patrick Peterson,ARI,CB,16,59,5,1,1,4,1,13,2,0,0,0,6.7,106.8
83,Kyle Arrington,NE,CB,16,60,17,1,0,0,0,13,7,0,1,0,6.7,106.5
83,Brandon Browner,SEA,SS,16,51,3,1,0,0,0,23,6,0,0,2,6.7,106.5
85,Calvin Pace,NYJ,OLB,16,53,19,7,4.5,16,9,2,1,3,1,0,6.6,106.1
86,Leroy Hill,SEA,LB,16,68,21,8,4,32,5,0,0,1,0,0,6.6,105.7
87,Dawan Landry,JAX,SS,16,71,26,1,0.5,2,2,4,2,1,1,0,6.5,104.2
88,Jerod Mayo,NE,ILB,14,58,37,4,2,5,6,4,2,1,0,0,7.4,104
88,Antrel Rolle,NYG,SS,16,82,14,2,0,0,0,4,2,1,0,0,6.5,104
90,Eric Wright,DET,CB,16,66,7,3,0,0,0,16,4,1,0,0,6.5,103.5
91,Bernard Pollard,BAL,SS,16,55,20,2,2,14,3,13,1,3,1,0,6.5,103.4
91,Jamar Chaney,PHI,ILB,16,67,23,4,1,9,1,8,3,0,0,0,6.5,103.4
93,Cameron Wake,MIA,OLB,16,37,5,15,8.5,48,24,3,0,0,0,0,6.5,103.3
94,Haloti Ngata,BAL,DT,16,37,28,6,5,21,8,5,0,2,3,1,6.4,103.1
95,Lawrence Timmons,PIT,OLB,16,63,25,5,2,13,6,5,1,1,0,0,6.4,102.8
96,Jordan Babineaux,TEN,SS,16,68,21,2,0,0,0,7,1,1,1,1,6.4,102.5
96,Brian Orakpo,WAS,OLB,16,34,25,6,9,60,12,5,0,2,1,0,6.4,102.5
98,Paris Lenon,ARI,ILB,16,64,29,5,3,18,5,3,0,0,1,0,6.4,102.3
99,Ryan Clark,PIT,FS,16,71,29,5,1,7,1,5,1,0,0,0,6.4,102.2
100,Tramon Williams,GB,FS,15,53,12,2,0,0,1,19,4,0,1,1,6.8,102
101,Geno Atkins,CIN,DT,16,26,21,10,8,47,15,3,0,2,2,1,6.3,101.2
102,Takeo Spikes,LAC,LB,16,64,42,5,1,8,1,3,1,0,0,0,6.2,99.8
103,Kenny Phillips,NYG,FS,15,59,23,1,0,0,2,11,4,1,0,0,6.6,99.5
104,John Abraham,ATL,OLB,15,25,10,10,9.5,71,16,2,0,4,1,0,6.6,99.1
105,Sean Jones,TB,DB,16,71,16,3,1,10,2,3,0,1,2,0,6.2,99
106,Ahtyba Rubin,CLE,DT,16,55,27,4,5,36,12,0,0,0,0,0,6.1,98.1
107,Tim Jennings,CHI,CB,16,69,6,4,0,0,0,10,2,1,1,0,6.1,98
108,Devin McCourty,NE,FS,14,63,22,5,0,0,0,12,2,0,0,0,6.9,97
109,Richard Marshall,ARI,CB,16,62,6,5,2,6,2,11,3,0,0,0,6,96.6
109,Eric Smith,NYJ,FS,16,60,23,5,2.5,21,3,4,1,0,1,0,6,96.6
111,Thomas Decoud,ATL,FS,16,66,17,2,0,0,2,6,4,0,0,0,6,96.5
112,Charles Johnson,CAR,DE,15,31,10,19,9,62,13,4,0,0,0,0,6.4,96.2
113,Malcolm Jenkins,NO,SS,15,62,14,0,1,10,3,9,0,1,1,1,6.4,96
114,Cortland Finnegan,TEN,CB,16,58,17,6,1,14,3,11,1,0,1,0,6,95.9
115,Bart Scott,NYJ,LB,16,53,12,9,4.5,28,8,1,0,1,1,0,5.9,94.8
116,Cary Williams,BAL,CB,16,61,16,1,0,0,0,18,0,2,0,0,5.9,94
117,Mason Foster,TB,ILB,16,57,25,5,2,13,3,2,1,1,1,0,5.9,93.8
118,Elvis Dumervil,DEN,DE,14,31,11,10,9.5,62,18,1,0,0,1,0,6.7,93.7
119,Chris Gocong,CLE,LB,16,47,20,8,3.5,23,7,3,0,2,1,0,5.8,93.3
120,Brandon Flowers,KC,CB,16,47,12,2,0,0,0,20,4,0,0,1,5.8,93
120,Dashon Goldson,SF,FS,14,52,12,1,0,0,1,9,6,1,1,0,6.6,93
120,Kavell Conner,IND,ILB,16,50,54,7,0,0,1,2,0,1,1,0,5.8,93
123,Israel Idonije,CHI,DE,16,41,11,12,5,32,9,0,0,0,2,1,5.8,92.7
124,Chris Houston,DET,CB,14,44,10,2,0,0,0,14,5,0,0,2,6.6,92
125,Nate Clements,CIN,SS,15,49,6,4,1,8,4,12,2,2,2,0,6.1,90.8
126,Charles Godfrey,CAR,SS,14,62,18,0,1,6,1,7,2,1,0,0,6.5,90.6
127,Rey Maualuga,CIN,ILB,13,53,35,3,0,0,0,2,1,3,1,0,7,90.5
127,Jabari Greer,NO,CB,16,61,11,3,0,0,0,18,1,0,0,0,5.7,90.5
129,Ahmad Brooks,SF,OLB,16,34,14,12,7,44,13,3,0,1,0,0,5.6,90.4
129,Jameel McClain,BAL,ILB,16,47,34,3,1,4,1,5,1,0,2,1,5.6,90.4
131,Erik Walden,GB,OLB,16,40,19,6,3,17,12,3,0,1,1,1,5.6,90.2
132,Justin Houston,KC,OLB,16,43,8,10,5.5,28,9,4,0,1,1,0,5.6,89.8
133,Brian Robison,MIN,DE,16,27,17,6,8,58,10,1,0,3,2,0,5.6,89.3
134,Joe Haden,CLE,CB,15,53,12,2,1,0,1,19,0,1,1,0,5.9,89
134,Matt Giordano,OAK,FS,15,52,14,1,1,10,3,5,5,1,0,0,5.9,89
136,Darnell Dockett,ARI,DT,16,35,16,10,3.5,29,16,1,0,1,2,0,5.6,88.9
137,Donte Whitner,SF,SS,15,49,13,2,0,0,3,10,2,1,3,0,5.9,88.5
138,Greg Hardy,CAR,DE,16,38,12,8,4,22,10,11,0,1,0,0,5.5,88.2
139,Carlos Rogers,SF,CB,16,41,3,2,0,0,1,18,6,0,0,1,5.5,87.5
139,Adrian Wilson,ARI,SS,16,48,17,8,0,0,3,14,1,1,0,0,5.5,87.5
141,Kurt Coleman,PHI,SS,15,54,20,1,0,0,2,5,4,1,0,0,5.8,87
142,Antwan Barnes,LAC,OLB,16,32,5,6,11,64,11,1,0,2,0,0,5.4,86.9
143,Bryan Scott,BUF,OLB,16,46,13,4,1,2,1,6,2,0,1,2,5.4,86.7
144,Darrelle Revis,NYJ,CB,16,41,11,1,0,0,0,21,4,0,0,1,5.4,86.5
144,Jacob Lacey,IND,CB,15,47,23,1,0,0,0,6,1,3,1,1,5.8,86.5
146,Gerald Sensabaugh,DAL,FS,16,58,14,0,0,0,0,3,2,2,2,0,5.4,86
147,Lamarr Woodley,PIT,OLB,10,26,13,10,9,69,13,2,1,0,0,0,8.5,85.4
148,Michael Griffin,TEN,SS,16,59,16,3,0,0,0,6,2,1,0,0,5.3,85
149,Chris Chamberlain,LAR,ILB,16,58,16,6,2,9,1,1,1,1,0,0,5.3,84.9
150,James Hall,LAR,DE,15,38,12,9,6,48,11,2,0,0,0,0,5.7,84.8
151,Jo-Lonn Dunbar,NO,OLB,16,54,22,4,1,3,1,6,0,2,0,0,5.3,84.3
152,Vince Wilfork,NE,NT,16,28,23,6,2.5,17,8,3,2,1,2,1,5.3,84.2
153,Amari Spievey,DET,FS,15,60,8,0,1,0,2,4,3,0,1,0,5.6,84
154,Kyle Vanden Bosch,DET,DE,16,26,9,6,8,63,10,0,0,4,1,0,5.2,83.8
155,Aaron Curry,OAK,OLB,16,48,19,5,0,0,4,5,0,0,2,1,5.2,83.5
155,Kendrick Lewis,KC,SS,16,47,11,0,0,0,0,10,3,1,1,1,5.2,83.5
155,Colin McCarthy,TEN,ILB,13,52,13,5,0,0,2,3,1,2,2,0,6.4,83.5
158,Tommy Kelly,OAK,DT,16,27,14,3,7.5,33,11,5,1,2,1,0,5.2,83.3
159,Cedric Griffin,MIN,SS,16,55,12,1,0,0,0,9,1,3,0,0,5.2,83
159,Jarret Johnson,BAL,OLB,16,40,16,6,2.5,20,7,3,0,1,1,1,5.2,83
159,Josh Wilson,WAS,CB,16,49,14,0,0,0,0,15,2,1,1,0,5.2,83
162,Wesley Woodyard,DEN,ILB,15,60,27,1,0,0,0,2,0,2,0,0,5.5,82.5
163,Corey Webster,NYG,CB,16,43,8,1,0,0,0,16,6,0,0,0,5.1,82
163,Glover Quin,HOU,FS,16,59,18,2,0,0,0,9,0,0,1,0,5.1,82
165,AJ Hawk,GB,OLB,14,53,31,4,1.5,14,2,3,0,0,0,0,5.8,81.9
166,Joe Mays,DEN,ILB,16,63,11,8,0,0,3,2,0,0,0,0,5.1,81.5
166,Richard Sherman,SEA,CB,16,46,7,0,0,0,0,17,4,1,0,0,5.1,81.5
168,James Farrior,PIT,LB,14,54,24,2,2,13,5,3,0,0,0,0,5.8,81.3
169,William Gay,PIT,FS,16,49,12,4,0,0,0,13,2,0,1,0,5.1,81
169,Mark Anderson,NE,OLB,16,17,12,8,9.5,70,14,1,0,2,1,0,5.1,81
171,Adrian Clayborn,TB,DE,16,27,13,6,7.5,44,12,1,0,3,0,0,5.1,80.9
172,Akeem Ayers,TEN,OLB,16,48,23,6,2,10,2,2,0,1,1,0,5,80.5
173,KJ Wright,SEA,OLB,16,46,15,10,2,9,4,2,0,1,1,0,5,80.4
174,Terence Newman,DAL,CB,14,46,8,1,0,0,0,8,4,0,1,1,5.7,80
175,Brooks Reed,HOU,OLB,16,30,14,7,6,36,11,3,0,0,2,0,5,79.6
176,Jamarca Sanford,MIN,SS,15,44,27,1,0,0,1,5,2,1,2,0,5.3,79.5
177,Drayton Florence,BUF,CB,16,41,9,0,0,0,0,12,3,1,1,1,4.9,78.5
178,Chris Crocker,CIN,SS,16,45,16,2,3.5,14,7,5,0,1,0,0,4.9,78.4
179,Erin Henderson,MIN,ILB,15,44,26,7,1.5,3,3,2,0,2,0,0,5.2,78.3
180,Jovan Belcher,KC,LB,16,61,26,2,0,0,1,1,0,0,0,0,4.9,78
181,Justin Durant,DET,ILB,13,53,15,7,2,2,2,1,0,1,0,0,6,77.7
182,Michael Johnson,CIN,DE,16,27,15,6,5.5,29,12,5,1,1,0,0,4.8,77.4
183,AJ Jefferson,ARI,CB,16,59,6,1,0,0,0,11,1,0,0,0,4.8,77
184,Aaron Ross,NYG,CB,16,45,14,1,0,0,1,12,4,0,0,0,4.8,76
185,Scott Shanle,NO,LB,16,42,26,5,1,7,2,5,1,1,0,0,4.7,75.7
186,Sherrod Martin,CAR,SS,16,47,17,1,0,0,2,8,3,0,0,0,4.7,75.5
186,Michael Bennett,TB,DE,14,36,4,12,4,25,6,0,0,1,2,0,5.4,75.5
186,Cory Redding,BAL,DE,15,29,14,11,4.5,25,12,2,0,0,1,0,5,75.5
189,Cullen Jenkins,PHI,DE,16,33,7,11,5.5,27,11,0,0,0,1,0,4.7,75.2
190,Muhammad Wilkerson,NYJ,DE,16,35,13,13,3,24,5,2,0,1,0,0,4.7,74.9
191,Stanford Routt,OAK,CB,16,42,7,2,0,0,0,15,4,0,0,0,4.7,74.5
191,Sam Acho,ARI,OLB,16,30,5,5,7,50,4,2,0,3,1,0,4.7,74.5
193,Jurrell Casey,TEN,NT,16,40,13,7,2.5,16,7,1,0,1,1,0,4.6,74.1
194,Johnathan Joseph,HOU,CB,15,40,4,2,0,0,0,15,4,1,0,0,4.9,74
194,Patrick Robinson,NO,CB,15,38,8,5,0,0,0,15,4,0,0,0,4.9,74
196,Domata Peko,CIN,NT,16,34,32,6,2.5,19,5,0,0,1,1,0,4.6,73.9
197,Brett Keisel,PIT,DE,14,33,15,5,3,23,5,6,0,2,1,0,5.3,73.8
197,Randy Starks,MIA,DE,16,29,5,10,4.5,23,11,4,2,0,0,0,4.6,73.8
197,Jacquian Williams,NYG,OLB,16,49,12,2,1,8,1,4,0,0,3,0,4.6,73.8
200,Will Witherspoon,TEN,OLB,16,39,14,5,2,7,3,3,1,1,2,0,4.6,73.7
201,Reed Doughty,WAS,FS,16,49,27,2,0,0,0,0,0,2,1,0,4.6,73.5
201,Chris Harris,DEN,CB,16,57,9,1,0,0,2,6,1,0,0,0,4.6,73.5
203,William Moore,ATL,SS,12,40,14,1,0.5,4,3,9,2,2,0,0,6.1,73.4
203,Phil Taylor,CLE,NT,16,37,22,6,4,14,6,1,0,1,0,0,4.6,73.4
205,Brian Dawkins,DEN,SS,14,38,13,5,3,38,4,7,0,1,0,0,5.2,73.3
206,Major Wright,CHI,SS,12,41,16,2,0,0,1,6,3,0,0,1,6.1,73
207,Marcell Dareus,BUF,DT,16,32,11,9,5.5,33,8,1,0,0,1,0,4.6,72.8
208,Antoine Cason,LAC,CB,16,46,7,0,0,0,0,17,2,0,0,0,4.5,72.5
208,Ray McDonald,SF,DT,15,28,10,6,5.5,35,8,2,0,2,1,0,4.8,72.5
208,Steve Gregory,LAC,FS,15,54,11,0,0,0,1,3,1,0,0,1,4.8,72.5
211,Ed Reed,BAL,FS,16,44,8,1,1,4,1,8,3,1,0,0,4.5,72.4
212,Sione Pouha,NYJ,NT,16,41,16,5,1,11,1,3,0,1,2,0,4.5,72.1
212,Brian Rolle,PHI,ILB,16,40,11,6,1,6,2,4,0,1,1,1,4.5,72.1
214,Mike Adams,CLE,FS,16,41,20,0,0,0,0,6,3,1,1,0,4.5,72
215,Justin King,LAR,CB,12,47,10,4,1,6,2,5,1,1,0,0,6,71.6
216,Tracy Porter,NO,CB,14,41,10,2,0,0,1,10,1,2,1,0,5.1,71
216,Andre' Goodman,DEN,CB,16,41,8,1,0,0,0,10,2,0,1,1,4.4,71
218,Reshad Jones,MIA,FS,15,45,17,3,2,14,2,4,1,0,0,0,4.7,70.9
219,Dwight Freeney,IND,DE,16,13,6,7,8.5,88,16,0,0,2,0,0,4.4,70.8
220,Shaun Phillips,LAC,OLB,12,30,12,8,3.5,27,6,5,2,0,0,0,5.9,70.7
221,Chris Canty,NYG,DE,16,31,16,11,4,20,7,1,0,0,0,0,4.4,70
222,Antonio Smith,HOU,DE,16,19,5,10,6,44,16,3,0,1,0,0,4.4,69.9
223,Clark Haggans,ARI,LB,16,30,17,5,3.5,23,9,2,0,1,1,0,4.4,69.8
223,Osi Umenyiora,NYG,OLB,9,16,9,8,8.5,63,11,1,0,2,0,0,7.8,69.8
223,Perry Riley,WAS,ILB,16,34,29,7,1,3,2,4,0,0,2,0,4.4,69.8
226,Geno Hayes,TB,OLB,16,44,19,5,0,0,0,2,1,2,0,0,4.3,69.5
226,Sean Smith,MIA,CB,16,51,9,0,0,0,0,8,2,0,0,0,4.3,69.5
228,Justin Tuck,NYG,DE,12,27,10,6,5,40,10,4,0,1,0,0,5.8,69
228,Brandon Carr,KC,CB,16,39,6,0,0,0,0,15,4,0,0,0,4.3,69
228,DeMeco Ryans,HOU,ILB,16,44,20,6,0,0,2,4,0,1,0,0,4.3,69
231,Frostee Rucker,CIN,DE,16,32,13,11,4,24,7,2,0,0,0,0,4.3,68.9
232,Quincy Black,TB,LB,14,49,11,7,0,0,0,1,1,1,0,0,4.9,68.5
232,Will Smith,NO,DE,14,22,12,9,6,55,10,1,0,1,0,0,4.9,68.5
232,Dan Connor,CAR,ILB,15,52,21,3,0,0,0,0,0,1,0,0,4.6,68.5
232,Deon Grant,NYG,SS,16,41,17,2,1,10,2,6,1,0,1,0,4.3,68.5
236,Drew Coleman,JAX,DB,16,30,13,3,2,9,0,9,2,3,0,0,4.3,68.4
237,Captain Munnerlyn,CAR,DB,14,37,15,3,2,7,2,5,0,2,1,0,4.9,68.2
238,Oshiomogho Atogwe,WAS,DB,13,36,23,2,1,6,1,6,3,0,0,0,5.2,68.1
239,Sheldon Brown,CLE,CB,16,38,10,0,0,0,0,13,2,1,1,0,4.2,68
240,Vontae Davis,MIA,CB,12,39,4,2,1,7,2,8,4,0,0,0,5.6,67.7
241,Philip Wheeler,IND,OLB,13,43,36,3,1,6,1,0,0,0,0,0,5.2,67.6
242,Jonathan Vilma,NO,OLB,11,36,17,1,0,0,1,3,0,1,3,1,6.1,67.5
243,Aqib Talib,TB,CB,13,31,4,2,0,0,0,11,2,1,0,2,5.2,67
243,Abram Elam,DAL,FS,16,50,14,4,0,0,0,0,0,1,1,0,4.2,67
243,EJ Biggers,TB,CB,16,52,4,0,0,0,0,10,1,0,0,0,4.2,67
243,Jordan Senn,CAR,OLB,16,39,26,1,0,0,0,2,1,3,0,0,4.2,67
243,Nate Allen,PHI,FS,15,44,14,3,0,0,0,7,2,0,0,0,4.5,67
248,Kevin Williams,MIN,DT,14,24,13,9,5,34,9,2,0,1,0,0,4.8,66.9
249,Stephen Bowen,WAS,DE,16,20,22,5,6,38,11,1,0,0,1,0,4.2,66.8
250,Lamarr Houston,OAK,OLB,16,36,15,6,1,2,3,3,1,0,2,0,4.2,66.7
251,Dave Ball,TEN,DE,14,25,10,7,4,26,8,2,0,2,1,0,4.8,66.6
252,Orlando Scandrick,DAL,CB,13,42,7,4,2,14,3,5,1,0,0,0,5.1,65.9
252,Antonio Garay,LAC,NT,16,37,20,6,2.5,9,7,0,0,0,0,0,4.1,65.9
254,Desmond Bryant,OAK,DT,16,30,5,8,5,32,8,1,0,1,0,0,4.1,65.7
255,Spencer Johnson,BUF,DT,16,30,17,3,2,21,3,2,1,1,0,1,4,64.6
256,Usama Young,CLE,FS,16,47,18,4,0,0,0,1,1,0,0,0,4,64
256,Tarell Brown,SF,CB,16,35,4,0,0,0,0,15,4,0,0,0,4,64
256,DJ Moore,CHI,CB,13,31,12,0,0,0,1,8,4,0,0,1,4.9,64
256,Jerraud Powers,IND,CB,12,33,18,4,0,0,0,6,2,0,0,1,5.3,64
256,Karl Klug,TEN,DT,16,18,2,7,7,50,9,4,0,2,0,0,4,64
261,Carlos Dunlap,CIN,DE,12,11,11,4,4.5,42,18,3,0,0,1,1,5.3,63.7
262,Chris Gamble,CAR,CB,15,37,7,2,0,0,0,12,3,0,0,0,4.2,63.5
262,Danieal Manning,HOU,SS,13,44,15,0,0,0,1,5,2,0,0,0,4.9,63.5
264,Asante Samuel,PHI,CB,14,30,4,0,0,0,0,10,3,1,1,1,4.5,63
264,Sam Shields,GB,CB,15,38,2,0,0,0,0,12,4,0,0,0,4.2,63
266,Kelvin Sheppard,BUF,OLB,16,42,19,3,0,0,2,1,0,0,1,0,3.9,62.5
267,Brady Poppinga,LAR,LB,15,37,14,2,0,0,5,2,0,1,2,0,4.1,62
268,Jonathan Fanene,CIN,DE,16,17,6,10,6,38,9,1,0,0,2,0,3.9,61.8
268,Patrick Chung,NE,SS,8,37,25,1,1,3,2,4,1,0,0,0,7.7,61.8
270,Antonio Cromartie,NYJ,CB,16,34,9,0,0,0,0,12,4,1,0,0,3.8,61.6
271,Ray Edwards,ATL,DE,16,24,9,6,3.5,29,8,3,0,0,2,0,3.8,61.4
272,Jon McGraw,KC,SS,10,31,16,2,1,13,1,6,3,1,0,0,6.1,61.3
273,Quentin Jammer,LAC,CB,15,44,8,2,0,0,0,8,0,0,1,0,4.1,61
273,Jim Leonhard,NYJ,FS,13,38,10,1,0,0,2,6,1,1,1,0,4.7,61
275,LaRon Landry,WAS,FS,8,35,13,2,1.5,12,6,1,0,1,1,0,7.6,60.7
276,Brent Grimes,ATL,CB,12,35,11,0,0,0,0,14,1,1,0,0,5,60.5
277,Husain Abdullah,MIN,FS,9,43,5,3,1,8,1,5,1,0,0,0,6.7,60.3
278,Dunta Robinson,ATL,CB,16,39,10,1,0,0,0,9,2,0,0,0,3.8,60
278,Brandon Mebane,SEA,NT,16,40,16,7,0,0,4,1,0,0,0,0,3.8,60
