Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
16,DeSean Jackson,WAS,WR,15,95,56,58.9,1169,6,81,12.3,20.9,4,7,1.8,0,0,0,10.2,153.6
17,Kelvin Benjamin,CAR,WR,16,145,73,50.3,1008,9,51,7,13.8,0,0,0,0,1,1,9.6,152.8
18,Mike Wallace,MIA,WR,16,115,67,58.3,862,10,50,7.5,12.9,4,16,4,0,2,1,9.1,145.8
19,Torrey Smith,BAL,WR,16,92,49,53.3,767,11,53,8.3,15.7,0,0,0,0,0,0,8.9,142.7
20,Steve Smith,BAL,WR,16,134,79,59,1065,6,80,7.9,13.5,0,0,0,0,1,1,8.8,140.5
21,Brandon LaFell,NE,WR,16,119,74,62.2,953,7,56,8,12.9,2,13,6.5,0,1,1,8.5,136.6
21,Anquan Boldin,SF,WR,16,131,83,63.4,1062,5,76,8.1,12.8,1,4,4,0,0,0,8.5,136.6
23,AJ Green,CIN,WR,13,116,69,59.5,1041,6,81,9,15.1,2,2,1,0,3,2,10.5,136.3
24,Jordan Matthews,PHI,WR,16,103,67,65,872,8,44,8.5,13,0,0,0,0,0,0,8.4,135.2
25,Sammy Watkins,BUF,WR,16,128,65,50.8,982,6,84,7.7,15.1,2,8,4,0,1,1,8.3,133
26,Roddy White,ATL,WR,14,124,80,64.5,921,7,39,7.4,11.5,0,0,0,0,3,1,9.4,132.1
27,Julian Edelman,NE,WR,14,134,92,68.7,972,4,69,7.3,10.6,10,94,9.4,0,3,0,9.3,130.6
28,Eric Decker,NYJ,WR,15,114,74,64.9,962,5,74,8.4,13,0,0,0,0,0,0,8.4,126.2
29,Mohamed Sanu,CIN,WR,16,98,56,57.1,790,5,76,8.1,14.1,7,51,7.3,0,0,0,7.7,123.26
30,Malcom Floyd,LAC,WR,16,92,52,56.5,856,6,59,9.3,16.5,0,0,0,0,0,0,7.6,121.6
31,Eddie Royal,LAC,WR,16,91,62,68.1,778,7,47,8.5,12.5,3,14,4.7,0,1,1,7.4,119.2
32,Michael Floyd,ARI,WR,16,99,47,47.5,841,6,63,8.5,17.9,1,2,2,0,3,1,7.4,118.3
33,Marques Colston,NO,WR,16,99,59,59.6,902,5,57,9.1,15.3,0,0,0,0,1,1,7.4,118.2
34,Brandon Marshall,CHI,WR,13,106,61,57.5,721,8,47,6.8,11.8,0,0,0,0,1,1,9.1,118.1
35,Rueben Randle,NYG,WR,16,127,71,55.9,938,3,49,7.4,13.2,0,0,0,0,0,0,7,111.8
36,Kendall Wright,TEN,WR,14,93,57,61.3,715,6,48,7.7,12.5,4,54,13.5,0,1,1,7.9,110.9
36,Kenny Stills,NO,WR,15,83,63,75.9,931,3,69,11.2,14.8,1,-2,-2,0,1,0,7.4,110.9
38,Vincent Jackson,TB,WR,16,142,70,49.3,1002,2,50,7.1,14.3,0,0,0,0,1,1,6.9,110.2
38,Greg Jennings,MIN,WR,16,91,59,64.8,742,6,38,8.2,12.6,0,0,0,0,1,0,6.9,110.2
40,Terrance Williams,DAL,WR,16,65,37,56.9,621,8,51,9.6,16.8,0,0,0,0,0,0,6.9,110.1
41,Andre Johnson,HOU,WR,15,146,85,58.2,936,3,35,6.4,11,0,0,0,0,3,3,7,105.6
42,Martavis Bryant,PIT,WR,10,48,26,54.2,549,8,94,11.4,21.1,3,12,4,0,0,0,10.4,104.1
43,Allen Hurns,JAX,WR,16,97,51,52.6,677,6,63,7,13.3,0,0,0,0,0,0,6.5,103.7
44,Doug Baldwin,SEA,WR,16,98,66,67.3,825,3,49,8.4,12.5,1,8,8,0,0,0,6.3,101.3
45,James Jones,OAK,WR,16,111,73,65.8,666,6,42,6,9.1,0,0,0,0,2,1,6.3,100.6
46,Robert Woods,BUF,WR,16,104,65,62.5,699,5,37,6.7,10.8,0,0,0,0,1,1,6.2,99.9
47,John Brown,ARI,WR,16,103,48,46.6,696,5,75,6.8,14.5,3,-6,-2,0,0,0,6.2,99
48,Keenan Allen,LAC,WR,14,121,77,63.6,783,4,35,6.5,10.2,0,0,0,0,2,2,7,98.3
49,Jarvis Landry,MIA,WR,16,112,84,75,758,5,25,6.8,9,2,-4,-2,0,7,4,6.1,97.4
50,Andrew Hawkins,CLE,WR,15,112,63,56.2,825,2,65,7.4,13.1,3,15,5,0,0,0,6.4,96
51,Kenny Britt,LAR,WR,16,84,48,57.1,748,3,63,8.9,15.6,2,14,7,0,0,0,5.9,94.2
51,Michael Crabtree,SF,WR,16,108,68,63,698,4,51,6.5,10.3,1,4,4,0,0,0,5.9,94.2
53,Andre Holmes,OAK,WR,16,99,47,47.5,693,4,77,7,14.7,0,0,0,0,0,0,5.8,93.3
54,Pierre Garcon,WAS,WR,16,105,68,64.8,752,3,70,7.2,11.1,0,0,0,0,0,0,5.8,93.2
55,Larry Fitzgerald,ARI,WR,14,103,63,61.2,784,2,80,7.6,12.4,0,0,0,0,1,1,6.3,88.4
56,Reggie Wayne,IND,WR,15,116,64,55.2,779,2,80,6.7,12.2,0,0,0,0,1,1,5.9,87.9
57,Brandin Cooks,NO,WR,10,69,53,76.8,550,3,50,8,10.4,7,73,10.4,1,1,0,8.6,86.3
58,Percy Harvin,NYJ,WR,13,78,51,65.4,483,1,45,6.2,9.5,33,202,6.1,1,3,1,6,78.5
59,Markus Wheaton,PIT,WR,16,86,53,61.6,644,2,47,7.5,12.2,4,19,4.8,0,0,0,4.9,78.3
60,Jarius Wright,MIN,WR,16,62,42,67.7,588,2,87,9.5,14,5,71,14.2,0,0,0,4.9,77.9
61,Nate Washington,TEN,WR,16,72,40,55.6,647,2,80,9,16.2,0,0,0,0,0,0,4.8,76.7
62,Dwayne Bowe,KC,WR,15,95,60,63.2,754,0,37,7.9,12.6,0,0,0,0,2,0,5,75.4
63,Riley Cooper,PHI,WR,16,94,55,58.5,577,3,50,6.1,10.5,0,0,0,0,1,1,4.6,73.7
64,Devin Hester,ATL,WR,16,59,38,64.4,504,2,46,8.5,13.3,6,36,6,1,2,1,4.4,70
65,Harry Douglas,ATL,WR,12,74,51,68.9,556,2,41,7.5,10.9,0,0,0,0,0,0,5.8,69.6
66,Taylor Gabriel,CLE,WR,16,73,37,50.7,629,1,70,8.6,17,3,2,0.7,0,0,0,4.3,69.1
67,Miles Austin,CLE,WR,12,72,47,65.3,568,2,31,7.9,12.1,0,0,0,0,0,0,5.7,68.8
67,Allen Robinson,JAX,WR,10,81,48,59.3,548,2,54,6.8,11.4,0,0,0,0,0,0,6.9,68.8
69,Justin Hunter,TEN,WR,12,67,28,41.8,498,3,75,7.4,17.8,0,0,0,0,0,0,5.6,67.8
70,Jerricho Cotchery,CAR,WR,15,78,48,61.5,580,1,47,7.4,12.1,0,0,0,0,0,0,4.4,66
71,Cecil Shorts,JAX,WR,13,110,53,48.2,557,1,53,5.1,10.5,0,0,0,0,1,1,5,64.98
72,Hakeem Nicks,IND,WR,16,68,38,55.9,405,4,29,6,10.7,0,0,0,0,0,0,4,64.5
73,Donte Moncrief,IND,WR,16,49,32,65.3,444,3,79,9.1,13.9,4,17,4.2,0,0,0,4,64.1
74,Chris Hogan,BUF,WR,16,61,41,67.2,426,4,31,7,10.4,0,0,0,0,2,2,3.9,62.6
74,Davante Adams,GB,WR,16,66,38,57.6,446,3,45,6.8,11.7,0,0,0,0,0,0,3.9,62.6
76,Cole Beasley,DAL,WR,16,49,37,75.5,420,4,45,8.6,11.4,0,0,0,0,2,2,3.9,62
77,Jermaine Kearse,SEA,WR,15,69,38,55.1,537,1,60,7.8,14.1,2,15,7.5,0,0,0,4.1,61.88
78,Steve Johnson,SF,WR,13,50,35,70,435,3,32,8.7,12.4,0,0,0,0,0,0,4.7,61.5
79,Charles Johnson,MIN,WR,12,59,31,52.5,475,2,56,8.1,15.3,1,-11,-11,0,1,0,5,60.4
80,Cordarrelle Patterson,MIN,WR,16,67,33,49.3,384,1,28,5.7,11.6,10,117,11.7,1,1,1,3.8,60.1
81,Brian Hartline,MIA,WR,16,63,39,61.9,474,2,35,7.5,12.2,0,0,0,0,1,0,3.7,59.4
82,Tavon Austin,LAR,WR,15,44,31,70.5,242,0,28,5.5,7.8,36,224,6.2,2,5,0,3.9,58.6
83,Wes Welker,DEN,WR,14,64,49,76.6,464,2,39,7.2,9.5,0,0,0,0,0,0,4.2,58.4
84,Jeremy Kerley,NYJ,WR,16,75,38,50.7,409,1,33,5.5,10.8,4,86,21.5,0,1,0,3.5,55.5
84,Brian Quick,LAR,WR,7,39,25,64.1,375,3,51,9.6,15,0,0,0,0,0,0,7.9,55.5
86,Andre Roberts,WAS,WR,16,73,36,49.3,453,2,61,6.2,12.6,2,21,10.5,0,4,2,3.5,55.4
87,Preston Parker,NYG,WR,16,56,36,64.3,418,2,42,7.5,11.6,0,0,0,0,2,1,3.2,51.8
88,Stedman Bailey,LAR,WR,14,46,30,65.2,435,1,38,9.5,14.5,1,13,13,0,0,0,3.6,50.8
89,Travis Benjamin,CLE,WR,16,46,18,39.1,314,3,43,6.8,17.4,3,11,3.7,0,2,0,3.2,50.5
90,Louis Murphy,TB,WR,11,56,31,55.4,380,2,54,6.8,12.3,0,0,0,0,1,0,4.5,50
91,Marqise Lee,JAX,WR,13,68,37,54.4,422,1,37,6.2,11.4,3,9,3,0,0,0,3.8,49.1
91,Corey Brown,CAR,WR,13,36,21,58.3,296,2,47,8.2,14.1,8,95,11.9,0,3,1,3.8,49.1
93,Kamar Aiken,BAL,WR,16,33,24,72.7,267,3,24,8.1,11.1,0,0,0,0,0,0,2.8,44.7
94,Jason Avant,KC,WR,16,62,34,54.8,353,1,41,5.7,10.4,1,1,1,0,0,0,2.6,41.4
95,Damaris Johnson,HOU,WR,16,49,31,63.3,331,1,44,6.8,10.7,5,19,3.8,0,2,0,2.6,41
96,Brice Butler,OAK,WR,15,35,21,60,280,2,55,8,13.3,0,0,0,0,0,0,2.7,40
97,Victor Cruz,NYG,WR,6,41,23,56.1,337,1,61,8.2,14.7,0,0,0,0,0,0,6.6,39.7
98,Brandon Gibson,MIA,WR,14,51,29,56.9,295,1,40,5.8,10.2,0,0,0,0,2,0,2.5,35.5
99,Brandon Lloyd,SF,WR,14,35,14,40,294,1,80,8.4,21,0,0,0,0,0,0,2.5,35.4
100,Jaron Brown,ARI,WR,15,32,22,68.8,229,2,26,7.2,10.4,0,0,0,0,1,0,2.3,34.9
101,Lance Moore,PIT,WR,14,26,14,53.8,198,2,29,7.6,14.1,0,0,0,0,0,0,2.4,33.8
102,Jeremy Ross,DET,WR,16,35,24,68.6,314,1,59,9,13.1,2,-1,-0.5,0,4,2,2.1,33.3
103,Paul Richardson,SEA,WR,15,44,29,65.9,271,1,32,6.2,9.3,0,0,0,0,1,0,2.2,33.1
104,De'Anthony Thomas,KC,WR,12,31,23,74.2,156,0,30,5,6.8,15,110,7.3,1,0,0,2.7,32.6
105,Ricardo Lockette,SEA,WR,16,15,11,73.3,195,2,48,13,17.7,1,2,2,0,0,0,2,31.7
106,Derek Hagan,TEN,WR,16,34,19,55.9,254,1,38,7.5,13.4,0,0,0,0,0,0,2,31.4
107,Josh Gordon,CLE,WR,5,47,24,51.1,303,0,32,6.4,12.6,0,0,0,0,0,0,6.1,30.3
108,Bruce Ellington,SF,WR,13,12,6,50,62,2,20,5.2,10.3,6,28,4.7,1,1,0,2.1,27
109,Kenbrell Thompkins,OAK,WR,14,48,21,43.8,262,0,50,5.5,12.5,2,5,2.5,0,0,0,1.9,26.7
110,Danny Amendola,NE,WR,16,42,27,64.3,200,1,21,4.8,7.4,0,0,0,0,0,0,1.6,26
110,Albert Wilson,KC,WR,12,28,16,57.1,260,0,48,9.3,16.2,0,0,0,0,0,0,2.2,26
112,Nick Toon,NO,WR,8,23,17,73.9,215,1,24,9.3,12.6,1,4,4,0,1,1,3.2,25.9
113,Rishard Matthews,MIA,WR,14,22,12,54.5,135,2,23,6.1,11.2,1,3,3,0,1,0,1.8,25.8
114,Marlon Brown,BAL,WR,14,31,24,77.4,255,0,22,8.2,10.6,0,0,0,0,0,0,1.8,25.5
115,Brandon Tate,CIN,WR,16,26,17,65.4,193,1,50,7.4,11.4,3,21,7,0,2,1,1.6,25.4
116,Greg Salas,NYJ,WR,10,23,8,34.8,167,0,51,7.3,20.9,1,20,20,1,0,0,2.5,24.7
117,Corey Fuller,DET,WR,16,31,14,45.2,202,1,52,6.5,14.4,0,0,0,0,1,1,1.5,24.2
118,Chris Givens,LAR,WR,14,20,11,55,159,1,47,8,14.5,1,4,4,0,0,0,1.6,22.3
119,Eric Weems,ATL,WR,15,11,10,90.9,102,2,40,9.3,10.2,0,0,0,0,0,0,1.5,22.2
120,Chris Owusu,NYJ,WR,8,6,6,100,78,1,36,13,13,1,23,23,1,0,0,2.8,22.1
121,Brenton Bersin,CAR,WR,15,20,13,65,151,1,29,7.6,11.6,0,0,0,0,2,0,1.4,21.1
122,Mike Williams,BUF,WR,8,19,8,42.1,142,1,80,7.5,17.8,0,0,0,0,0,0,2.5,20.2
123,Ted Ginn,ARI,WR,16,26,14,53.8,190,0,27,7.3,13.6,3,6,2,0,2,0,1.2,20
123,Marquess Wilson,CHI,WR,7,32,17,53.1,140,1,17,4.4,8.2,0,0,0,0,0,0,2.9,20
125,Adam Thielen,MIN,WR,16,14,8,57.1,137,1,44,9.8,17.1,0,0,0,0,0,0,1.2,19.7
126,Austin Pettis,LAR,WR,5,18,12,66.7,118,1,27,6.6,9.8,0,0,0,0,0,0,3.6,17.8
127,Michael Campanaro,BAL,WR,4,9,7,77.8,102,1,19,11.3,14.6,0,0,0,0,0,0,4,16.2
128,Josh Morgan,CHI,WR,14,19,10,52.6,70,1,13,3.7,7,2,30,15,0,0,0,1.1,16
129,Joseph Morgan,NO,WR,5,10,4,40,92,0,62,9.2,23,1,67,67,0,0,0,3.2,15.9
130,Dontrelle Inman,LAC,WR,7,17,12,70.6,158,0,28,9.3,13.2,0,0,0,0,0,0,2.3,15.8
131,Donnie Avery,KC,WR,6,26,15,57.7,176,0,27,6.8,11.7,0,0,0,0,1,1,2.6,15.6
132,TJ Graham,NYJ,WR,12,8,3,37.5,87,1,67,10.9,29,0,0,0,0,0,0,1.2,14.7
133,Rod Streater,OAK,WR,3,13,9,69.2,84,1,17,6.5,9.3,0,0,0,0,0,0,4.8,14.4
134,Brian Tyms,NE,WR,11,11,5,45.5,82,1,43,7.5,16.4,0,0,0,0,0,0,1.3,14.2
135,James Wright,CIN,WR,11,16,5,31.2,91,0,30,5.7,18.2,3,30,10,0,0,0,1.1,12.1
136,Vincent Brown,OAK,WR,7,21,12,57.1,118,0,20,5.6,9.8,0,0,0,0,0,0,1.7,11.8
136,Robert Herron,TB,WR,8,12,6,50,58,1,16,4.8,9.7,1,0,0,0,0,0,1.5,11.8
138,Santana Moss,WAS,WR,10,15,10,66.7,116,0,19,7.7,11.6,0,0,0,0,0,0,1.2,11.6
139,Robert Meachem,NO,WR,11,21,7,33.3,114,0,25,5.4,16.3,0,0,0,0,0,0,1,11.4
140,Corey Washington,NYG,WR,14,8,5,62.5,52,1,20,6.5,10.4,0,0,0,0,0,0,0.8,11.2
141,Junior Hemingway,KC,WR,14,21,12,57.1,108,0,17,5.1,9,0,0,0,0,0,0,0.8,10.8
142,Jacoby Jones,BAL,WR,16,18,9,50,131,0,31,7.3,14.6,3,16,5.3,0,4,2,0.7,10.7
143,Kevin Norwood,SEA,WR,9,10,9,90,102,0,31,10.2,11.3,0,0,0,0,0,0,1.1,10.2
144,Denarius Moore,OAK,WR,10,27,12,44.4,115,0,28,4.3,9.6,1,1,1,0,1,1,1,9.6
145,AJ Jenkins,KC,WR,9,15,9,60,93,0,27,6.2,10.3,2,-2,-1,0,1,0,1,9.1
146,Josh Huff,PHI,WR,12,18,8,44.4,98,0,44,5.4,12.2,1,7,7,0,1,1,0.7,8.5
147,Dane Sanzenbacher,CIN,WR,10,15,9,60,105,0,26,7,11.7,1,-1,-1,0,1,1,0.8,8.4
148,Dwayne Harris,DAL,WR,16,12,7,58.3,116,0,56,9.7,16.6,4,7,1.8,0,4,2,0.5,8.3
149,Keshawn Martin,HOU,WR,16,12,6,50,78,0,32,6.5,13,0,0,0,0,0,0,0.5,7.8
150,Justin Brown,PIT,WR,8,21,12,57.1,94,0,18,4.5,7.8,0,0,0,0,1,1,0.9,7.4
151,Greg Little,CIN,WR,6,12,6,50,69,0,21,5.8,11.5,0,0,0,0,0,0,1.2,6.9
152,Mike Brown,JAX,WR,5,15,7,46.7,88,0,17,5.9,12.6,0,0,0,0,1,1,1.4,6.8
152,Ryan Grant,WAS,WR,16,15,7,46.7,68,0,21,4.5,9.7,0,0,0,0,0,0,0.4,6.8
154,Santonio Holmes,CHI,WR,9,14,8,57.1,67,0,15,4.8,8.4,0,0,0,0,1,0,0.7,6.7
155,David Nelson,NYJ,WR,6,16,8,50,65,0,17,4.1,8.1,0,0,0,0,2,0,1.1,6.5
156,Russell Shepard,TB,WR,16,8,4,50,63,0,23,7.9,15.8,0,0,0,0,0,0,0.4,6.3
157,Bryan Walters,SEA,WR,13,11,6,54.5,57,0,17,5.2,9.5,1,-2,-2,0,0,0,0.4,5.5
158,Kris Durham,TEN,WR,4,11,6,54.5,54,0,14,4.9,9,0,0,0,0,0,0,1.4,5.4
159,Kevin Ogletree,NYG,WR,7,9,5,55.6,50,0,15,5.6,10,0,0,0,0,0,0,0.7,5
159,Marquise Goodwin,BUF,WR,10,9,1,11.1,42,0,42,4.7,42,3,8,2.7,0,1,0,0.5,5
161,Andre Caldwell,DEN,WR,16,15,5,33.3,47,0,15,3.1,9.4,0,0,0,0,0,0,0.3,4.7
162,Jeff Maehl,PHI,WR,8,5,5,100,46,0,15,9.2,9.2,0,0,0,0,0,0,0.6,4.6
163,Seyi Ajirotutu,LAC,WR,16,12,4,33.3,45,0,17,3.8,11.2,0,0,0,0,0,0,0.3,4.5
163,Frankie Hammond,KC,WR,16,11,4,36.4,45,0,22,4.1,11.2,0,0,0,0,0,0,0.3,4.5
165,Quinton Patton,SF,WR,4,8,3,37.5,44,0,35,5.5,14.7,1,20,20,0,1,1,1.1,4.4
166,Jerrel Jernigan,NYG,WR,2,9,6,66.7,40,0,11,4.4,6.7,1,-2,-2,0,0,0,1.9,3.8
166,Aaron Dobson,NE,WR,4,5,3,60,38,0,16,7.6,12.7,0,0,0,0,0,0,1,3.8
168,Ace Sanders,JAX,WR,12,7,6,85.7,55,0,24,7.9,9.2,0,0,0,0,2,1,0.3,3.5
169,DeVier Posey,HOU,WR,1,1,1,100,30,0,30,30,30,0,0,0,0,0,0,3,3
170,Ryan Broyles,DET,WR,5,5,2,40,25,0,21,5,12.5,0,0,0,0,0,0,0.5,2.5
171,Jarrett Boykin,GB,WR,13,12,3,25,23,0,11,1.9,7.7,0,0,0,0,0,0,0.2,2.3
171,Cody Latimer,DEN,WR,8,4,2,50,23,0,14,5.8,11.5,0,0,0,0,0,0,0.3,2.3
173,Solomon Patton,TB,WR,7,0,0,0,0,0,0,0,0,1,19,19,0,1,0,0.3,1.9
174,Devin Street,DAL,WR,16,7,2,28.6,18,0,9,2.6,9,0,0,0,0,0,0,0.1,1.8
175,Jeff Janis,GB,WR,3,2,2,100,16,0,9,8,8,0,0,0,0,0,0,0.5,1.6
176,Damian Williams,LAR,WR,3,1,1,100,14,0,14,14,14,0,0,0,0,0,0,0.5,1.4
177,Darrius Heyward-Bey,PIT,WR,16,5,3,60,33,0,17,6.6,11,0,0,0,0,1,1,0.1,1.3
177,Tavarres King,TB,WR,2,3,2,66.7,13,0,7,4.3,6.5,0,0,0,0,0,0,0.6,1.3
179,Courtney Roby,ATL,WR,4,2,1,50,11,0,11,5.5,11,0,0,0,0,0,0,0.3,1.1
180,Joshua Cribbs,IND,WR,6,1,1,100,8,0,8,8,8,0,0,0,0,2,0,0.1,0.8
180,Micheal Spurlock,CHI,WR,1,3,1,33.3,8,0,8,2.7,8,0,0,0,0,0,0,0.8,0.8
182,Aldrick Robinson,WAS,WR,5,3,1,33.3,6,0,6,2,6,0,0,0,0,0,0,0.1,0.6
183,Kevin Dorsey,GB,WR,3,2,1,50,4,0,4,2,4,0,0,0,0,0,0,0.1,0.4
184,Griff Whalen,IND,WR,10,3,2,66.7,23,0,18,7.7,11.5,0,0,0,0,2,1,0,0.3
185,Brad Smith,PHI,WR,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Matthew Slater,NE,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Marlon Moore,CLE,WR,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Marc Mariani,CHI,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Kassim Osgood,SF,WR,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Leonard Hankerson,WAS,WR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Drew Davis,ATL,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Marcus Easley,BUF,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Trindon Holliday,SF,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,Tommy Streeter,JAX,WR,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Deonte Thompson,BUF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,LaRon Byrd,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Josh Bellamy,CHI,WR,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Saalim Hakim,NYJ,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Josh Boyce,NE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Rico Richardson,TEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Rodney Smith,CLE,WR,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Phil Bates,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Rashad Ross,CHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,M Harris,NYG,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,J Talley,NYG,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Quincy Enunwa,NYJ,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Freddie Martino,ATL,WR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Chris Matthews,SEA,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Chris Williams,CHI,WR,7,0,0,0,0,0,0,0,0,1,-8,-8,0,0,0,-0.1,-0.8
210,Jalen Saunders,NO,WR,9,1,1,100,7,0,7,7,7,0,0,0,0,2,1,-0.1,-1.3
211,Isaiah Burse,DEN,WR,12,1,0,0,0,0,0,0,0,0,0,0,0,3,1,-0.2,-2
211,Walter Powell,NYJ,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5,-2
