Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
131,Eric Decker,DEN,WR,14,8,6,75,106,1,38,13.2,17.7,0,0,0,0,3,1,1,14.6
132,Rashied Davis,CHI,WR,16,13,9,69.2,84,1,21,6.5,9.3,0,0,0,0,1,0,0.9,14.4
133,Naaman Roosevelt,BUF,WR,6,17,9,52.9,139,0,30,8.2,15.4,1,3,3,0,0,0,2.4,14.2
134,Maurice Stovall,TB,WR,12,9,7,77.8,81,1,38,9,11.6,0,0,0,0,0,0,1.2,14.1
135,David Clowney,CAR,WR,13,16,7,43.8,124,0,31,7.8,17.7,0,0,0,0,0,0,1,12.4
136,Sam Hurd,DAL,WR,15,23,14,60.9,120,0,13,5.2,8.6,0,0,0,0,0,0,0.8,12
136,Kassim Osgood,JAX,WR,16,16,6,37.5,60,1,24,3.8,10,0,0,0,0,0,0,0.8,12
138,David Anderson,HOU,WR,12,18,11,61.1,117,0,35,6.5,10.6,0,0,0,0,0,0,1,11.7
139,Tiquan Underwood,JAX,WR,10,22,8,36.4,111,0,22,5,13.9,0,0,0,0,0,0,1.1,11.1
140,Roydell Williams,WAS,WR,16,18,8,44.4,109,0,34,6.1,13.6,0,0,0,0,0,0,0.7,10.9
141,Donte' Stallworth,BAL,WR,8,5,2,40,82,0,67,16.4,41,5,45,9,0,1,1,1.3,10.7
142,JohnnieLee Higgins,OAK,WR,13,30,10,33.3,103,0,26,3.4,10.3,0,0,0,0,0,0,0.8,10.3
143,Stephen Williams,ARI,WR,11,23,9,39.1,101,0,17,4.4,11.2,0,0,0,0,0,0,0.9,10.1
144,Chaz Schilens,OAK,WR,5,9,5,55.6,40,1,11,4.4,8,0,0,0,0,0,0,2,10
144,Julian Edelman,NE,WR,15,14,7,50,86,0,40,6.1,12.3,2,14,7,0,1,0,0.7,10
146,Dominique Zeigler,SF,WR,11,15,9,60,98,0,20,6.5,10.9,0,0,0,0,0,0,0.9,9.8
147,Max Komar,ARI,WR,8,22,12,54.5,117,0,20,5.3,9.8,0,0,0,0,3,1,1.2,9.7
148,Adrian Arrington,NO,WR,1,9,7,77.8,79,0,17,8.8,11.3,0,0,0,0,0,0,7.9,7.9
149,Stefan Logan,DET,WR,16,1,0,0,0,0,0,0,0,15,95,6.3,0,2,1,0.5,7.5
150,Brett Swain,GB,WR,16,9,6,66.7,72,0,31,8,12,0,0,0,0,0,0,0.4,7.2
151,Anthony Gonzalez,IND,WR,2,9,5,55.6,67,0,34,7.4,13.4,0,0,0,0,0,0,3.4,6.7
152,Ramses Barden,NYG,WR,6,7,5,71.4,64,0,26,9.1,12.8,0,0,0,0,0,0,1.1,6.4
153,Roberto Wallace,MIA,WR,12,10,6,60,62,0,19,6.2,10.3,0,0,0,0,0,0,0.5,6.2
154,Eric Weems,ATL,WR,16,6,6,100,61,0,18,10.2,10.2,0,0,0,0,0,0,0.4,6.1
154,Lavelle Hawkins,TEN,WR,6,6,5,83.3,61,0,24,10.2,12.2,0,0,0,0,0,0,1,6.1
156,Preston Parker,TB,WR,9,9,4,44.4,42,0,21,4.7,10.5,1,7,7,0,0,0,0.5,4.9
157,Terrence Austin,WAS,WR,5,5,3,60,47,0,28,9.4,15.7,0,0,0,0,0,0,0.9,4.7
158,Mardy Gilyard,LAR,WR,11,16,6,37.5,63,0,21,3.9,10.5,0,0,0,0,1,1,0.4,4.3
159,Taylor Price,NE,WR,1,4,3,75,41,0,18,10.2,13.7,0,0,0,0,0,0,4.1,4.1
160,Dwayne Jarrett,CAR,WR,3,5,2,40,40,0,21,8,20,0,0,0,0,0,0,1.3,4
160,B James,IND,WR,3,11,6,54.5,40,0,17,3.6,6.7,0,0,0,0,0,0,1.3,4
162,Kevin Ogletree,DAL,WR,6,6,3,50,34,0,19,5.7,11.3,0,0,0,0,0,0,0.6,3.4
163,Derrick Williams,DET,WR,7,5,3,60,30,0,17,6,10,0,0,0,0,0,0,0.4,3
164,Patrick Turner,NYJ,WR,5,2,2,100,26,0,21,13,13,0,0,0,0,0,0,0.5,2.6
165,Nick Miller,OAK,WR,9,4,3,75,40,0,32,10,13.3,0,0,0,0,2,1,0.2,2
166,Michael Clayton,NYG,WR,6,4,2,50,19,0,14,4.8,9.5,0,0,0,0,0,0,0.3,1.9
167,Hank Baskett,MIN,WR,8,4,1,25,18,0,18,4.5,18,0,0,0,0,0,0,0.2,1.8
168,Matt Willis,DEN,WR,6,2,1,50,17,0,17,8.5,17,0,0,0,0,0,0,0.3,1.7
169,DeMarco Cosby,CIN,WR,16,2,2,100,16,0,11,8,8,0,0,0,0,0,0,0.1,1.6
169,Brandon Banks,WAS,WR,13,5,2,40,10,0,15,2,5,2,6,3,0,2,0,0.1,1.6
171,David Reed,BAL,WR,13,1,0,0,0,0,0,0,0,1,15,15,0,0,0,0.1,1.5
172,Yamon Figurs,CLE,WR,2,2,2,100,17,0,11,8.5,8.5,1,-4,-4,0,1,0,0.6,1.3
173,K Curtis,MIA,WR,2,2,1,50,6,0,6,3,6,1,6,6,0,0,0,0.6,1.2
174,Carlton Mitchell,CLE,WR,5,1,0,0,0,0,0,0,0,1,9,9,0,0,0,0.2,0.9
175,Kyle Williams,SF,WR,5,1,1,100,8,0,8,8,8,0,0,0,0,0,0,0.2,0.8
175,Paul Hubbard,BUF,WR,1,3,1,33.3,8,0,8,2.7,8,0,0,0,0,0,0,0.8,0.8
177,Armanti Edwards,CAR,WR,3,2,0,0,0,0,0,0,0,1,7,7,0,1,0,0.2,0.7
177,Sam Aiken,CLE,WR,3,1,1,100,7,0,7,7,7,0,0,0,0,0,0,0.2,0.7
179,Manuel Johnson,DAL,WR,2,5,1,20,6,0,6,1.2,6,0,0,0,0,0,0,0.3,0.6
180,Richard Goodman,LAC,WR,3,2,1,50,25,0,25,12.5,25,0,0,0,0,1,1,0.2,0.5
181,Duke Calhoun,NYG,WR,9,2,1,50,4,0,4,2,4,0,0,0,0,0,0,0,0.4
182,G Banks,LAC,WR,2,3,1,33.3,2,0,2,0.7,2,0,0,0,0,0,0,0.1,0.2
183,Dwight Jones,LAR,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Matthew Slater,NE,WR,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Charly Martin,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Marcus Smith,BAL,WR,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Arnaz Battle,PIT,WR,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,John Matthews,JAX,WR,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Jesse Holley,DAL,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Onrea Jones,ARI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Jeremy Horne,KC,WR,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Victor Cruz,NYG,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Devin Thomas,NYG,WR,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Demetrius Williams,CLE,WR,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Chris Brooks,IND,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Taj Smith,IND,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Brian Clark,DET,WR,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Derrick Townsel,HOU,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Britt Davis,DEN,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Courtney Roby,NO,WR,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.2,-2
200,K Moore,IND,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,-2
202,Marc Mariani,TEN,WR,16,2,0,0,0,0,0,0,0,0,0,0,0,3,2,-0.2,-4
