Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
40,Greg Jennings,MIN,WR,15,106,68,64.2,804,4,70,7.6,11.8,0,0,0,0,0,0,7,104.4
41,Terrance Williams,DAL,WR,16,74,44,59.5,736,5,82,9.9,16.7,3,4,1.3,0,2,2,6.4,102
42,Denarius Moore,OAK,WR,13,86,46,53.5,695,5,73,8.1,15.1,0,0,0,0,0,0,7.7,99.5
43,Steve Smith,CAR,WR,15,110,64,58.2,745,4,44,6.8,11.6,0,0,0,0,0,0,6.6,98.5
44,James Jones,GB,WR,14,93,59,63.4,817,3,83,8.8,13.8,0,0,0,0,2,1,7,97.7
45,Dwayne Bowe,KC,WR,15,103,57,55.3,673,5,34,6.5,11.8,0,0,0,0,0,0,6.5,97.3
46,Marlon Brown,BAL,WR,14,82,49,59.8,524,7,59,6.4,10.7,1,-2,-2,0,0,0,6.9,96.2
47,Cecil Shorts,JAX,WR,13,123,66,53.7,777,3,59,6.3,11.8,0,0,0,0,0,0,7.4,95.7
48,Rueben Randle,NYG,WR,16,78,41,52.6,611,6,37,7.8,14.9,0,0,0,0,3,1,5.9,95.1
48,Kenny Stills,NO,WR,16,50,32,64,641,5,76,12.8,20,3,10,3.3,0,0,0,5.9,95.1
50,Brandon LaFell,CAR,WR,16,85,49,57.6,627,5,79,7.4,12.8,2,15,7.5,0,1,0,5.9,94.2
51,Jarrett Boykin,GB,WR,16,83,49,59,681,3,52,8.2,13.9,0,0,0,1,0,0,5.8,92.1
52,DeAndre Hopkins,HOU,WR,16,91,52,57.1,802,2,66,8.8,15.4,0,0,0,0,1,1,5.6,90.2
53,Hakeem Nicks,NYG,WR,15,101,56,55.4,896,0,57,8.9,16,0,0,0,0,0,0,6,89.6
54,Ted Ginn,CAR,WR,16,68,36,52.9,556,5,47,8.2,15.4,4,29,7.2,0,0,0,5.5,88.5
55,Roddy White,ATL,WR,13,97,63,64.9,711,3,39,7.3,11.3,0,0,0,0,2,1,6.7,87.1
56,Tavon Austin,LAR,WR,13,69,40,58,418,4,81,6.1,10.4,9,151,16.8,1,4,1,6.5,84.9
57,Robert Woods,BUF,WR,14,85,40,47.1,587,3,57,6.9,14.7,2,16,8,0,0,0,5.7,80.3
58,Steve Johnson,BUF,WR,12,101,52,51.5,597,3,45,5.9,11.5,1,10,10,0,1,1,6.6,78.7
59,Jerome Simpson,MIN,WR,16,100,48,48,726,1,51,7.3,15.1,0,0,0,0,1,0,4.9,78.6
60,Aaron Dobson,NE,WR,12,72,37,51.4,519,4,81,7.2,14,0,0,0,0,1,0,6.3,75.9
61,Danny Amendola,NE,WR,12,83,54,65.1,633,2,57,7.6,11.7,1,1,1,0,0,0,6.3,75.4
62,Randall Cobb,GB,WR,6,47,31,66,433,4,48,9.2,14,4,78,19.5,0,0,0,12.5,75.1
63,Jeremy Kerley,NYJ,WR,12,72,43,59.7,523,3,26,7.3,12.2,4,11,2.8,0,0,0,6,71.4
64,Kenbrell Thompkins,NE,WR,12,69,32,46.4,466,4,49,6.8,14.6,0,0,0,0,0,0,5.9,70.6
65,Donnie Avery,KC,WR,16,71,40,56.3,596,2,51,8.4,14.9,2,6,3,0,1,1,4.4,70.2
66,Julio Jones,ATL,WR,5,59,41,69.5,580,2,81,9.8,14.1,1,7,7,0,2,1,13.7,68.7
67,Tiquan Underwood,TB,WR,12,46,24,52.2,440,4,85,9.6,18.3,0,0,0,0,0,0,5.7,68
68,Reggie Wayne,IND,WR,7,58,38,65.5,503,2,35,8.7,13.2,1,5,5,0,0,0,9.3,64.8
69,Austin Pettis,LAR,WR,16,63,38,60.3,399,4,31,6.3,10.5,0,0,0,0,1,0,4,63.9
70,Jarius Wright,MIN,WR,16,43,26,60.5,434,3,42,10.1,16.7,0,0,0,0,0,0,3.8,61.4
71,Ace Sanders,JAX,WR,15,87,51,58.6,484,1,51,5.6,9.5,2,4,2,0,0,0,4,59.64
72,Justin Hunter,TEN,WR,14,42,18,42.9,354,4,57,8.4,19.7,0,0,0,0,0,0,4.2,59.4
73,Andre Roberts,ARI,WR,16,76,43,56.6,471,2,34,6.2,11,0,0,0,0,0,0,3.7,59.1
74,Kris Durham,DET,WR,16,85,38,44.7,490,2,40,5.8,12.9,0,0,0,0,1,1,3.7,59
75,Greg Little,CLE,WR,16,99,41,41.4,465,2,47,4.7,11.3,0,0,0,0,0,0,3.7,58.5
76,Mohamed Sanu,CIN,WR,16,77,47,61,455,2,32,5.9,9.7,4,16,4,0,1,1,3.6,58.1
77,Jacoby Jones,BAL,WR,12,67,37,55.2,455,2,66,6.8,12.3,2,0,0,0,0,0,4.8,57.5
78,Rishard Matthews,MIA,WR,16,67,41,61.2,448,2,29,6.7,10.9,0,0,0,0,0,0,3.6,56.8
79,Jermaine Kearse,SEA,WR,15,38,22,57.9,346,4,43,9.1,15.7,0,0,0,0,1,1,3.8,56.6
80,Santana Moss,WAS,WR,16,79,42,53.2,452,2,28,5.7,10.8,3,25,8.3,0,2,2,3.5,55.7
80,Lance Moore,NO,WR,13,54,37,68.5,457,2,44,8.5,12.4,0,0,0,0,1,1,4.3,55.7
80,Chris Givens,LAR,WR,16,83,34,41,569,0,47,6.9,16.7,3,8,2.7,0,1,1,3.5,55.7
83,Leonard Hankerson,WAS,WR,10,50,30,60,375,3,29,7.5,12.5,0,0,0,0,0,0,5.6,55.5
84,Jason Avant,PHI,WR,16,76,38,50,447,2,31,5.9,11.8,0,0,0,0,1,1,3.4,54.7
85,Jerrel Jernigan,NYG,WR,15,44,29,65.9,329,2,30,7.5,11.3,2,57,28.5,1,1,1,3.6,54.6
85,Mike Brown,JAX,WR,11,56,32,57.1,446,2,43,8,13.9,0,0,0,0,2,1,5,54.6
87,David Nelson,NYJ,WR,12,60,36,60,423,2,31,7,11.8,0,0,0,0,0,0,4.5,54.3
88,Vincent Brown,LAC,WR,16,69,41,59.4,472,1,51,6.8,11.5,0,0,0,0,0,0,3.3,53.2
89,Santonio Holmes,NYJ,WR,11,59,23,39,456,1,69,7.7,19.8,0,0,0,0,0,0,4.7,51.6
90,Nate Burleson,DET,WR,9,55,39,70.9,461,1,47,8.4,11.8,2,-8,-4,0,1,0,5.7,51.3
91,Brandon Gibson,MIA,WR,7,43,30,69.8,326,3,46,7.6,10.9,0,0,0,0,0,0,7.2,50.6
92,Earl Bennett,CHI,WR,15,43,32,74.4,243,4,17,5.7,7.6,0,0,0,0,0,0,3.4,50.3
93,Andre Holmes,OAK,WR,10,52,25,48.1,431,1,40,8.3,17.2,0,0,0,0,0,0,4.9,49.1
94,Cole Beasley,DAL,WR,14,54,39,72.2,368,2,23,6.8,9.4,0,0,0,0,1,0,3.5,48.8
95,Davone Bess,CLE,WR,14,86,42,48.8,362,2,20,4.2,8.6,0,0,0,0,1,1,3.4,48.2
96,Aldrick Robinson,WAS,WR,16,46,18,39.1,365,2,62,7.9,20.3,3,-4,-1.3,0,0,0,3,48.1
97,TJ Graham,BUF,WR,16,58,23,39.7,361,2,47,6.2,15.7,4,14,3.5,0,1,1,3,47.5
98,Justin Blackmon,JAX,WR,4,48,29,60.4,415,1,67,8.6,14.3,1,-1,-1,0,0,0,11.8,47.4
99,Marquise Goodwin,BUF,WR,12,32,17,53.1,283,3,59,8.8,16.6,3,13,4.3,0,1,1,3.8,45.6
100,Robert Meachem,NO,WR,15,30,16,53.3,324,2,60,10.8,20.2,2,-1,-0.5,0,0,0,3,44.3
101,Brian Quick,LAR,WR,16,35,18,51.4,302,2,73,8.6,16.8,0,0,0,0,0,0,2.6,42.2
102,Darrius Heyward-Bey,IND,WR,16,64,29,45.3,309,1,27,4.8,10.7,3,26,8.7,0,0,0,2.5,39.5
103,Sidney Rice,SEA,WR,8,35,15,42.9,231,3,31,6.6,15.4,0,0,0,0,1,1,4.9,39.1
104,Kevin Ogletree,DET,WR,16,45,21,46.7,269,2,43,6,12.8,0,0,0,0,0,0,2.4,38.9
105,Andre Caldwell,DEN,WR,16,29,16,55.2,200,3,36,6.9,12.5,1,7,7,0,0,0,2.4,38.7
106,Stephen Hill,NYJ,WR,12,59,24,40.7,342,1,51,5.8,14.2,0,0,0,0,1,1,3.2,38.2
107,Griff Whalen,IND,WR,9,40,24,60,259,2,25,6.5,10.8,0,0,0,0,0,0,4.2,37.9
108,Keshawn Martin,HOU,WR,16,40,22,55,253,2,32,6.3,11.5,0,0,0,0,2,1,2.2,35.3
109,Michael Crabtree,SF,WR,5,33,19,57.6,284,1,60,8.6,14.9,0,0,0,0,0,0,6.9,34.4
110,Mike Williams,TB,WR,6,40,22,55,216,2,28,5.4,9.8,0,0,0,0,0,0,5.6,33.6
110,Drew Davis,ATL,WR,16,17,12,70.6,216,2,59,12.7,18,0,0,0,0,0,0,2.1,33.6
112,Stedman Bailey,LAR,WR,16,25,17,68,226,0,28,9,13.3,2,33,16.5,1,0,0,2,31.9
113,Da'Rick Rogers,IND,WR,5,23,14,60.9,192,2,69,8.3,13.7,1,0,0,0,0,0,6.2,31.2
114,Kerry Taylor,JAX,WR,10,34,22,64.7,229,1,17,6.7,10.4,0,0,0,0,0,0,2.9,28.9
115,Tandon Doss,BAL,WR,15,36,19,52.8,305,0,63,8.5,16.1,0,0,0,0,1,1,1.9,28.5
116,LaVon Brazill,IND,WR,10,27,12,44.4,161,2,29,6,13.4,0,0,0,0,1,0,2.8,28.1
117,Darius Johnson,ATL,WR,10,43,22,51.2,210,1,17,4.9,9.5,0,0,0,0,1,1,2.5,25
118,Miles Austin,DAL,WR,11,49,24,49,244,0,20,5,10.2,0,0,0,0,0,0,2.2,24.4
119,Josh Morgan,WAS,WR,14,33,20,60.6,214,0,21,6.5,10.7,2,13,6.5,0,2,0,1.6,22.7
120,Junior Hemingway,KC,WR,16,19,13,68.4,125,2,24,6.6,9.6,0,0,0,0,2,1,1.4,22.5
121,Andrew Hawkins,CIN,WR,8,18,12,66.7,199,0,50,11.1,16.6,2,3,1.5,0,1,0,2.5,20.2
122,Jaron Brown,ARI,WR,16,18,11,61.1,140,1,32,7.8,12.7,0,0,0,0,0,0,1.2,20
123,Dwayne Harris,DAL,WR,13,14,9,64.3,80,2,24,5.7,8.9,1,6,6,0,2,1,1.4,18.6
124,Damian Williams,TEN,WR,10,23,15,65.2,178,0,32,7.7,11.9,0,0,0,0,2,1,1.6,15.8
125,Michael Preston,TEN,WR,7,7,5,71.4,37,2,10,5.3,7.4,0,0,0,0,0,0,2.2,15.7
126,DeVier Posey,HOU,WR,14,25,15,60,155,0,42,6.2,10.3,0,0,0,0,0,0,1.1,15.5
127,Malcom Floyd,LAC,WR,2,11,6,54.5,149,0,47,13.5,24.8,0,0,0,0,0,0,7.4,14.9
128,Jeremy Ross,DET,WR,13,12,6,50,67,1,19,5.6,11.2,2,40,20,0,2,1,1.1,14.7
129,Greg Salas,NYJ,WR,8,13,8,61.5,143,0,44,11,17.9,0,0,0,0,0,0,1.8,14.3
130,Kyle Williams,KC,WR,10,27,12,44.4,113,0,16,4.2,9.4,2,23,11.5,0,2,0,1.4,13.6
130,AJ Jenkins,KC,WR,16,17,8,47.1,130,0,48,7.6,16.2,2,6,3,0,0,0,0.8,13.6
130,Brittan Golden,ARI,WR,5,10,4,40,136,0,63,13.6,34,0,0,0,0,0,0,2.7,13.6
133,Travis Benjamin,CLE,WR,8,13,5,38.5,105,0,39,8.1,21,1,45,45,0,2,1,1.6,13
134,Jeff Maehl,PHI,WR,16,9,4,44.4,67,1,37,7.4,16.8,0,0,0,0,0,0,0.8,12.7
135,Seyi Ajirotutu,LAC,WR,14,4,3,75,64,1,26,16,21.3,0,0,0,0,0,0,0.9,12.4
136,Clyde Gates,NYJ,WR,6,24,12,50,122,0,34,5.1,10.2,0,0,0,0,0,0,2,12.2
137,Josh Boyce,NE,WR,9,19,9,47.4,121,0,30,6.4,13.4,0,0,0,0,0,0,1.3,12.1
138,Domenik Hixon,CAR,WR,15,9,7,77.8,55,1,14,6.1,7.9,0,0,0,0,0,0,0.8,11.5
138,Brandon Stokley,BAL,WR,6,21,13,61.9,115,0,18,5.5,8.8,0,0,0,0,0,0,1.9,11.5
140,Chris Owusu,TB,WR,9,20,13,65,114,0,20,5.7,8.8,0,0,0,0,0,0,1.3,11.4
141,Brice Butler,OAK,WR,10,17,9,52.9,103,0,29,6.1,11.4,0,0,0,0,0,0,1,10.3
142,Kenny Britt,TEN,WR,12,35,11,31.4,96,0,15,2.7,8.7,0,0,0,0,0,0,0.8,9.6
142,Deonte Thompson,BAL,WR,7,20,10,50,96,0,33,4.8,9.6,0,0,0,0,0,0,1.4,9.6
144,Jacoby Ford,OAK,WR,14,24,13,54.2,99,0,22,4.1,7.6,5,15,3,0,4,1,0.7,9.4
145,Mario Manningham,SF,WR,6,23,9,39.1,85,0,14,3.7,9.4,0,0,0,0,0,0,1.4,8.5
145,Ryan Broyles,DET,WR,6,14,8,57.1,85,0,22,6.1,10.6,0,0,0,0,0,0,1.4,8.5
147,Chris Hogan,BUF,WR,16,17,10,58.8,83,0,16,4.9,8.3,0,0,0,0,0,0,0.5,8.3
148,Ricardo Lockette,SEA,WR,8,7,5,71.4,82,0,33,11.7,16.4,1,-2,-2,0,0,0,1,8
148,Derek Moye,PIT,WR,7,6,2,33.3,20,1,19,3.3,10,0,0,0,0,0,0,1.1,8
150,Louis Murphy,NYG,WR,14,13,6,46.2,37,1,8,2.8,6.2,0,0,0,0,1,1,0.6,7.7
151,Joshua Cribbs,NYJ,WR,6,2,2,100,6,0,5,3,3,13,55,4.2,0,0,0,1.3,7.62
152,Marlon Moore,MIA,WR,14,15,7,46.7,62,0,13,4.1,8.9,1,9,9,0,0,0,0.5,7.1
153,Nick Toon,NO,WR,8,12,4,33.3,68,0,35,5.7,17,0,0,0,0,0,0,0.8,6.8
154,Stephen Burton,JAX,WR,4,13,8,61.5,76,0,22,5.8,9.5,1,-9,-9,0,0,0,1.7,6.7
155,M White,GB,WR,7,12,9,75,66,0,15,5.5,7.3,0,0,0,0,0,0,0.9,6.6
156,Markus Wheaton,PIT,WR,12,13,6,46.2,64,0,21,4.9,10.7,0,0,0,0,0,0,0.5,6.4
157,Austin Collie,NE,WR,7,11,6,54.5,63,0,19,5.7,10.5,0,0,0,0,0,0,0.9,6.3
158,Dane Sanzenbacher,CIN,WR,10,8,6,75,61,0,23,7.6,10.2,0,0,0,0,0,0,0.6,6.1
159,Josh Cooper,CLE,WR,5,14,9,64.3,60,0,16,4.3,6.7,0,0,0,0,0,0,1.2,6
159,Quinton Patton,SF,WR,6,5,3,60,34,0,29,6.8,11.3,1,26,26,0,0,0,1,6
161,Patrick Edwards,DET,WR,4,11,5,45.5,46,0,11,4.2,9.2,0,0,0,0,0,0,1.2,4.6
162,Eric Page,TB,WR,16,9,4,44.4,68,0,30,7.6,17,2,14,7,0,3,2,0.3,4.2
163,Lestar Jean,HOU,WR,13,8,4,50,35,0,11,4.4,8.8,0,0,0,0,0,0,0.3,3.5
163,Nick Williams,WAS,WR,5,11,3,27.3,15,0,6,1.4,5,0,0,0,0,1,0,0.7,3.5
165,Juron Criner,OAK,WR,1,8,3,37.5,32,0,20,4,10.7,0,0,0,0,0,0,3.2,3.2
166,Lamaar Thomas,JAX,WR,2,3,2,66.7,31,0,18,10.3,15.5,0,0,0,0,0,0,1.6,3.1
167,Brad Smith,PHI,WR,6,2,2,100,27,0,14,13.5,13.5,2,2,1,0,1,0,0.5,2.9
168,Jonathan Baldwin,SF,WR,7,9,3,33.3,28,0,15,3.1,9.3,0,0,0,0,0,0,0.4,2.8
169,Skye Dawson,TB,WR,7,7,2,28.6,12,0,9,1.7,6,2,15,7.5,0,1,0,0.4,2.7
170,Chad Hall,KC,WR,9,7,2,28.6,20,0,11,2.9,10,0,0,0,0,0,0,0.2,2
171,Jeremy Ebert,JAX,WR,6,8,3,37.5,18,0,8,2.2,6,0,0,0,0,0,0,0.3,1.8
172,Percy Harvin,SEA,WR,1,1,1,100,17,0,17,17,17,0,0,0,0,0,0,1.7,1.7
172,Kassim Osgood,SF,WR,14,1,1,100,17,0,17,17,17,0,0,0,0,0,0,0.1,1.7
174,Tori Gurley,CLE,WR,3,3,1,33.3,15,0,15,5,15,0,0,0,0,0,0,0.5,1.5
175,Marcus Easley,BUF,WR,16,5,2,40,13,0,9,2.6,6.5,0,0,0,0,0,0,0.1,1.3
175,Marquess Wilson,CHI,WR,10,3,2,66.7,13,0,10,4.3,6.5,0,0,0,0,0,0,0.1,1.3
177,Kevin Cone,ATL,WR,16,1,1,100,12,0,12,12,12,0,0,0,0,0,0,0.1,1.2
177,Brian Tyms,CLE,WR,8,5,2,40,12,0,6,2.4,6,0,0,0,0,0,0,0.2,1.2
179,Armanti Edwards,CLE,WR,6,5,1,20,10,0,10,2,10,1,0,0,0,0,0,0.2,1
180,Eric Weems,CHI,WR,16,2,1,50,8,0,8,4,8,0,0,0,0,0,0,0,0.8
180,Ben Obomanu,NYJ,WR,3,1,1,100,8,0,8,8,8,0,0,0,0,0,0,0.3,0.8
182,Brandon Tate,CIN,WR,16,2,1,50,6,0,6,3,6,0,0,0,0,2,0,0,0.6
183,David Reed,IND,WR,7,3,1,33.3,2,0,2,0.7,2,0,0,0,0,0,0,0,0.2
184,Lavelle Hawkins,LAC,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Matthew Slater,NE,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Brian Robiskie,ATL,WR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Johnny Knox,JAX,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Micheal Spurlock,DET,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Stephen Williams,JAX,WR,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Ryan Whalen,CIN,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Bryan Walters,SEA,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Marvin McNutt,CAR,WR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Josh Bellamy,WAS,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Joe Anderson,CHI,WR,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Russell Shepard,TB,WR,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Chris Harper,GB,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Ryan Spadola,MIA,WR,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Rodney Smith,MIN,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Tobais Palmer,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Justin Veltung,LAR,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Michael Campbell,NYJ,WR,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,J Talley,NYG,WR,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Rodney Austin,DET,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Lance Lewis,WAS,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,BJ Cunningham,PHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Saalim Hakim,NYJ,WR,3,1,0,0,0,0,0,0,0,2,-3,-1.5,0,0,0,-0.1,-0.3
207,Damaris Johnson,PHI,WR,13,3,2,66.7,14,0,8,4.7,7,0,0,0,0,1,1,0,-0.6
208,Devin Hester,CHI,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-0.1,-2
208,Devon Wylie,TEN,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,-2
210,Trindon Holliday,DEN,WR,15,0,0,0,0,0,0,0,0,1,7,7,0,5,2,-0.2,-3.3
